,2011-09-30,2011-12-31,2013-06-30,2013-09-30,2013-12-31,2015-09-30,2015-12-31,2016-06-30,2016-09-30,2016-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,91.000,,
Communication,,,14000.000,18000.000,15000.000,,,,,
CostOfPropertyRepairsAndMaintenance,,,,,,90.000,106.000,93.000,,
Depreciation,,,,,,2454.000,,2450.000,,
DepreciationAndAmortization,,,,,,,2454.000,2450.000,,
EarningsPerShareBasic,,,,,,,,-2.200,0.000,
EarningsPerShareBasicAndDiluted,0.000,0.000,,,,0.000,0.000,,,-0.430
EarningsPerShareDiluted,,,,,,,,-2.200,0.000,
GainLossOnInvestments,,,,,,0.000,0.000,,,
GeneralAndAdministrativeExpense,,,,,,9447.000,12056.000,19901.000,1766.000,4024.000
GoodwillImpairmentLoss,,,,,,0.000,0.000,,,
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,,27500000.000,0.000,0.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,,0.000,,,,,,,,
IncomeLossFromContinuingOperations,,,-14000.000,-18000.000,-15000.000,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,-15771.000,-13111498.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,-0.000,-0.000,-0.000,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,0.000,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,0.000,-0.430
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,687.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,,0.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,,0.000,0.000
IncomeTaxesPaid,,,,,,,,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,2513.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,37750.000,46750.000,55750.000,,,,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,-72960.000,,
IncreaseDecreaseInDeferredRevenue,,,,,,,,0.000,,
IncreaseDecreaseInOtherAccountsPayable,,,14000.000,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,253.000,,
InterestExpense,,,,,,23975.000,14540.000,39528.000,5915.000,-6254.000
InterestExpenseBorrowings,,,,,,,,38434.000,,
InterestPaid,,,,,,,,1094.000,,
LeaseAndRentalExpense,,,,,,3000.000,3000.000,3000.000,,
ManagementFeeExpense,,,,,,2500.000,0.000,6000.000,,
NetCashProvidedByUsedInFinancingActivities,,,,,,,,32958.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,32958.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,0.000,,
NetCashProvidedByUsedInOperatingActivities,,,,,,,,-32867.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,,,,-32867.000,,
NetIncomeLoss,,-2029.000,-14000.000,-18000.000,-15000.000,107107.000,40106.000,-27576517.000,-15084.000,-13111498.000
OperatingExpenses,14489.000,2029.000,14000.000,18000.000,15000.000,48893.000,115894.000,115949.000,9856.000,17919.000
OperatingIncomeLoss,,,,,,107107.000,40106.000,-36989.000,-9856.000,-17919.000
OtherExpenses,,,,,,0.000,0.000,27539528.000,5915.000,-13093579.000
PaymentsToAcquireBuildings,,,,,,,,0.000,,
ProFormaWeightedAverageSharesOutstandingDiluted,,,,,,,,12523137.000,522003027.000,
ProceedsFromConvertibleDebt,,,,,,,,32858.000,,
ProceedsFromRelatedPartyDebt,,,,,,,,100.000,,
ProfessionalFees,,,,,,7428.000,15405.000,11545.000,8090.000,13895.000
ProfitLoss,-14489.000,,,,,,,-27576517.000,,
ProvisionForDoubtfulAccounts,,,,,,,68333.000,72960.000,,
RentalIncomeNonoperating,,,,,,156000.000,156000.000,78960.000,,
RepaymentsOfRelatedPartyDebt,,,,,,,,0.000,,
Revenues,0.000,0.000,,,,,,,,
SalesRevenueNet,0.000,0.000,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,199447181.000,199447181.000,199447181.000,614122962.000,633406437.000,,,30622157.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,,12523137.000,52633027.000,
