,2011-09-30
AmortizationOfFinancingCosts,376000.000
CostOfGoodsAndServicesSold,142000.000
DepreciationAndAmortization,90000.000
EarningsPerShareBasicAndDiluted,0.000
GeneralAndAdministrativeExpense,347000.000
GrossProfit,107000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-790000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000
InterestAndDebtExpense,91000.000
InterestAndOtherIncome,75000.000
NetIncomeLoss,-790000.000
NonoperatingIncomeExpense,-425000.000
OperatingExpenses,472000.000
OperatingIncomeLoss,-365000.000
OtherCostAndExpenseOperating,27000.000
ProvisionForDoubtfulAccounts,33000.000
ResearchAndDevelopmentExpense,8000.000
RevenueFromRelatedParties,0.000
Revenues,249000.000
SalesDiscountsGoods,-98000.000
SalesRevenueNet,249000.000
SellingAndMarketingExpense,0.000
