,2011-07-03,2011-10-02,2012-04-01,2012-07-01,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-29,2013-12-31,2014-03-30,2014-06-29,2014-09-28,2015-10-04,2016-07-03,2016-10-02,2017-04-02,2017-07-02
AdjustmentForAmortization,,,964000.000,,,,758000.000,,,,786000.000,,,,,,3092000.000,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,700000.000,
AssetImpairmentCharges,,,,,10348000.000,,,,0.000,,,,,2502000.000,,208000.000,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,,,,,-2500000.000,-9700000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,0.000,,,500000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-13564000.000,,,,-4105000.000,,,,19917000.000,,,,,,7377000.000,
CommonStockDividendsPerShareCashPaid,0.037,0.037,0.037,0.037,0.037,0.039,0.037,0.037,0.037,0.039,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037
ComprehensiveIncomeNetOfTax,,,14265000.000,-1412000.000,9539000.000,9897000.000,-736000.000,12780000.000,25956000.000,16198000.000,13917000.000,13492000.000,-448000.000,-14487000.000,-3308000.000,4538000.000,10169000.000,22155000.000
CostOfGoodsAndServicesSold,137302000.000,154774000.000,155668000.000,156046000.000,151109000.000,141186000.000,145549000.000,153538000.000,144593000.000,146527000.000,146548000.000,148184000.000,141601000.000,113865000.000,99961000.000,92479000.000,98575000.000,103563000.000
CumulativeEffectOnRetainedEarningsNetOfTax1,,,,,,,,,,,,,,,,,600000.000,
DeferredCompensationArrangementWithIndividualCompensationExpense,,,,,,,,,600000.000,,,,,,,,,
DefinedBenefitPlanAmortizationOfGainsLosses,,,-158000.000,-158000.000,-158000.000,-157000.000,-189000.000,-189000.000,-189000.000,-198000.000,-127000.000,-127000.000,-127000.000,-210000.000,-226000.000,-226000.000,-184000.000,-184000.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,0.000,0.000,0.000,,0.000,0.000,0.000,,,,,,,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,531000.000,531000.000,531000.000,533000.000,591000.000,591000.000,591000.000,593000.000,697000.000,697000.000,697000.000,723000.000,664000.000,664000.000,576000.000,576000.000
DefinedBenefitPlanInterestCost,,,513000.000,513000.000,513000.000,515000.000,491000.000,491000.000,491000.000,490000.000,545000.000,545000.000,545000.000,548000.000,574000.000,574000.000,426000.000,426000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,192000.000,192000.000,192000.000,-18000.000,89000.000,89000.000,89000.000,95000.000,-25000.000,-25000.000,-25000.000,35000.000,136000.000,136000.000,34000.000,34000.000
DefinedBenefitPlanServiceCost,,,52000.000,52000.000,52000.000,-156000.000,0.000,0.000,0.000,0.000,,,,,,,,
Depreciation,,,4008000.000,,,,4009000.000,,,,4069000.000,,,,,,3798000.000,
DepreciationDepletionAndAmortization,,,4972000.000,4748000.000,4867000.000,4741000.000,4767000.000,4778000.000,4672000.000,4856000.000,4855000.000,4921000.000,4754000.000,,,,6890000.000,6670000.000
DisposalGroupNotDiscontinuedOperationLossGainOnWriteDown,,,,,,,,,,,,,,,,,232000.000,
EarningsPerShareBasic,0.430,0.630,0.500,0.640,0.110,0.520,0.450,0.720,1.010,0.500,0.830,0.680,0.830,-0.490,0.230,0.270,0.290,0.540
EarningsPerShareDiluted,0.430,0.630,0.490,0.640,0.110,0.520,0.450,0.720,1.000,0.500,0.820,0.670,0.830,-0.490,0.230,0.270,0.290,0.540
EffectOfExchangeRateOnCashAndCashEquivalents,,,1265000.000,,,,-2207000.000,,,,-824000.000,,,,,,1055000.000,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,0.217,,0.285,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,-479000.000,,,,285000.000,,,,571000.000,,,,,,0.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,-479000.000,,,,285000.000,,,,571000.000,,,,,,0.000,
FairValueInstrumentsClassifiedInShareholdersEquityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,,,,,,,,,,,,,,-2500000.000,
FutureAmortizationExpenseAfterYearFive,,,11321000.000,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFive,,,3239000.000,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFour,,,3569000.000,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearOne,,,2803000.000,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearThree,,,3593000.000,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearTwo,,,3722000.000,,,,,,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,-2000.000,,,,66000.000,,,,-34000.000,,,,,,110000.000,
GainLossRelatedToLitigationSettlement,,,,,,,,,,,-2243000.000,,,,,,,
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,1603000.000,
GoodwillOtherIncreaseDecrease,,,,,,,,,,,,,,,,,1.500,
GoodwillPurchaseAccountingAdjustments,,,,,,,,,,,,,,,,,-1467000.000,
GoodwillTranslationAdjustments,,,847000.000,,,,-893000.000,,,,123000.000,,,,,,,
GoodwillTranslationAndPurchaseAccountingAdjustments,,,,,,,,,,,,,,,,,1467000.000,
GrossProfit,54606000.000,55187000.000,58612000.000,63816000.000,58695000.000,60420000.000,59849000.000,70106000.000,70138000.000,67508000.000,64638000.000,59700000.000,62217000.000,45393000.000,46431000.000,42354000.000,46633000.000,47668000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,10758000.000,14699000.000,12481000.000,17278000.000,970000.000,11030000.000,11501000.000,18792000.000,22623000.000,11121000.000,20457000.000,15328000.000,19012000.000,-3770000.000,5291000.000,2745000.000,5460000.000,8246000.000
IncomeTaxExpenseBenefit,3261000.000,3752000.000,3896000.000,6142000.000,-899000.000,1821000.000,3592000.000,6124000.000,4903000.000,2297000.000,5825000.000,3402000.000,4337000.000,4308000.000,1478000.000,-1673000.000,687000.000,-724000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,,,,,800000.000,,,,,,,,,,,,,
IncomeTaxesPaidNet,,,4839000.000,,,,1462000.000,,,,2913000.000,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-14011000.000,,,,2198000.000,,,,6854000.000,,,,,,-5841000.000,
IncreaseDecreaseInAccountsReceivable,,,-3539000.000,,,,2455000.000,,,,9952000.000,,,,,,-14018000.000,
IncreaseDecreaseInInventories,,,2179000.000,,,,6461000.000,,,,-234000.000,,,,,,-2030000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,5549000.000,,,,827000.000,,,,859000.000,,,,,,4297000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,75000.000,29000.000,34000.000,,18000.000,42000.000,85000.000,,121000.000,102000.000,104000.000,0.000,171000.000,202000.000,233000.000,265000.000
InterestExpense,1286000.000,956000.000,1164000.000,1095000.000,1223000.000,1046000.000,830000.000,917000.000,812000.000,866000.000,918000.000,891000.000,436000.000,828000.000,605000.000,605000.000,1669000.000,2184000.000
InterestPaid,,,1039000.000,,,,382000.000,,,,678000.000,,,,,,,
InventoryWriteDown,,,,,,,,,,,,,,,,,548000.000,
InvestmentIncomeInterest,54000.000,69000.000,83000.000,78000.000,101000.000,7000.000,43000.000,79000.000,67000.000,75000.000,,,,,,,,
LossContingencyAccrualCarryingValuePayments,,,1000000.000,,,,,,,,,,,,,,,
LossContingencyLossInPeriod,,,,,,,,,,,300000.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-7755000.000,,,,-3074000.000,,,,6341000.000,,,,,,-8529000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-7755000.000,,,,-3074000.000,,,,6341000.000,,,,,,-8529000.000,
NetCashProvidedByUsedInInvestingActivities,,,-4107000.000,,,,-4632000.000,,,,-2657000.000,,,,,,-1344000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-4107000.000,,,,-4632000.000,,,,-2657000.000,,,,,,-1344000.000,
NetCashProvidedByUsedInOperatingActivities,,,-2967000.000,,,,5807000.000,,,,17057000.000,,,,,,16195000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-2967000.000,,,,5807000.000,,,,17057000.000,,,,,,16195000.000,
NetIncomeLoss,7497000.000,10947000.000,8585000.000,11136000.000,1869000.000,9209000.000,7908000.000,12668000.000,17720000.000,8825000.000,14632000.000,11926000.000,14675000.000,-8078000.000,3813000.000,4418000.000,4773000.000,8970000.000
NonoperatingIncomeExpense,-1792000.000,-1241000.000,-1219000.000,-1201000.000,-1686000.000,-666000.000,-1399000.000,-1464000.000,-1313000.000,-960000.000,-450000.000,-507000.000,-855000.000,-241000.000,-56000.000,-768000.000,1894000.000,-3158000.000
OperatingIncomeLoss,12550000.000,15940000.000,13700000.000,18479000.000,2656000.000,11696000.000,12900000.000,20256000.000,23936000.000,12081000.000,20907000.000,15834000.000,19866000.000,-3529000.000,5347000.000,3513000.000,7354000.000,11404000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,5680000.000,-12548000.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,7670000.000,,-8644000.000,112000.000,8236000.000,2443000.000,-715000.000,1566000.000,-15123000.000,-6409000.000,-7121000.000,120000.000,,
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,5396000.000,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,5680000.000,-12548000.000,7670000.000,688000.000,-8644000.000,112000.000,8236000.000,7373000.000,-715000.000,1566000.000,-15123000.000,-6409000.000,-7121000.000,120000.000,5396000.000,13185000.000
OtherNonoperatingIncomeExpense,-560000.000,-354000.000,-138000.000,-184000.000,-564000.000,373000.000,-612000.000,-626000.000,-568000.000,-169000.000,468000.000,384000.000,-419000.000,587000.000,549000.000,-163000.000,225000.000,-974000.000
OtherNonrecurringExpense,,,,,,,,,2961000.000,,-1157000.000,,,,,,,
OtherNonrecurringIncome,,,,,,,,,-3151000.000,,,,,,,,,
OtherNonrecurringIncomeExpense,,,,,1377000.000,,1378000.000,2254000.000,-190000.000,5160000.000,-1157000.000,1257000.000,478000.000,8277000.000,4594000.000,2631000.000,-2268000.000,-5520000.000
OtherOperatingIncome,,,,,,,,,,,,,,,,,9096000.000,12049000.000
PaymentsForRestructuring,,,,,,,,,,,,1887000.000,901000.000,5579000.000,-3565000.000,-2177000.000,1658000.000,2866000.000
PaymentsOfDividends,,,666000.000,,,,670000.000,,,,670000.000,,,,,,624000.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,0.000,,,,,,,,,,,,,,,
PaymentsToAcquireInvestments,,,0.000,,,,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,4122000.000,6661000.000,3314000.000,4073000.000,4707000.000,4102000.000,4847000.000,3672000.000,2670000.000,2933000.000,3297000.000,,,,3001000.000,
ProceedsFromIssuanceOfLongTermDebt,,,41123000.000,,,,33598000.000,,,,48029000.000,,,,,,34900000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,15000.000,,,,75000.000,,,,13000.000,,,,,,190000.000,
ProceedsFromStockOptionsExercised,,,73000.000,,,,1368000.000,,,,192000.000,,,,,,295000.000,
ProductWarrantyAccrualCurrencyTranslationIncreaseDecrease,,,42000.000,,,,-62000.000,,,,7000.000,,,,,,,
ProductWarrantyAccrualPayments,,,441000.000,,,,521000.000,,,,412000.000,,,,,,1818000.000,
ProductWarrantyAccrualPeriodIncreaseDecrease,,,,,,,,,,,,,,,,,100000.000,
ProductWarrantyAccrualWarrantiesIssued,,,1297000.000,,,,339000.000,,,,1222000.000,,,,,,1898000.000,
