,2011-09-30
AccountsPayableRelatedPartiesCurrent,187000.000
AccountsPayableTradeCurrent,5183000.000
AccountsReceivableNetCurrent,31000.000
AccountsReceivableRelatedPartiesCurrent,0.000
AdditionalPaidInCapitalCommonStock,283867000.000
AllowanceForDoubtfulAccountsReceivableCurrent,38000.000
Assets,5624000.000
AssetsCurrent,349000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,0.000
CashAndCashEquivalentsAtCarryingValue,20000.000
CommonStockParOrStatedValuePerShare,0.010
CommonStockSharesAuthorized,700000000.000
CommonStockSharesIssued,339733363.000
CommonStockSharesOutstanding,339733363.000
CommonStockValue,3397000.000
DeferredFinanceCostsNoncurrentNet,4639000.000
DeferredRentCreditCurrent,226000.000
DeferredRevenueCurrent,0.000
DepositsAssetsNoncurrent,187000.000
DueToRelatedPartiesNoncurrent,2889000.000
EmployeeRelatedLiabilitiesCurrent,0.000
InventoryNet,149000.000
Liabilities,11297000.000
LiabilitiesAndStockholdersEquity,5624000.000
NotesPayableCurrent,113000.000
OtherAccruedLiabilitiesCurrent,2356000.000
PreferredStockParOrStatedValuePerShare,0.010
PreferredStockSharesAuthorized,13500000.000
PreferredStockSharesIssued,0.000
PreferredStockValue,0.000
PrepaidExpenseAndOtherAssetsCurrent,149000.000
ProductWarrantyAccrualClassifiedCurrent,343000.000
PropertyPlantAndEquipmentNet,449000.000
RetainedEarningsAccumulatedDeficit,-292937000.000
StockholdersEquity,-5673000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-5673000.000
