,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,,,,,,,,,,348869.000,,,,,,,,,,,,,
AccountsPayableTradeCurrent,373043.000,147163.000,101102.000,312958.000,189322.000,280615.000,243435.000,49891.000,64762.000,202464.000,,725288.000,479857.000,478200.000,440702.000,652501.000,518538.000,972693.000,1887171.000,1397867.000,773093.000,1486240.000,1919870.000,2770860.000
AccruedProfessionalFeesCurrent,71000.000,71000.000,71000.000,161000.000,71000.000,102000.000,61283.000,61282.000,61282.000,61282.000,61282.000,61282.000,104042.000,91282.000,91282.000,91282.000,171282.000,227582.000,133282.000,123845.000,192000.000,192000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,413219.000,415179.000,416798.000,418076.000,419751.000,421377.000,422965.000,424515.000,426065.000,427615.000,429331.000,431047.000,432763.000,434479.000,437863.000,441052.000,444241.000,447532.000,451028.000,454524.000,458020.000,460954.000,464140.000,466772.000
AdditionalPaidInCapital,110551690.000,114385423.000,115690334.000,116325763.000,118833006.000,119739223.000,122625654.000,127850033.000,131114284.000,138032870.000,152519701.000,167065112.000,173164422.000,176469175.000,181298890.000,182329294.000,195406097.000,195468719.000,196908112.000,203273872.000,203273872.000,205288577.000,208327822.000,208322249.000
Assets,20467103.000,16668573.000,13349952.000,10445075.000,9465856.000,7010547.000,6204478.000,9272381.000,9373171.000,12780312.000,20008184.000,20791361.000,22098985.000,21647723.000,26184158.000,22771322.000,31242231.000,26604077.000,20439812.000,16018884.000,10828876.000,10685524.000,5611010.000,4510401.000
AssetsCurrent,14483785.000,10854995.000,7705773.000,4954069.000,4144305.000,1858402.000,,4458934.000,4729054.000,8298875.000,,16648916.000,18126036.000,17773680.000,19102934.000,15861067.000,24502945.000,19949618.000,14720094.000,10447888.000,5407898.000,5415298.000,1826300.000,887467.000
AssetsNet,,,,,,,0.000,,,,0.000,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,14390120.000,10812580.000,7705773.000,4900285.000,4071771.000,1842118.000,1221701.000,4318150.000,4636020.000,8253591.000,15696243.000,16648916.000,18126036.000,17773680.000,17391601.000,14170733.000,23117144.000,18883662.000,14178902.000,9760997.000,4891313.000,5178076.000,1165738.000,436952.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,3.000,1.250,1.250,1.250,1.250,,,,,,,
