,2016-12-31,2017-03-31
AccretionExpense,,0.000
AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForRevisionInEstimates,-4000000.000,
AccrualForEnvironmentalLossContingenciesPayments,7000000.000,
AllocatedShareBasedCompensationExpense,8000000.000,8000000.000
AmortizationOfFinancingCosts,95000000.000,
AmortizationOfIntangibleAssets,19000000.000,19000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,900000.000,
AssetRetirementObligationAccretionExpense,6000000.000,5000000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,0.000,9000000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,0.000,7000000.000
AvailableForSaleSecuritiesGrossRealizedGains,,2000000.000
AvailableForSaleSecuritiesIncomeTaxExpenseOnChangeInUnrealizedHoldingGainOrLoss,0.000,2000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-484000000.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,0.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-12000000.000,
CommonStockDividendsPerShareCashPaid,0.390,0.390
CommonStockDividendsPerShareDeclared,0.390,0.390
ComprehensiveIncomeNetOfTax,-147000000.000,155000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,10000000.000,14000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-137000000.000,169000000.000
CostOfRevenue,807000000.000,887000000.000
DecreaseInRestrictedCash,0.000,
DeferredIncomeTaxesAndTaxCredits,-2000000.000,
DefinedBenefitPlanActuarialGainLoss,10000000.000,
DepreciationDepletionAndAmortization,77000000.000,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,-1000000.000,0.000
DividendsCommonStock,24000000.000,
EarningsPerShareBasic,-0.010,1.480
EarningsPerShareDiluted,-0.010,1.470
EffectOfExchangeRateOnCashAndCashEquivalents,-8000000.000,
EffectiveIncomeTaxRateContinuingOperations,-1.500,0.230
EnvironmentalExitCostsReasonablyPossibleAdditionalLossesHighEstimate,380000000.000,
EnvironmentalRemediationExpense,4000000.000,1000000.000
EquityMethodInvestmentDividendsOrDistributions,0.000,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,-4000000.000,
GainLossOnSaleOfBusiness,1000000.000,
GoodwillAcquiredDuringPeriod,4000000.000,
GoodwillTranslationAdjustments,-57000000.000,
GrossProfit,386000000.000,433000000.000
IncomeLossFromContinuingOperations,-1000000.000,89000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,4000000.000,132000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,10000000.000,102000000.000
IncomeLossFromContinuingOperationsPerBasicShare,-0.010,1.430
IncomeLossFromContinuingOperationsPerDilutedShare,-0.010,1.420
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,3000000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.000,0.050
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.000,0.050
IncomeLossFromEquityMethodInvestments,4000000.000,
IncomeLossFromSubsidiariesNetOfTax,0.000,0.000
IncomeTaxExpenseBenefit,-6000000.000,30000000.000
IncomeTaxReconciliationOtherReconcilingItems,-1000000.000,4000000.000
IncreaseDecreaseInInsuranceSettlementsReceivable,0.000,0.000
IncreaseDecreaseInOperatingCapital,156000000.000,
IncreaseDecreaseInRestrictedCashAndInvestments,2000000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,0.000,1000000.000
InterestAndDividendIncomeSecuritiesAvailableForSale,3000000.000,2000000.000
InterestIncomeExpenseNet,-132000000.000,-38000000.000
LegalFees,2000000.000,4000000.000
MarketableSecuritiesRealizedGainLoss,0.000,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,2000000.000,
NetCashProvidedByUsedInContinuingOperations,-464000000.000,
NetCashProvidedByUsedInDiscontinuedOperations,-12000000.000,
NetCashProvidedByUsedInFinancingActivities,-435000000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-435000000.000,
NetCashProvidedByUsedInInvestingActivities,-41000000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-41000000.000,
NetCashProvidedByUsedInOperatingActivities,12000000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,12000000.000,
NetIncomeLoss,-1000000.000,92000000.000
NetIncomeLossAttributableToNoncontrollingInterest,11000000.000,13000000.000
NumberOfReportableSegments,3.000,
OperatingIncomeLoss,137000000.000,170000000.000
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostCreditArisingDuringPeriodBeforeTax,,0.000
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax,,0.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,3000000.000,3000000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditNetOfTax,1000000.000,2000000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditTax,2000000.000,1000000.000
OtherComprehensiveIncomeLossBeforeTax,-153000000.000,62000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,-150000000.000,58000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-146000000.000,60000000.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,-4000000.000,-2000000.000
OtherComprehensiveIncomeLossNetOfTax,-147000000.000,64000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,1000000.000,2000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBenefitPlanImprovementTaxEffect,,0.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,,-2000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,-1000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,,-1000000.000
OtherComprehensiveIncomeLossTax,-6000000.000,-2000000.000
OtherOperatingIncome,13000000.000,6000000.000
OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecurities,0.000,0.000
PaymentsForProceedsFromOtherInvestingActivities,-4000000.000,
PaymentsForRepurchaseOfCommonStock,0.000,
PaymentsOfDebtExtinguishmentCosts,5000000.000,
PaymentsOfDebtIssuanceCosts,4000000.000,
PaymentsOfDividendsCommonStock,24000000.000,
PaymentsOfDividendsMinorityInterest,2000000.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,0.000,
PaymentsToAcquirePropertyPlantAndEquipment,43000000.000,
PensionContributions,3000000.000,
ProceedsFromHedgeInvestingActivities,4000000.000,
ProceedsFromPaymentsForOtherFinancingActivities,-8000000.000,
ProceedsFromRepaymentsOfShortTermDebt,-78000000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,0.000,
ProfitLoss,10000000.000,105000000.000
RepaymentsOfLongTermDebt,318000000.000,
ResearchAndDevelopmentExpense,23000000.000,24000000.000
Revenues,1206000000.000,1326000000.000
SaleOfStockPercentageOfOwnershipAfterTransaction,0.830,
SalesRevenueNet,1193000000.000,1320000000.000
