,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31
AccountsPayableAndAccruedLiabilitiesCurrent,68571.000,92627.000,114888.000,,,,,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,139402.000,178029.000,126666.000,220931.000,233859.000,261821.000,258253.000,288346.000,218727.000,116155.000,143304.000,172041.000,213580.000
AccountsPayableRelatedPartiesCurrent,,,,,,72000.000,,,,,,,,,,
AdditionalPaidInCapital,761700.000,765600.000,779499.000,782193.000,786093.000,789993.000,794060.000,798148.000,802292.000,806311.000,810306.000,1087328.000,1353830.000,1358326.000,119661556.000,119742637.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000
Assets,674.000,682.000,1057.000,434.000,245.000,124.000,125.000,125.000,124.000,24282.000,5079.000,177181.000,13540.000,27.000,2864.000,4045.000
Cash,674.000,682.000,1057.000,434.000,245.000,124.000,125.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,674.000,682.000,1057.000,434.000,,,,125.000,124.000,24282.000,5079.000,177181.000,13540.000,27.000,2864.000,4045.000
CashEquivalentsAtCarryingValue,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000
CommitmentsAndContingencies,0.000,0.000,0.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,0.000,,,,,,,,,,,,,,,
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,6012516.000,6012516.000,6025850.000,18077550.000,18077550.000,18077550.000,18077550.000,18077550.000,18077550.000,18077550.000,18077550.000,18406528.000,18506528.000,18506528.000,44859253.000,44956953.000
CommonStockSharesOutstanding,6012516.000,6012516.000,6025850.000,18077550.000,18077550.000,18077550.000,18077550.000,18077550.000,18077550.000,18077550.000,18077550.000,18406528.000,18506528.000,18506528.000,44859253.000,44956953.000
CommonStockValue,601.000,601.000,602.000,1808.000,1808.000,1808.000,1808.000,1808.000,1808.000,1808.000,1808.000,1841.000,1851.000,1851.000,4486.000,4496.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,-351047.000,,,,-394147.000,,,,460931.000,,,,
DeferredTaxAssetsValuationAllowance,,,,-351047.000,,,,-394147.000,,,,460931.000,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,840311.000,878146.000,914560.000,943906.000,986936.000,1017947.000,1044601.000,1071663.000,1105603.000,1172933.000,1228619.000,,,,,
InterestAndDividendsPayableCurrent,113.000,,,,,,,,,,,,,,,
InterestPayableCurrent,,,,937.000,1251.000,1570.000,1893.000,2222.000,2555.000,4809.000,7204.000,4313.000,5184.000,7822.000,9938.000,11767.000
InterestPayableCurrentAndNoncurrent,,,628.000,,,,,,,,,,,,,
InterestReceivable,,,,,,,,2222.000,2555.000,2831.000,3237.000,3585.000,3939.000,4298.000,,
