,2012-02-29,2012-05-31,2012-08-31
AccountsPayableAndAccruedLiabilitiesCurrent,166703.000,189484.000,224610.000
AccountsPayableRelatedPartiesCurrent,52250.000,72250.000,125250.000
AccruedLiabilitiesCurrent,,60497.000,3797.000
AdditionalPaidInCapital,211544.000,-496186.000,2027393.000
Assets,23224.000,47126.000,37500.000
AssetsCurrent,1224.000,25126.000,37500.000
BankOverdrafts,0.000,,
Cash,1224.000,126.000,
CashAndCashEquivalentsAtCarryingValue,1224.000,126.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,1630000.000,14130000.000,35706097.000
CommonStockSharesOutstanding,,14130000.000,35706097.000
CommonStockValue,1630.000,14130.000,35706.000
ConvertibleDebtCurrent,47938.000,13334.000,1096026.000
DepositsAssetsCurrent,,25000.000,25000.000
DerivativeInstrumentsAndHedgesLiabilities,,,1559517.000
DerivativeLiabilitiesCurrent,,59962.000,1559517.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,759122.000,819898.000,5398184.000
Liabilities,569172.000,1349080.000,
LiabilitiesAndStockholdersEquity,23224.000,47126.000,37500.000
LiabilitiesCurrent,,,3372585.000
MineralPropertiesNet,22000.000,22000.000,
NotesPayableRelatedPartiesClassifiedCurrent,23244.000,27024.000,23544.000
OperatingLossCarryforwards,,,347960.000
OperatingLossCarryforwardsValuationAllowance,,,-347960.000
OtherAccruedLiabilitiesCurrent,,1488.000,3797.000
OtherNotesPayableCurrent,279037.000,925041.000,161589.000
PostconfirmationPreferredStock,,,239434.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000
PreferredStockSharesIssued,,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000
PreferredStockValue,,0.000,
PrepaidExpenseCurrent,0.000,,12500.000
StockholdersEquity,-545948.000,-1301954.000,-3335085.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-545948.000,-1301954.000,
