,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30
AllocatedShareBasedCompensationExpense,,,,6400000.000,
AmortizationOfDebtDiscountPremium,,,80000.000,,
AmortizationOfLeaseIncentives,,,-23000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,4835962.000,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,165991000.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-21927000.000,-32618000.000,-35322000.000
ContributionOfProperty,,,352000.000,,
CostsAndExpenses,14530000.000,16622000.000,21721000.000,32453000.000,35246000.000
DefinedBenefitPlanContributionsByEmployer,43000.000,55000.000,74000.000,84000.000,100000.000
DepreciationAndAmortization,,,495000.000,,
EarningsPerShareBasicAndDiluted,-4.720,-0.810,-1.050,-1.300,-1.410
GeneralAndAdministrativeExpense,4554000.000,5699000.000,6404000.000,,
IncreaseDecreaseInAccountsPayable,,,2527000.000,,
IncreaseDecreaseInAccruedLiabilities,,,262000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-161000.000,,
InterestAndOtherIncome,,31000.000,50000.000,125000.000,169000.000
InterestExpense,5000.000,272000.000,275000.000,275000.000,272000.000
InterestPaid,,,195000.000,,
InvestmentIncomeAmortizationOfPremium,,,162000.000,,
InvestmentIncomeInterest,10000.000,,,,
NetCashProvidedByUsedInFinancingActivities,,,174398000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,174398000.000,,
NetCashProvidedByUsedInInvestingActivities,,,7701000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,7701000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-16108000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-16108000.000,,
NetIncomeLoss,-16428000.000,-16863000.000,-21946000.000,-32603000.000,-35349000.000
OperatingIncomeLoss,-14530000.000,-16622000.000,-21721000.000,-32453000.000,-35246000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,19000.000,-15000.000,27000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,869000.000,,
PaymentsToAcquireShortTermInvestments,,,1301000.000,,
PreferredStockAccretionOfRedemptionDiscount,129000.000,,,,
ProceedsFromIssuanceOfCommonStock,,,174469000.000,,
ProceedsFromLongTermCapitalLeaseObligations,,,-76000.000,,
ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments,,,9871000.000,,
ProceedsFromStockOptionsExercised,,,5000.000,,
ProfitLoss,-16299000.000,-16863000.000,-21946000.000,-32603000.000,-35349000.000
ResearchAndDevelopmentExpense,9976000.000,10923000.000,15317000.000,17291000.000,18403000.000
SellingGeneralAndAdministrativeExpense,,,,15162000.000,16843000.000
ShareBasedCompensation,,,2420000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,0.000,0.000,20116.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,642593.000,464891.000,118024.000,628216.000,478150.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,12.550,22.150,32.250,34.370,36.950
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,2.130,4.410,,4.320
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,0.000,,27.090
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,15.140,28.810,45.860,,56.100
StockIssuedDuringPeriodSharesStockOptionsExercised,,528.000,14626.000,157376.000,152493.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,3482340.000,20818794.000,20990235.000,25014490.000,25153761.000
