,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2013-09-30
AccountsPayableCurrent,1195190.000,1203470.000,1179753.000,1196146.000,1537313.000
AccountsReceivableNet,98309.000,150284.000,128886.000,195322.000,
AccruedLiabilitiesCurrent,1714666.000,1854090.000,2001427.000,2136712.000,1828834.000
AccruedPayrollTaxesCurrent,,,,,320622.000
AccruedProfessionalFeesCurrent,,,,,100000.000
AdditionalPaidInCapital,8535172.000,8984505.000,9064265.000,9161849.000,14287582.000
AllowanceForDoubtfulAccountsReceivable,,,,,7001.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,77968.000,
Assets,162927.000,171519.000,158265.000,348708.000,11183.000
AssetsCurrent,162927.000,171519.000,158265.000,348708.000,11183.000
Cash,662.000,857.000,5852.000,101819.000,1431.000
CashAndCashEquivalentsAtCarryingValue,662.000,857.000,5852.000,101819.000,1431.000
CommonStockOtherSharesOutstanding,,,,,8442099.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,8459990.000,11032593.000,11032593.000,11032593.000,18473554.000
CommonStockSharesOutstanding,8459990.000,11032593.000,11032593.000,11032593.000,18473554.000
CommonStockSharesSubscribedButUnissued,,,,,36300000.000
CommonStockValue,846.000,1103.000,1103.000,1103.000,1848.000
ConvertibleNotesPayable,,,,,1305610.000
DerivativeLiabilities,,,,,1393054.000
DerivativeLiabilitiesCurrent,299357.000,229418.000,155813.000,789058.000,1393054.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,1650119.000
FinancingReceivableRecordedInvestmentCurrent,,,,,118561.000
InventoryNet,44043.000,,,19073.000,
LiabilitiesAndStockholdersEquity,162927.000,171519.000,158265.000,348708.000,11183.000
LiabilitiesCurrent,4061684.000,4241381.000,4547629.000,5571320.000,9850019.000
NotesAndLoansPayableCurrent,,,,,2995390.000
NotesPayable,,,,,4838000.000
NotesPayableRelatedPartiesClassifiedCurrent,781727.000,845868.000,1128549.000,1398475.000,4972257.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,671257.000
OtherShortTermBorrowings,70744.000,108535.000,82087.000,50929.000,118561.000
PreferredStockParOrStatedValuePerShare,,,,,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,,,0.000
PreferredStockSharesOutstanding,,,,,0.000
PreferredStockValue,,,,,0.000
PrepaidExpenseAndOtherAssetsCurrent,19913.000,20378.000,23527.000,32494.000,9752.000
RetainedEarningsAccumulatedDeficit,-12434775.000,-13055470.000,-13454732.000,-14385564.000,-22478147.000
StockholdersEquity,-3898757.000,-4069862.000,-4389364.000,-5222612.000,-9838836.000
