,2014-12-31,2015-12-31,2016-12-31
AllocatedShareBasedCompensationExpense,4664000.000,7794000.000,12938000.000
AmortizationOfFinancingCosts,187000.000,,
AssetImpairmentCharges,0.000,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,66960000.000,-27352000.000,-926000.000
ComprehensiveIncomeNetOfTax,-19724000.000,-21288000.000,-17858000.000
ConversionOfStockAmountConverted1,43775000.000,,
CostOfRevenue,9911000.000,12019000.000,15843000.000
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,0.083,0.083,0.083
Depreciation,1285000.000,1615000.000,2180000.000
EarningsPerShareBasicAndDiluted,-0.910,-0.840,-0.670
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,0.340
FairValueAssumptionsExpectedDividendRate,0.000,0.000,0.000
FairValueAssumptionsExpectedVolatilityRate,,0.650,0.621
FairValueAssumptionsRiskFreeInterestRate,,,0.014
FederalIncomeTaxExpenseBenefitContinuingOperations,0.000,,92000.000
ForeignCurrencyTransactionLossBeforeTax,1591000.000,1711000.000,1224000.000
ForeignIncomeTaxExpenseBenefitContinuingOperations,360000.000,601000.000,930000.000
GainLossOnDispositionOfAssets,10000.000,4000.000,2000.000
GeneralAndAdministrativeExpense,11872000.000,16106000.000,19822000.000
GrossProfit,91437000.000,115191000.000,148613000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-15606000.000,-20098000.000,-16898000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-19022000.000,-20597000.000,-16579000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-3416000.000,-499000.000,319000.000
IncomeTaxExpenseBenefit,376000.000,686000.000,1131000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,49000.000,-82000.000,-360000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,993000.000,333000.000,68000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-6468000.000,-7003000.000,-5637000.000
IncomeTaxReconciliationNondeductibleExpense,1296000.000,1061000.000,4298000.000
IncomeTaxReconciliationOtherReconcilingItems,11000.000,-24000.000,270000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,-409000.000,-477000.000,-536000.000
IncomeTaxReconciliationTaxCreditsResearch,,,1182000.000
IncomeTaxesPaid,304000.000,354000.000,246000.000
IncreaseDecreaseInAccountsPayable,540000.000,-91000.000,-1324000.000
IncreaseDecreaseInAccountsReceivable,9601000.000,9567000.000,6425000.000
IncreaseDecreaseInAccruedLiabilities,5541000.000,6270000.000,5302000.000
IncreaseDecreaseInDeferredRevenue,8517000.000,11554000.000,13269000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,798000.000,108000.000,11000.000
IncreaseDecreaseInPostemploymentObligations,348000.000,79000.000,136000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-19000.000,-796000.000,1028000.000
IncreaseDecreaseInRestrictedCash,-230000.000,156000.000,21000.000
InterestIncomeDepositsWithFinancialInstitutions,188000.000,330000.000,520000.000
LeaseAndRentalExpense,2986000.000,4296000.000,3258000.000
LicensesRevenue,58420000.000,71273000.000,92873000.000
MaintenanceRevenue,42928000.000,55937000.000,71583000.000
NetCashProvidedByUsedInFinancingActivities,106892000.000,2055000.000,4072000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,106892000.000,2055000.000,4072000.000
NetCashProvidedByUsedInInvestingActivities,-32822000.000,-26678000.000,-12345000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-32822000.000,-26678000.000,-12345000.000
NetCashProvidedByUsedInOperatingActivities,-7110000.000,-2729000.000,7347000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-7110000.000,-2729000.000,7347000.000
NetIncomeLoss,-19398000.000,-21283000.000,-17710000.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,1355000.000,583000.000
NonoperatingIncomeExpense,-1714000.000,-1523000.000,-885000.000
NumberOfReportableSegments,,1.000,1.000
OperatingExpenses,108745000.000,134265000.000,164307000.000
OperatingIncomeLoss,-17308000.000,-19074000.000,-15694000.000
OtherComprehensiveIncomeLossNetOfTax,-326000.000,-5000.000,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,-148000.000
OtherNonoperatingExpense,1902000.000,1853000.000,1405000.000
OtherNonoperatingIncome,188000.000,330000.000,520000.000
PaymentsOfStockIssuanceCosts,1937000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,2333000.000,4536000.000,3825000.000
ProceedsFromIssuanceInitialPublicOffering,108447000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,4000.000,2000.000
ProceedsFromStockOptionsExercised,382000.000,2055000.000,4072000.000
ResearchAndDevelopmentExpense,28086000.000,31792000.000,36660000.000
Revenues,101348000.000,127210000.000,164456000.000
SalesRevenueNet,101348000.000,127210000.000,164456000.000
SellingAndMarketingExpense,68787000.000,86367000.000,107825000.000
SeveranceCosts1,,3085.000,3775000.000
ShareBasedCompensation,4664000.000,7794000.000,12938000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,4800000.000,27885000.000,9418000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,51390.000,154900.000,83677.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,1111940.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,191200.000,135000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,14.087,28.637,16.870
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,1.663,1.521,5.901
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,19.449,25.265,27.126
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,25.077,28.253,16.870
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,16000.000,85000.000,109000.000
StockIssuedDuringPeriodSharesStockOptionsExercised,213174.000,1334351.000,445535.000
StockIssuedDuringPeriodValueConversionOfUnits,43775000.000,,
StockIssuedDuringPeriodValueNewIssues,106071000.000,,4072000.000
StockIssuedDuringPeriodValueStockOptionsExercised,382000.000,2055000.000,
UnrealizedGainLossOnDerivatives,-326000.000,-5000.000,-148000.000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,-14000.000,217000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,40000.000,32000.000,33000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,304000.000,474000.000,992000.000
UnrecognizedTaxBenefitsPeriodIncreaseDecrease,308000.000,320000.000,1209000.000
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,,140000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,21242313.000,25198546.000,26406312.000
