,2014-05-31,2015-05-31,2016-05-31
AdjustmentsToAdditionalPaidInCapitalOther,,3000.000,
AdvertisingExpense,,3400.000,5000.000
AmortizationOfFinancingCosts,,,4765.000
CapitalLeaseObligationsIncurred,6000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,5936.000,22965.000,-16860.000
CostOfGoodsAndServicesSold,128885.000,240017.000,215997.000
DebtConversionOriginalDebtInterestRateOfDebt,,,0.120
DebtInstrumentIncreaseAccruedInterest,146.000,,
DebtInstrumentInterestRateDuringPeriod,0.050,,
EarningsPerShareBasicAndDiluted,-0.020,-0.020,-0.030
EffectiveIncomeTaxRateContinuingOperations,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.250,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.400,-0.400
EffectiveIncomeTaxRateReconciliationOtherAdjustments,-0.250,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.060,0.060
GrossProfit,-27104.000,-25515.000,-22263.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-175476.000,-212593.000,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,161000.000
IncreaseDecreaseDueFromOfficersAndStockholders,-6000.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,62170.000,-57475.000,25150.000
IncreaseDecreaseInAccountsReceivable,-53447.000,52241.000,-486.000
IncreaseDecreaseInInventories,-17121.000,-1758.000,5992.000
IncreaseDecreaseInNotesPayableCurrent,,6000.000,75000.000
IncreaseDecreaseInNotesPayableRelatedParties,10000.000,,
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,,,-10000.000
IncreaseDecreaseInPrepaidExpense,,-15000.000,260.000
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,24000.000,101000.000
InterestExpense,155.000,2820.000,35438.000
InterestExpenseDebt,,438.000,
InterestPaid,,1500.000,8483.000
LeaseAndRentalExpense,,,9697.000
LiabilitiesAssumed1,,3000.000,
MarketingAndAdvertisingExpense,400.000,3417.000,5021.000
NetCashProvidedByUsedInFinancingActivities,78560.000,128000.000,133761.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,78560.000,128000.000,133761.000
NetCashProvidedByUsedInOperatingActivities,-72624.000,-105035.000,-150621.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-72624.000,-105035.000,-150621.000
NetIncomeLoss,-175476.000,-212593.000,-400207.000
OfficersCompensation,,,130200.000
OperatingCostsAndExpenses,148217.000,,
OperatingExpenses,,184258.000,342506.000
OperatingIncomeLoss,-175321.000,-209773.000,-364769.000
OperatingLeasesRentExpenseMinimumRentals,500.000,750.000,750.000
OperatingLeasesRentExpenseNet,6000.000,2250.000,9697.000
OtherCostAndExpenseOperating,8964.000,26456.000,9477.000
PaymentsOfDebtIssuanceCosts,,,12500.000
PaymentsToAcquireBusinessesGross,,,450000.000
ProceedsFromContributionsFromParent,,3000.000,
ProceedsFromIssuanceOfCommonStock,70060.000,112000.000,68001.000
ProceedsFromNotesPayable,,,18500.000
ProceedsFromRelatedPartyDebt,-7500.000,,10000.000
ProfessionalFees,137324.000,152900.000,184081.000
RecognitionOfDeferredRevenue,,,20880.000
RelatedPartyTransactionPurchasesFromRelatedParty,,214000.000,204000.000
RepaymentsOfNotesPayable,,,27740.000
Revenues,101781.000,,
SalesRevenueGoodsGross,101781.000,214502.000,193734.000
SalesRevenueNet,101781.000,,
ShareBasedCompensation,,129550.000,193025.000
ShippingHandlingAndTransportationCosts,,15000.000,
StockIssued1,,,10817.000
StockIssuedDuringPeriodSharesOther,,448000.000,
StockIssuedDuringPeriodValueAcquisitions,,,10000.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,,,10817.000
StockIssuedDuringPeriodValueIssuedForServices,111250.000,129550.000,188025.000
StockIssuedDuringPeriodValueNewIssues,60800.000,112000.000,68001.000
TravelAndEntertainmentExpense,1529.000,1485.000,4029.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,10187879.000,11704033.000,12723476.000
