,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,14000000.000,11000000.000,10000000.000,7000000.000,32000000.000
AdvertisingExpense,142000000.000,154000000.000,178000000.000,179000000.000,201000000.000,220000000.000
AircraftMaintenanceMaterialsAndRepairs,1744000000.000,1760000000.000,1821000000.000,1779000000.000,1651000000.000,1749000000.000
AircraftRental,1009000000.000,993000000.000,936000000.000,883000000.000,754000000.000,680000000.000
AirlineCapacityPurchaseArrangements,2403000000.000,2470000000.000,2419000000.000,2344000000.000,2290000000.000,2197000000.000
AllocatedShareBasedCompensationExpense,,57000000.000,100000000.000,114000000.000,58000000.000,70000000.000
AmortizationOfFinancingCosts,,,73000000.000,,,
AmortizationOfFinancingCostsAndDiscounts,-186000000.000,,,,,
AmortizationOfIntangibleAssets,,121000000.000,142000000.000,128000000.000,105000000.000,90000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,21000000.000,66000000.000,7000000.000,4000000.000,,
AssetImpairmentCharges,,,33000000.000,49000000.000,79000000.000,412000000.000
BusinessCombinationIntegrationRelatedCosts,517000000.000,739000000.000,205000000.000,96000000.000,60000000.000,
CapitalizedComputerSoftwareImpairments,,,,,10000000.000,
CargoAndFreightRevenue,1167000000.000,1018000000.000,882000000.000,938000000.000,937000000.000,876000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1823000000.000,-1476000000.000,-1550000000.000,-1218000000.000,1004000000.000,
ComprehensiveIncomeNetOfTax,36000000.000,-1352000000.000,2225000000.000,-555000000.000,7588000000.000,2265000000.000
CostsAndExpenses,35288000000.000,37113000000.000,37030000000.000,36528000000.000,32698000000.000,32218000000.000
CurrentIncomeTaxExpenseBenefit,11000000.000,-14000000.000,-18000000.000,-17000000.000,56000000.000,-92000000.000
DebtConversionOriginalDebtAmount1,,,,,202000000.000,
DeferredIncomeTaxExpenseBenefit,-6000000.000,13000000.000,-14000000.000,13000000.000,-3177000000.000,1648000000.000
DefinedBenefitPlanActualReturnOnPlanAssetsSoldDuringPeriod,,,15000000.000,7000000.000,,
DefinedBenefitPlanActualReturnOnPlanAssetsStillHeld,,,-7000000.000,6000000.000,,
DefinedBenefitPlanAmortizationOfNetGainsLosses,-440000000.000,,,,,
DefinedBenefitPlanContributionsByEmployer,325000000.000,366000000.000,,,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation,308000000.000,,,,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,,336000000.000,203000000.000,247000000.000,227000000.000,181000000.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,,,10000000.000,10000000.000,12000000.000,11000000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,21000000.000,23000000.000,,,,
DefinedBenefitPlanPurchasesSalesAndSettlements,,,15000000.000,6000000.000,,
Depreciation,133000000.000,,,,,
DepreciationAndAmortization,1547000000.000,1522000000.000,1689000000.000,1679000000.000,1819000000.000,1977000000.000
DerivativeInstrumentsGainReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortion,503000000.000,,,,,
DerivativeInstrumentsGainRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTesting,-59000000.000,,,,,
DerivativeInstrumentsGainRecognizedInOtherComprehensiveIncomeEffectivePortion,163000000.000,,,,,
DilutiveSecurities,,,26000000.000,11000000.000,,
EarningsPerShareBasic,2.540,-2.180,1.640,3.050,19.520,6.860
EarningsPerShareDiluted,2.260,-2.180,1.530,2.930,19.470,6.850
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.350,0.350,
ExtinguishmentOfDebtAmount,,212000000.000,,,,
FairValueOfAssetsAcquired,130000000.000,,,,,
FiniteLivedIntangibleAssetsAmortizationExpense,169000000.000,,,,,
ForeignCurrencyTransactionLossBeforeTax,,,,,61000000.000,8000000.000
FuelCosts,12375000000.000,13138000000.000,12345000000.000,11675000000.000,7522000000.000,5813000000.000
FutureAmortizationExpenseYearFive,91000000.000,,,,,
FutureAmortizationExpenseYearFour,106000000.000,,,,,
FutureAmortizationExpenseYearOne,122000000.000,,,,,
FutureAmortizationExpenseYearThree,129000000.000,,,,,
FutureAmortizationExpenseYearTwo,142000000.000,,,,,
GainLossOnContractTermination,,,5000000.000,,16000000.000,
GainLossOnDispositionOfAssets,,,3000000.000,,,
GainLossOnSaleOfInvestments,,,,,,9000000.000
GainLossOnSaleOfOtherAssets,,,-32000000.000,-33000000.000,-62000000.000,-51000000.000
GainsLossesOnExtinguishmentOfDebt,,309000000.000,,-74000000.000,-202000000.000,1000000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,4000000.000,30000000.000,1000000.000,,,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,30000000.000,,16000000.000,33000000.000,
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,32000000.000,33000000.000,10000000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,1128000000.000,4219000000.000,3819000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,845000000.000,-724000000.000,539000000.000,,,
IncomeTaxExpenseBenefit,5000000.000,-1000000.000,-32000000.000,-4000000.000,-3121000000.000,1556000000.000
IncomeTaxExpenseBenefitContinuingOperations,5000000.000,,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,234000000.000,-219000000.000,-441000000.000,-4684000000.000,20000000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,,,-33000000.000,,,-12000000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,7000000.000,3000000.000,2000000.000,4000000.000,3000000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,298000000.000,-253000000.000,189000000.000,395000000.000,1477000000.000,1337000000.000
IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment,12000000.000,12000000.000,15000000.000,15000000.000,15000000.000,16000000.000
IncomeTaxReconciliationNondeductibleExpenseOther,3000000.000,-10000000.000,5000000.000,9000000.000,7000000.000,-26000000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,5000000.000,3000000.000,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,-19000000.000,-15000000.000,5000000.000,16000000.000,60000000.000,38000000.000
IncomeTaxesPaidNet,10000000.000,2000000.000,-20000000.000,-16000000.000,15000000.000,14000000.000
IncreaseDecreaseInAccountsPayable,177000000.000,285000000.000,-265000000.000,-251000000.000,-77000000.000,239000000.000
IncreaseDecreaseInAirTrafficLiability1,115000000.000,246000000.000,45000000.000,296000000.000,52000000.000,-22000000.000
IncreaseDecreaseInDeferredAirTrafficRevenue,2407000000.000,2036000000.000,2174000000.000,2178000000.000,2173000000.000,2050000000.000
IncreaseDecreaseInDerivativeLiabilities,,,,,,-20000000.000
IncreaseDecreaseInOtherDeposits,15000000.000,,,,,
IncreaseDecreaseInOtherOperatingAssets,181000000.000,484000000.000,-164000000.000,34000000.000,160000000.000,298000000.000
IncreaseDecreaseInOtherOperatingLiabilities,220000000.000,415000000.000,-201000000.000,-238000000.000,-198000000.000,-114000000.000
IncreaseDecreaseInReceivables,87000000.000,21000000.000,142000000.000,-209000000.000,15000000.000,16000000.000
IncreaseDecreaseInRestrictedCash,185000000.000,-122000000.000,-52000000.000,-75000000.000,-114000000.000,
IncreaseDecreaseInRestrictedCashAndInvestments,185000000.000,,,,,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,42000000.000,18000000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,1000000.000,400000.000
InterestCostsCapitalized,-32000000.000,,,,,
InterestCostsCapitalizedAdjustment,,37000000.000,49000000.000,52000000.000,49000000.000,72000000.000
InterestExpense,949000000.000,835000000.000,783000000.000,735000000.000,669000000.000,614000000.000
InterestPaidNet,855000000.000,766000000.000,752000000.000,748000000.000,660000000.000,584000000.000
InvestmentIncomeInterest,20000000.000,23000000.000,21000000.000,22000000.000,25000000.000,42000000.000
LaborAndRelatedExpense,7652000000.000,7945000000.000,8625000000.000,8935000000.000,9713000000.000,10275000000.000
LandingFeesAndOtherRentals,1928000000.000,1929000000.000,2090000000.000,2274000000.000,2203000000.000,2165000000.000
LegalFees,,,29000000.000,,32000000.000,
NetCashProvidedByUsedInFinancingActivities,-2432000000.000,-454000000.000,-972000000.000,-1596000000.000,-2495000000.000,-3213000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-2432000000.000,-454000000.000,-972000000.000,-1596000000.000,-2495000000.000,-3213000000.000
NetCashProvidedByUsedInInvestingActivities,-1799000000.000,-1957000000.000,-2022000000.000,-2256000000.000,-2493000000.000,-3238000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1799000000.000,-1957000000.000,-2022000000.000,-2256000000.000,-2493000000.000,-3238000000.000
NetCashProvidedByUsedInOperatingActivities,2408000000.000,935000000.000,1444000000.000,2634000000.000,5992000000.000,5542000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,2408000000.000,935000000.000,1444000000.000,2634000000.000,5992000000.000,5542000000.000
NetIncomeLoss,840000000.000,-723000000.000,571000000.000,1132000000.000,7340000000.000,2263000000.000
NetIncomeLossAvailableToCommonStockholdersBasic,837000000.000,-723000000.000,569000000.000,1132000000.000,7340000000.000,2263000000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,864000000.000,-723000000.000,595000000.000,1143000000.000,7340000000.000,2263000000.000
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnBasicEarningsPerShare,1.030,1.820,-0.260,,,
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnDilutedEarningsPerShare,0.890,1.570,-0.230,,,
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnNetRevenue,340000000.000,600000000.000,,,,
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnOperatingResults,90000000.000,,,,,
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,544000000.000,229000000.000,1114000000.000,866000000.000,386000000.000
NonoperatingIncomeExpense,-977000000.000,-763000000.000,-710000000.000,-1245000000.000,-947000000.000,-519000000.000
NotesIssued1,88000000.000,,,,,
OperatingIncomeLoss,1822000000.000,39000000.000,1249000000.000,2373000000.000,5166000000.000,4338000000.000
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax,,,331000000.000,3000000.000,0.000,30000000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,-464000000.000,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,,-747000000.000,1300000000.000,-1100000000.000,78000000.000,560000000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,-340000000.000,,,,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,1630000000.000,-1705000000.000,-159000000.000,
OtherComprehensiveIncomeLossBeforeTax,,-629000000.000,,,,
