,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayable,94612.000,95368.000,97820.000,98776.000,103596.000,105222.000,107730.000,105742.000,,,,,,,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,,113042.000,110262.000,115215.000,117141.000,120141.000,123187.000,127328.000,115245.000,126573.000,123465.000,125893.000,123879.000,130947.000,131707.000,133015.000,127085.000
Assets,278.000,405.000,0.000,0.000,291.000,182.000,0.000,0.000,108.000,109.000,84.000,0.000,113.000,187.000,51.000,0.000,4939.000,0.000,286.000,0.000,51.000,79.000,0.000,0.000
AssetsCurrent,278.000,405.000,0.000,0.000,291.000,182.000,0.000,0.000,108.000,109.000,84.000,0.000,113.000,187.000,51.000,0.000,4939.000,0.000,286.000,0.000,51.000,79.000,0.000,0.000
BankOverdrafts,,,56.000,4674.000,0.000,0.000,11.000,682.000,0.000,0.000,0.000,5220.000,0.000,,,6821.000,,3105.000,,2124.000,,,55.000,6047.000
Cash,,,,,,,0.000,,,,,,,,,,,0.000,286.000,0.000,51.000,79.000,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,278.000,405.000,0.000,0.000,291.000,182.000,0.000,0.000,108.000,109.000,84.000,0.000,113.000,187.000,51.000,0.000,4939.000,-3105.000,286.000,,51.000,79.000,0.000,0.000
CommonStockNoParValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,,,1719093.000,,,,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000
CommonStockSharesOutstanding,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000,1719093.000
CommonStockValue,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000,11781.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,88736.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,72821.000,86016.000,,,95362.000,98447.000,101309.000,97234.000,99597.000,,116036.000,119086.000,127534.000,132282.000,136281.000,139094.000,,148811.000,,155364.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,190346.000,195724.000,203357.000,210538.000,217124.000,225524.000,232497.000,236618.000,249487.000,257398.000,264737.000,274385.000,280442.000,290649.000,,,,,,,,,,
Liabilities,178843.000,184348.000,191576.000,198757.000,205634.000,213925.000,220716.000,224837.000,237814.000,245726.000,253040.000,262604.000,268774.000,279055.000,290772.000,298537.000,325138.000,332379.000,342913.000,349841.000,364215.000,374833.000,383865.000,393180.000
LiabilitiesAndStockholdersEquity,278.000,405.000,0.000,0.000,291.000,182.000,0.000,0.000,108.000,109.000,84.000,0.000,113.000,187.000,51.000,0.000,4939.000,0.000,286.000,0.000,51.000,79.000,0.000,0.000
LiabilitiesCurrent,178843.000,184348.000,191576.000,198757.000,205634.000,213925.000,220716.000,224837.000,237814.000,245726.000,253040.000,262604.000,268774.000,279055.000,290772.000,298537.000,325138.000,332379.000,342913.000,349841.000,364215.000,374833.000,383865.000,393180.000
NotesPayableRelatedPartiesCurrent,84231.000,88980.000,93700.000,95307.000,102038.000,108703.000,112975.000,118413.000,,,,,,,,,,,,,,,,
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,124772.000,135464.000,137825.000,140243.000,148633.000,155868.000,163444.000,176471.000,198565.000,205809.000,217020.000,223838.000,233268.000,243126.000,250795.000,260048.000
PreferredStockNoParValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,,,0.000,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
