,2011-06-30,2012-03-31
AccumulatedAmortizationDeferredFinanceCosts,-39798.200,-40029800.000
AdditionalPaidInCapital,38242.800,38242800.000
Assets,120.800,102400.000
AssetsCurrent,120.200,102400.000
CashAndCashEquivalentsAtCarryingValue,1.000,
CommonStockParOrStatedValuePerShare,0.010,0.010
CommonStockSharesAuthorized,75000000.000,75000000.000
CommonStockSharesIssued,53864165.000,53864165.000
CommonStockSharesOutstanding,53864165.000,53864165.000
CommonStockValue,538.600,538600.000
ConvertiblePreferredStockParStatedValuePerShare,1.000,1.000
ConvertiblePreferredStockSharesIssued,2200.000,2200.000
ConvertiblePreferredStockSharesOutstanding,2200.000,2200.000
InterestPayable,937.000,1093200.000
LiabilitiesAndStockholdersEquity,120.800,102400.000
LiabilitiesCurrent,2348.700,2579200.000
MarketableSecuritiesEquitySecurities,120.200,102400.000
NotesPayableRelatedPartiesCurrent,808.000,808100.000
OtherAccruedLiabilitiesCurrent,603.600,677900.000
OtherCashEquivalentsAtCarryingValue,0.600,
PreferredStockAdditionalSeriesParOrStatedValuePerShare,100.000,2.200
PreferredStockAdditionalSeriesSharesIssued,4000.000,4000.000
PreferredStockAdditionalSeriesSharesOutstanding,4000.000,4000.000
PreferredStockAdditionalSeriesValue,400.000,400000.000
PreferredStockSharesAuthorized,2000000.000,2000000.000
PreferredStockSharesIssued,9900.000,9900.000
PreferredStockValue,990.000,990000.000
PreferredStockValueOutstanding,9900.000,9900000.000
StockholdersEquity,-2228.000,-2476800.000
