,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,1251875.000,2272137.000,1855530.000,1759466.000,1969699.000,2444555.000,2710776.000,2811109.000,2077240.000
AccountsReceivableGrossCurrent,4614475.000,5385033.000,2372832.000,4232715.000,3795779.000,2562159.000,,,
AccountsReceivableNetCurrent,,,,,,2729778.000,3115347.000,4511451.000,3122104.000
AccruedLiabilitiesCurrent,694801.000,741049.000,1533878.000,1142965.000,1202267.000,2335342.000,1122692.000,1133773.000,1108939.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,8140960.000,8889377.000,9528106.000,10575941.000,11477125.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,5553581.000,6187280.000,6492658.000,6932079.000,6970075.000,7071841.000,7567845.000,9024516.000,9652056.000
AdditionalPaidInCapital,24283222.000,24283222.000,24283222.000,24283222.000,24283222.000,24840803.000,24853037.000,31502795.000,31502795.000
AdvancesOnInventoryPurchases,,3803692.000,3825386.000,1302629.000,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,0.000,,,
Assets,63478367.000,70377337.000,74194777.000,79975018.000,108378530.000,115178873.000,120074404.000,128739746.000,133707209.000
AssetsCurrent,48595600.000,55516757.000,59567244.000,65562297.000,94301247.000,38080114.000,26860564.000,35004279.000,40173222.000
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,,,,16300000.000,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireePercentage,,,,,0.380,,,,
Capital,,,,,,743768.000,743768.000,743768.000,743768.000
CashAndCashEquivalentsAtCarryingValue,41837948.000,30174326.000,26383537.000,58769051.000,89358245.000,33871287.000,22547303.000,29446540.000,35809292.000
CashUninsuredAmount,,,,,,33900000.000,,,
CommitmentsAndContingencies,,,0.000,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000
CommonStockSharesIssued,27951700.000,27951700.000,19600305.000,19600305.000,19600305.000,21089275.000,21126695.000,22456695.000,22456695.000
CommonStockSharesOutstanding,27951700.000,27951700.000,19600305.000,19600305.000,19600305.000,21089275.000,21126695.000,22456695.000,22456695.000
CommonStockValue,3578.000,3578.000,3578.000,3578.000,3578.000,3850.000,3857.000,4099.000,4099.000
DebtInstrumentBasisSpreadOnVariableRate,,,,,,,0.060,,
DeferredIncomeTaxLiabilities,,,,,393632.000,386425.000,428914.000,479799.000,543736.000
DeferredTaxAssetsGross,,,,,1230383.000,1315356.000,1518894.000,1380887.000,1582946.000
DeferredTaxAssetsLiabilitiesNet,,,,,-318632.000,-311425.000,-353914.000,-404799.000,-468736.000
DeferredTaxAssetsNet,,,,,836751.000,75000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,1155383.000,1240356.000,1443894.000,1305887.000,1507946.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,,75000.000,75000.000,75000.000,75000.000,75000.000
DeferredTaxAssetsValuationAllowance,,,,,,,,1305887.000,1507946.000
DeferredTaxLiabilitiesNoncurrent,283020.000,284236.000,311339.000,318009.000,318632.000,311425.000,353914.000,404799.000,468736.000
DeferredTaxLiabilitiesOtherFiniteLivedAssets,,,,,393632.000,386425.000,428914.000,479799.000,543736.000
