,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,747000.000,1114000.000,1109000.000,1025000.000,711000.000,1060000.000,687000.000,698000.000,1455000.000,1123000.000,5420000.000,4660000.000,3683000.000,6536000.000,5957000.000,5410000.000,4816000.000,5336000.000,4500000.000,5798000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,2915000.000,,,,3447000.000,,,,3753000.000,,,,4707000.000,,,,5833000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,13000.000,22000.000,21000.000,14000.000,9000.000,9000.000,4000.000,6000.000,6000.000,4000.000,-16000.000,13000.000,9000.000,19000.000,-32000.000,1000.000,27000.000,29000.000,-150000.000,-149000.000
AdditionalPaidInCapital,28413000.000,37379000.000,37484000.000,37484000.000,37513000.000,37541000.000,37607000.000,37634000.000,37672000.000,38217000.000,38360000.000,38454000.000,61919000.000,70173000.000,70587000.000,70698000.000,70824000.000,70897000.000,71021000.000,109647000.000
Assets,356142000.000,368481000.000,401675000.000,407321000.000,414896000.000,466918000.000,499918000.000,508011000.000,533535000.000,574368000.000,691416000.000,710480000.000,746881000.000,924493000.000,946759000.000,990438000.000,988818000.000,1014787000.000,1026957000.000,1048752000.000
AvailableForSaleSecurities,30001000.000,35952000.000,26875000.000,17318000.000,15235000.000,21205000.000,28688000.000,20673000.000,16130000.000,27112000.000,41079000.000,30611000.000,34581000.000,39178000.000,49573000.000,70150000.000,57693000.000,37718000.000,38728000.000,46059000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,46000.000,58000.000,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,4000.000,12000.000,,
AvailableForSaleSecuritiesAmortizedCost,29979000.000,35916000.000,26840000.000,17294000.000,15220000.000,21191000.000,28679000.000,20662000.000,16121000.000,27105000.000,41105000.000,30594000.000,34567000.000,39150000.000,49621000.000,70145000.000,57651000.000,37672000.000,38962000.000,46293000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,,,0.000,0.000,,
