,2012-12-31,2013-12-31
AmortizationOfDebtDiscountPremium,58081.000,144535.000
AmortizationOfFinancingCostsAndDiscounts,72046.000,101864.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,64992.000
CashPeriodIncreaseDecrease,,14529.000
Communication,8175.000,6351.000
DebtConversionConvertedInstrumentAmount1,,80152.000
Depreciation,1515.000,
DevelopmentStageEnterpriseCumulativeCashInflows,-44410.000,
EarningsPerShareBasic,-0.010,-0.010
GainLossOnDispositionOfAssets,,-23100.000
GeneralInsuranceExpense,460.000,420.000
GrossProfit,,50000.000
ImpairmentOfInvestments,75968.000,
IncomeLossFromContinuingOperations,-608404.000,-247551.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-699576.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-444755.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-699576.000,-444755.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,26240.000,32021.000
IncreaseDecreaseInInventories,75968.000,
IncreaseDecreaseInNotesPayableCurrent,,37481.000
IncreaseDecreaseInPrepaidExpense,-57617.000,
IncreaseDecreaseInPrepaidExpensesOther,,57617.000
IncreaseDecreaseInRestrictedCashAndInvestments,-23100.000,
InterestExpense,-91172.000,-174104.000
LeaseAndRentalExpense,,5000.000
MarketingAndAdvertisingExpense,124627.000,55877.000
NetCashProvidedByUsedInFinancingActivities,206792.000,160119.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,206792.000,-50463.000
NetCashProvidedByUsedInOperatingActivities,-251202.000,-210582.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-251202.000,-210582.000
NetIncomeLoss,,-444755.000
NetIncomeLossAvailableToCommonStockholdersBasic,-699576.000,-444755.000
OperatingExpenses,608404.000,297551.000
OtherGeneralAndAdministrativeExpense,118549.000,
OtherSellingGeneralAndAdministrativeExpense,,55132.000
PaymentsForRent,9000.000,
PaymentsToAcquireInterestInSubsidiariesAndAffiliates,,23100.000
ProceedsFromIssuanceOfCommonStock,40000.000,67816.000
ProceedsFromRepaymentsOfNotesPayable,87392.000,31722.000
ProfessionalAndContractServicesExpense,270110.000,174771.000
ProfitLoss,-699576.000,
SaleOfStockConsiderationReceivedOnTransaction,385703.000,
SalesRevenueGoodsGross,,50000.000
ShareBasedGoodsAndNonemployeeServicesTransactionStockholdersEquity,345702.000,
StockIssuedDuringPeriodValueNewIssues,,147968.000
WeightedAverageNumberOfSharesOutstandingBasic,69230688.000,72368415.000
