,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,194644.000
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,400.000,,,,,
AccountsPayableCurrent,,,,,2140.000,6055.000,26863.000,
AccountsReceivableNetCurrent,,,,,,,18760.000,163912.000
AdditionalPaidInCapital,,,,,,4727.000,2192677.000,
AdditionalPaidInCapitalCommonStock,,22770.000,22770.000,22770.000,4727.000,,,8435954.000
Assets,2879.000,21093.000,4289.000,,0.000,0.000,2041484.000,5204806.000
AssetsCurrent,2879.000,21093.000,4289.000,,0.000,,2031683.000,5090947.000
CapitalUnitsAuthorized,,,,,,260000000.000,260000000.000,260000000.000
CapitalizedComputerSoftwareAccumulatedAmortization,,,,,,,5199.000,6699.000
CapitalizedComputerSoftwareGross,,,,,,,15000.000,15000.000
CapitalizedComputerSoftwareNet,,,,,,,9801.000,8301.000
CashAndCashEquivalentsAtCarryingValue,2879.000,21093.000,4289.000,,,,2002923.000,4927035.000
CashFDICInsuredAmount,,,,,,250000.000,,
CommonStockParOrStatedValuePerShare,,,,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,10000000.000,12530000.000,12530000.000,12530000.000,30573200.000,30573200.000,34472602.000,36630658.000
CommonStockSharesOutstanding,,,,12530000.000,30573200.000,30573200.000,34472602.000,36630658.000
CommonStockValue,10000.000,12530.000,12530.000,12530.000,30573.000,30573.000,34472.000,36630.000
ConvertibleNotesPayableCurrent,,,,,,,,906429.000
DebtInstrumentCarryingAmount,,,,,2875.000,,,
DeferredFinanceCostsNet,,,,,,,,105558.000
DeferredRevenue,,,,,,,4112.000,
DeferredRevenueCurrent,,,,,,,,8207.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,40315.000,,,
DueToOfficersOrStockholdersCurrent,,,,2875.000,2875.000,2875.000,,
DueToRelatedPartiesCurrent,,,,,,,923457.000,28956.000
DueToRelatedPartiesNoncurrent,2875.000,2875.000,2875.000,,,,,
Liabilities,2875.000,2875.000,3275.000,2875.000,5015.000,8930.000,1356593.000,1183236.000
LiabilitiesAndStockholdersEquity,2879.000,21093.000,4289.000,,0.000,0.000,2041484.000,5204806.000
LiabilitiesCurrent,,,,2875.000,5015.000,8930.000,,
LongTermLoansPayable,,,,,,2875.000,,
NotesPayableCurrent,,,,,,,45000.000,45000.000
OperatingLossCarryforwards,,,,,,44230.000,,
OtherAccruedLiabilitiesCurrent,,,,,,,357162.000,
PreferredStockParOrStatedValuePerShare,,,,,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,,,,,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,,,0.000,,,
PreferredStockSharesOutstanding,,,,,0.000,,,
PrepaidExpenseCurrent,,,,,,,10000.000,
RetainedEarningsAccumulatedDeficit,-9996.000,-17082.000,-34286.000,-38175.000,-40315.000,-44230.000,-1542259.000,-4451013.000
SharesIssued,10000000.000,12530000.000,12530000.000,,,,,
StockholdersEquity,4.000,18218.000,1014.000,-2875.000,-5015.000,-8930.000,684891.000,4021571.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,4.000,18218.000,1014.000,,-5015.000,-8930.000,684891.000,4021570.000
