,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,,,,,2837000.000,2382000.000,315000.000,,,648000.000,,,
AccountsPayableCurrent,1978000.000,2087000.000,2301000.000,2214000.000,2284000.000,1309000.000,1767000.000,3054000.000,2818000.000,1636000.000,2243000.000,2454000.000,2817000.000,2891000.000,2767000.000,2727000.000,2255000.000,2639000.000,2702000.000,3274000.000,4170000.000,3603000.000,4761000.000,6618000.000
AccountsReceivableNetCurrent,426000.000,177000.000,689000.000,399000.000,704000.000,438000.000,490000.000,473000.000,576000.000,453000.000,520000.000,894000.000,715000.000,665000.000,694000.000,,,,361000.000,706000.000,,298000.000,598000.000,1766000.000
AccruedLiabilitiesCurrent,784000.000,798000.000,663000.000,914000.000,744000.000,979000.000,934000.000,971000.000,824000.000,975000.000,884000.000,890000.000,641000.000,692000.000,664000.000,597000.000,705000.000,475000.000,513000.000,489000.000,629000.000,548000.000,535000.000,407000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,9289000.000,,,,8184000.000,,,,7741000.000,,,,7788000.000,,,,7596000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,97000.000,36000.000,28000.000,,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,225090000.000,225228000.000,226206000.000,231285000.000,231482000.000,232378000.000,253889000.000,256030000.000,260737000.000,266077000.000,284323000.000,305784000.000,306048000.000,306706000.000,307337000.000,317935000.000,321330000.000,321954000.000,322582000.000,323540000.000,324834000.000,327092000.000,329373000.000,353125000.000
Assets,23088000.000,18861000.000,15701000.000,18392000.000,13335000.000,10077000.000,27603000.000,23421000.000,21197000.000,19918000.000,34188000.000,47588000.000,41118000.000,34780000.000,28718000.000,40191000.000,36479000.000,30593000.000,25129000.000,32983000.000,27886000.000,23319000.000,19060000.000,37616000.000
AssetsCurrent,21855000.000,17515000.000,14406000.000,16966000.000,11958000.000,8711000.000,26309000.000,22111000.000,19801000.000,18550000.000,32855000.000,46194000.000,39775000.000,33449000.000,27248000.000,38728000.000,35069000.000,29231000.000,23817000.000,31546000.000,25671000.000,20532000.000,16280000.000,34862000.000
AssetsFairValueDisclosureRecurring,,,,,,,,,,,,,,,,,,,,,,,,0.000
AvailableForSaleSecurities,,,,,,,0.000,,,,,,,,,,,,,,10187000.000,11070000.000,,
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,,,,,,,,,,,10187000.000,11070000.000,,
AvailableForSaleSecuritiesCurrent,16194000.000,8003000.000,3999000.000,999000.000,,,,,,,,,,,,,,,,,10187000.000,11070000.000,0.000,
CashAndCashEquivalentsAtCarryingValue,4719000.000,8539000.000,8785000.000,14775000.000,10857000.000,7903000.000,25533000.000,21345000.000,18897000.000,17814000.000,31948000.000,44981000.000,38750000.000,32368000.000,26127000.000,35505000.000,32346000.000,28533000.000,23027000.000,30414000.000,13837000.000,8309000.000,14753000.000,31940000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,1.010,,,,1.010,,,1.010,1.010,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,347826.000,347826.000,397826.000,3500000.000,3500000.000,3500000.000,,,,,,2292934.000,,116366.000,45000.000,2454300.000,
ClassOfWarrantOrRightOutstanding,,,,,,,,,,5409027.000,8909027.000,9480103.000,9331077.000,9331077.000,9331077.000,8364893.000,4864893.000,4864893.000,4864893.000,3554893.000,3438527.000,1893527.000,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,11297000.000,,,,19929537.000,,,,19234660.000,,,,13703058.000,,,,19834145.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,23502581.000,23503926.000,24487260.000,29398024.000,29515343.000,30052843.000,53058632.000,54381937.000,56812375.000,59890877.000,70749212.000,77121743.000,77247412.000,77515339.000,77706816.000,81906707.000,83082183.000,83285747.000,83720154.000,84114555.000,84597601.000,85498369.000,86629302.000,111316615.000
CommonStockSharesOutstanding,23502581.000,23503926.000,24487260.000,29398024.000,24487260.000,30052843.000,24487260.000,54381937.000,56812375.000,59890877.000,70683480.000,77046136.000,77247412.000,77515339.000,77706816.000,81906707.000,83082183.000,83285747.000,83720154.000,84090729.000,84597601.000,85498369.000,86629302.000,111316615.000
CommonStockValue,23000.000,23000.000,24000.000,29000.000,30000.000,30000.000,53000.000,54000.000,57000.000,60000.000,71000.000,77000.000,77000.000,78000.000,78000.000,82000.000,83000.000,83000.000,84000.000,84000.000,85000.000,85000.000,87000.000,111000.000
DeferredIncomeTaxAssetsNet,,,,,,,,,,,,,,,,,,,177000.000,184000.000,187000.000,190000.000,175000.000,178000.000
DeferredRevenueCurrent,4178000.000,2966000.000,3140000.000,1789000.000,,759000.000,,,51000.000,,86000.000,46000.000,24000.000,,75000.000,10027000.000,10000000.000,10000000.000,245000.000,,,,,503000.000
DeferredRevenueNoncurrent,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,,34222000.000,,,,26042000.000,,,,42052000.000,,,,49098000.000,,,,54947000.000,
DeferredTaxAssetsNet,,,,,,,,,,,,,,,200000.000,200000.000,203000.000,195000.000,,,,,,
