,2011-01-31,2011-04-30,2011-07-31,2011-10-31
AccountsPayableCurrent,,20806000.000,17315000.000,18420000.000
AccountsReceivableNetCurrent,,67626000.000,67380000.000,70737000.000
AccruedIncomeTaxesNoncurrent,,35152000.000,38441000.000,38953000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,67083000.000,67083000.000
AdditionalPaidInCapital,,1273934000.000,1232458000.000,1239979000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,0.000,0.000,0.000
Assets,,819408000.000,780780000.000,797836000.000
AssetsCurrent,,478189000.000,441283000.000,464352000.000
CashAndCashEquivalentsAtCarryingValue,,375939000.000,341399000.000,361393000.000
ClassOfWarrantOrRightOutstanding,,,385356.000,385356.000
CommonStockParOrStatedValuePerShare,,0.000,0.000,0.000
CommonStockSharesAuthorized,,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,,44064000.000,44686000.000,42703000.000
CommonStockSharesOutstanding,,44064000.000,42283000.000,42703000.000
CommonStockValue,,4000.000,4000.000,4000.000
ConvertibleLongTermNotesPayable,,78136000.000,78360000.000,78583000.000
DeferredRentCreditNoncurrent,,5501000.000,5227000.000,4940000.000
DeferredRevenue,,,174419000.000,174923000.000
DeferredRevenueCurrent,,121526000.000,117208000.000,116995000.000
DeferredRevenueNoncurrent,,56546000.000,57211000.000,57928000.000
DeferredTaxAssetsNetCurrent,,10399000.000,10926000.000,10582000.000
DeferredTaxAssetsNetNoncurrent,,34650000.000,36902000.000,35517000.000
EmployeeRelatedLiabilitiesCurrent,,15947000.000,15732000.000,17745000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,45124000.000,48118000.000
FiniteLivedIntangibleAssetsNet,,,21959000.000,18965000.000
Goodwill,,242611000.000,242611000.000,242611000.000
InventoryFinishedGoods,,,5928000.000,6366000.000
InventoryNet,,10134000.000,9904000.000,9934000.000
InventoryRawMaterials,,,3976000.000,3568000.000
Liabilities,,345060000.000,340590000.000,345539000.000
LiabilitiesAndStockholdersEquity,,819408000.000,780780000.000,797836000.000
LiabilitiesCurrent,,169037000.000,160617000.000,164344000.000
OperatingLeasesFutureMinimumPaymentsDue,,,42126000.000,38705000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,8324000.000,5453000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,4461000.000,4456000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,8011000.000,8014000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,9032000.000,8868000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,10788000.000,10469000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,1510000.000,1445000.000
OtherAssetsCurrent,,14091000.000,11674000.000,11706000.000
OtherAssetsNoncurrent,,6212000.000,5902000.000,5760000.000
OtherLiabilitiesCurrent,,10758000.000,10362000.000,11184000.000
OtherLiabilitiesNoncurrent,,688000.000,734000.000,791000.000
PreferredStockParOrStatedValuePerShare,,0.000,0.000,0.000
PreferredStockSharesAuthorized,,9958000.000,9958000.000,9958000.000
PreferredStockSharesIssued,,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000
PropertyPlantAndEquipmentNet,,31745000.000,31092000.000,29565000.000
RecordedUnconditionalPurchaseObligation,,,7800000.000,6700000.000
RestrictedCashAndCashEquivalentsNoncurrent,,1031000.000,1031000.000,1066000.000
RetainedEarningsAccumulatedDeficit,,-794967000.000,-792272000.000,-787686000.000
StandardProductWarrantyAccrual,,,532000.000,313000.000
StockholdersEquity,,474348000.000,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,474348000.000,440190000.000,452297000.000
TreasuryStockShares,,463000.000,,
TreasuryStockValue,,4623000.000,,
UnrecognizedTaxBenefits,,,46300000.000,47000000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,2600000.000,3000000.000
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,43800000.000,44400000.000
