,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30
AccruedLiabilitiesCurrentAndNoncurrent,6799.000,4920.000,6276.000,8426.000,9514.000,4494.000,6082.000,7125.000,3186.000,3686.000,4129.000,4555.000,4630.000,4830.000,5125.000,5895.000,4373.000,4573.000,4223.000
AdditionalPaidInCapital,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000
Assets,,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,0.000,,,,,,,,,0.000,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockSharesOutstanding,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockValue,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000
CumulativeEarningsDeficit,,,,,,,,,,,,,,,,,-71559.000,-73334.000,-74409.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,,56308.000,57896.000,59339.000,60394.000,61394.000,63338.000,65087.000,66357.000,69035.000,70330.000,71100.000,,,
DueToRelatedPartiesCurrentAndNoncurrent,17160.000,20757.000,20757.000,20757.000,20757.000,26814.000,26814.000,27214.000,32208.000,32708.000,34209.000,35532.000,36727.000,39205.000,40205.000,40205.000,42186.000,43761.000,45186.000
Liabilities,23959.000,25677.000,27033.000,29183.000,30271.000,31308.000,32896.000,34339.000,35394.000,36394.000,38338.000,40087.000,41357.000,47052.000,45330.000,46100.000,46559.000,48334.000,49409.000
LiabilitiesAndStockholdersEquity,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValueOutstanding,,,,,,,,,,,,0.000,0.000,,,,,,
RetainedEarningsAccumulatedDeficit,-48959.000,-50677.000,-52033.000,-54183.000,-55271.000,56308.000,57896.000,59339.000,60394.000,61394.000,63338.000,65087.000,66357.000,69035.000,70330.000,71100.000,71559.000,73334.000,74409.000
SharesOutstanding,,,,,-30271.000,,,,,,,,,,,,,,
StockholdersEquity,-23959.000,-25677.000,-27033.000,-29183.000,-30271.000,-31308.000,-32896.000,-34339.000,-35394.000,-36394.000,-38338.000,-40087.000,-41357.000,-44035.000,-45330.000,-46100.000,-46559.000,-48334.000,-49409.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-23959.000,,,-29183.000,,-31308.000,-32896.000,-34339.000,-35394.000,-36394.000,-38338.000,-40087.000,-41357.000,,,,,,
