,2011-09-11,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableCurrent,,35486.000,106403.000,45897.000,28887.000,194032.000,98366.000,127602.000,92528.000,192102.000,205241.000,389682.000,346445.000,369101.000
AccountsReceivableNet,,,,4112.000,,10091.000,,,,,,,,
AccountsReceivableNetCurrent,,,,,,,20656.000,29886.000,21326.000,64705.000,56978.000,30249.000,24908.000,4343.000
AccruedLiabilitiesCurrent,,2305.000,47493.000,134880.000,78268.000,72282.000,61008.000,44136.000,83035.000,102548.000,163513.000,153642.000,291182.000,423234.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,1949.000,4769.000,7754.000,10734.000,14342.000,22684.000,28471.000,35606.000,39067.000
AdditionalPaidInCapital,,308290.000,991988.000,1421375.000,2315515.000,3434881.000,4259234.000,4292143.000,4745296.000,4953027.000,5037461.000,5635616.000,5635616.000,5635616.000
AssetRetirementObligation,,,,,72122.000,110759.000,,110759.000,110759.000,110759.000,168714.000,168714.000,168714.000,168714.000
AssetRetirementObligationsNoncurrent,,,,,,,110759.000,,,,,,,
Assets,,477742.000,1074595.000,868952.000,1062207.000,1773953.000,1748167.000,1773658.000,3392380.000,3067144.000,2900809.000,3139027.000,2846665.000,2409827.000
AssetsCurrent,,477742.000,397895.000,17252.000,53235.000,440982.000,344738.000,129615.000,1657377.000,1107240.000,574468.000,404718.000,102442.000,22596.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,48522.000,32253.000,,,,177592.000,,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,,,,,567973.000,,,,2406901.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,1324131.000,535720.000,,,,2229309.000,,
CapitalizedCostsProvedProperties,,,,,,,1004300.000,107106.000,,,,1166300.000,,
CapitalizedCostsUnprovedProperties,,,,,,,,460867.000,,,,290000.000,,
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,,,,,,,,,,,,950601.000,,
Cash,,477742.000,286645.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,477742.000,286645.000,8140.000,57709.000,428135.000,308945.000,97716.000,1627286.000,1015565.000,473922.000,356506.000,66670.000,18153.000
