,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31
AccruedLiabilitiesCurrentAndNoncurrent,6799.000,4920.000,6295.000,8445.000,9533.000,4512.000,6100.000,7143.000,3186.000,3586.000,4028.000,4454.000,4529.000,4479.000,4729.000,5024.000,5794.000,4273.000,4473.000,4123.000,5423.000
AdditionalPaidInCapital,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000
Assets,,,,0.000,0.000,500.000,470.000,440.000,410.000,380.000,44.000,,88.000,52.000,16.000,,,,,,
Cash,,,,,,,,,,,,,,,,,0.000,,,,
CashAndCashEquivalentsAtCarryingValue,,,,0.000,0.000,500.000,470.000,440.000,410.000,380.000,44.000,8.000,88.000,52.000,16.000,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockSharesOutstanding,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockValue,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000
CumulativeEarningsDeficit,,,,,,,,,,,,,,,,,,-74577.000,-76352.000,-77427.000,-79027.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,57973.000,59010.000,60628.000,62101.000,63186.000,64216.000,66195.000,67980.000,69286.000,70710.000,72036.000,73347.000,74117.000,,,,
DueToRelatedPartiesCurrentAndNoncurrent,19843.000,23440.000,23440.000,23440.000,23440.000,29998.000,29998.000,30398.000,35410.000,36010.000,37211.000,38534.000,39845.000,41283.000,42323.000,43323.000,43323.000,45304.000,46879.000,48304.000,48604.000
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,1.000,1.000,,,,1.000,,,,1.000,1.000,1.000,1.000
Liabilities,26642.000,28360.000,29735.000,31885.000,32973.000,34510.000,36098.000,37541.000,38596.000,39596.000,41239.000,42988.000,44374.000,45762.000,47052.000,48347.000,49117.000,49577.000,51352.000,52427.000,54027.000
LiabilitiesAndStockholdersEquity,0.000,,,0.000,0.000,500.000,470.000,440.000,410.000,380.000,44.000,8.000,88.000,52.000,16.000,,,0.000,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValueOutstanding,,,,,0.000,,,,,,,0.000,0.000,,,,,,,,
RetainedEarningsAccumulatedDeficit,-51642.000,-53360.000,-54735.000,-56885.000,,59010.000,60628.000,62101.000,63186.000,64216.000,66195.000,,,70710.000,72036.000,73347.000,74117.000,74577.000,76352.000,77427.000,79027.000
StockholdersEquity,-26642.000,-28360.000,-29735.000,-31885.000,-32973.000,-34010.000,-35628.000,-37101.000,-38186.000,-39216.000,-41195.000,-42980.000,-44286.000,-45710.000,-47036.000,-48347.000,-49117.000,-49577.000,-51352.000,-52427.000,-54027.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-26642.000,,,-31885.000,-32973.000,-34010.000,-35628.000,-37101.000,-38186.000,-39216.000,-41195.000,-42980.000,-44286.000,-45710.000,-47036.000,,,-49577.000,,,
