,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-73000.000,,,,-62000.000,,,,-40000.000,,,,-56000.000,,,,-131000.000,,,,-53000.000
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,,,,,,,,,59000.000,,,,88000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,,,,,,127000.000,,,,154000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,1260000.000,,,,,,,,,,,,,,,,,,,,
AdvertisingExpense,,,,,,,,,93000.000,,,,83000.000,,,,63000.000,,,,
AllowanceForLoanAndLeaseLossesPeriodIncreaseDecrease,,,,,,,,,,220000.000,180000.000,,,,,,,,,,
AllowanceForLoanAndLeaseLossesProvisionForLossNet,,100000.000,150000.000,,100000.000,,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,9000.000,,,,9000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,203395.000,,,,,,,,,,,,,,,,
AssetManagementFees,43000.000,46000.000,64000.000,78000.000,88000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,,,,,,,,,,,,,,,1040000.000,,,,-137000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,,,,,,,,,,,,,,,,640000.000,,,,-80000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,,,,,,,,,,37000.000,,,,,,
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,,,,,,,,,,,9000.000,,,,,,
AvailableForSaleSecuritiesIncomeTaxExpenseOnChangeInUnrealizedHoldingGainOrLoss,,,,,,,,,,,,,,,,,-400000.000,,,,-57000.000
BankOwnedLifeInsuranceIncome,36000.000,46000.000,47000.000,48000.000,45000.000,57000.000,59000.000,61000.000,58000.000,59000.000,58000.000,59000.000,57000.000,58000.000,58000.000,59000.000,58000.000,57000.000,58000.000,57000.000,57000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-4900000.000,,,,445000.000,,,,-2264000.000,,,,1798000.000,,,,-9801000.000,,,,-2188000.000
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,,,0.025,,,,0.030,,,,0.040
ComprehensiveIncomeNetOfTax,-505000.000,525000.000,670000.000,572000.000,528000.000,155000.000,547000.000,366000.000,454000.000,563000.000,466000.000,545000.000,597000.000,293000.000,804000.000,700000.000,1210000.000,1172000.000,618000.000,-455000.000,1030000.000
DeferredIncomeTaxExpenseBenefit,-755000.000,,,,36000.000,,,,-31000.000,,,,54000.000,,,,107000.000,,,,77000.000
DepreciationAndAmortization,54000.000,,,,83000.000,,,,140000.000,,,,161000.000,,,,170000.000,,,,192000.000
DividendsCommonStock,,,,,,,,,,,,,61000.000,,,,73000.000,,,,100000.000
EarningsPerShareBasic,,,,,,,,,0.170,0.190,0.230,0.190,0.200,0.250,0.300,0.390,0.320,0.310,0.320,0.310,0.370
EarningsPerShareBasicAndDiluted,,0.200,0.240,,0.260,,,,,,,,,,,,,,,,
EarningsPerShareDiluted,,,,,,,,,0.170,0.190,0.220,0.190,0.200,0.250,0.300,0.390,0.310,0.310,0.320,0.300,0.360
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,9000.000,9000.000,9000.000,,9000.000,9000.000,10000.000,,,,,,30.000,28000.000,30000.000,,40000.000
EmployeeStockOwnershipPlanESOPCompensationExpense,26000.000,,47000.000,,50000.000,53000.000,57000.000,59000.000,60000.000,60000.000,,,61000.000,61000.000,63000.000,61000.000,59000.000,64000.000,68000.000,79000.000,88000.000
FederalDepositInsuranceCorporationPremiumExpense,55000.000,47000.000,68000.000,53000.000,67000.000,67000.000,68000.000,67000.000,68000.000,68000.000,73000.000,91000.000,93000.000,93000.000,93000.000,93000.000,77000.000,82000.000,122000.000,123000.000,147000.000
FeesAndCommissions,27000.000,46000.000,26000.000,50000.000,40000.000,40000.000,46000.000,41000.000,34000.000,37000.000,31000.000,29000.000,31000.000,32000.000,29000.000,33000.000,26000.000,32000.000,16000.000,29000.000,34000.000
FeesAndCommissionsMortgageBanking,,,,,,52000.000,10000.000,,22000.000,17000.000,32000.000,37000.000,52000.000,47000.000,34000.000,145000.000,32000.000,108000.000,71000.000,77000.000,43000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,4000.000,1000.000,,,,,,,,,,,,,,,,,,
FinancingReceivableAllowanceForCreditLossesWriteOffs,,10000.000,7000.000,,36000.000,,,,,,111000.000,,72000.000,,0.000,,,113000.000,4000.000,,11000.000
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1,,,,,,,,,,,0.000,,0.000,0.000,0.000,,,,,,
GainLossOnSaleOfSecuritiesNet,,-1000.000,52000.000,,,103000.000,,,16000.000,,,,,0.000,28000.000,,,16000.000,0.000,,
GainLossOnSalesOfLoansNet,,,62000.000,,24000.000,,,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,-93000.000,,,,,,,,,,,,,,,
ImpairedFinancingReceivableAverageRecordedInvestment,,4219000.000,4119000.000,,7184000.000,7270000.000,6597000.000,-14325000.000,6140000.000,4798000.000,3444000.000,-9306000.000,4948000.000,4680000.000,4327000.000,-9642000.000,1294000.000,1134000.000,912000.000,-2305000.000,761000.000
