,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,5144000.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,12596000.000
AllocatedShareBasedCompensationExpense,5056000.000
AllowanceForDoubtfulAccountsReceivableWriteOffs,2000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,6069000.000
AssetRetirementObligationPeriodIncreaseDecrease,354000.000
CapitalExpendituresIncurredButNotYetPaid,3490000.000
CostOfServices,39876000.000
CostsAndExpenses,145408000.000
CurrentFederalTaxExpenseBenefit,18300000.000
CurrentForeignTaxExpenseBenefit,64000.000
CurrentIncomeTaxExpenseBenefit,23959000.000
CurrentStateAndLocalTaxExpenseBenefit,5595000.000
DeferredFederalIncomeTaxExpenseBenefit,-68000.000
DeferredFederalStateAndLocalTaxExpenseBenefit,-607000.000
DeferredIncomeTaxesAndTaxCredits,-607000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-539000.000
DepreciationAndAmortization,2400000.000
DepreciationDepletionAndAmortization,3798000.000
EarningsPerShareBasic,-1.460
EarningsPerShareDiluted,-1.460
EffectiveIncomeTaxRateContinuingOperations,0.533
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.007
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,0.011
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseMealsAndEntertainment,0.003
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseResearchAndDevelopment,-0.031
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,0.038
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,0.004
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.075
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,88000.000
FairValueAdjustmentOfWarrants,9458000.000
ForeignCurrencyTransactionGainLossBeforeTax,-1151000.000
GeneralAndAdministrativeExpense,32163000.000
ImpairmentOfLongLivedAssetsHeldForUse,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,43834000.000
IncomeTaxExpenseBenefit,23352000.000
IncomeTaxesPaidNet,16740000.000
IncreaseDecreaseInAccountsPayable,209483000.000
IncreaseDecreaseInAccountsReceivable,187736000.000
IncreaseDecreaseInAccruedLiabilities,14722000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,2675000.000
InterestExpense,3075000.000
InterestPaidNet,1696000.000
NetCashProvidedByUsedInContinuingOperations,129353000.000
NetCashProvidedByUsedInFinancingActivities,63543000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,63543000.000
NetCashProvidedByUsedInInvestingActivities,-9221000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-9221000.000
NetCashProvidedByUsedInOperatingActivities,75031000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,75031000.000
NetIncomeLoss,20482000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-26727000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,-26727000.000
NonoperatingIncomeExpense,-13684000.000
OperatingIncomeLoss,57518000.000
OperatingLeasesRentExpenseNet,4800000.000
OtherNoncashIncomeExpense,-3050000.000
PaymentsForRepurchaseOfEquity,54000000.000
PaymentsOfDebtIssuanceCosts,976000.000
PaymentsOfStockIssuanceCosts,4326000.000
PaymentsToAcquirePropertyPlantAndEquipment,6884000.000
PaymentsToDevelopSoftware,2337000.000
PreferredStockRedemptionPremium,47209000.000
ProceedsFromIssuanceInitialPublicOffering,78120000.000
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,4224000.000
ProceedsFromLongTermLinesOfCredit,75847000.000
ProceedsFromStockOptionsExercised,488000.000
ProvisionForDoubtfulAccounts,-1890000.000
RepaymentsOfLongTermLinesOfCredit,65000000.000
RepaymentsOfLongtermLoansFromVendors,550000.000
RepaymentsOfSecuredDebt,30000000.000
ResearchAndDevelopmentExpense,27313000.000
SalesRevenueServicesNet,202926000.000
SellingAndMarketingExpense,46056000.000
ShareBasedCompensation,5056000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,83241000.000
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,4224000.000
StockIssuedDuringPeriodValueNewIssues,73634000.000
StockIssuedDuringPeriodValueStockOptionsExercised,488000.000
StockRepurchasedAndRetiredDuringPeriodValue,2362000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,605000.000
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,402000.000
WeightedAverageNumberOfDilutedSharesOutstanding,18280000.000
WeightedAverageNumberOfSharesOutstandingBasic,18280000.000
