,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-05-14,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedLiabilitiesAndOtherLiabilities,,,,,3520000.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,2464000.000,,,,1823000.000,,,,2190000.000,,,,2809000.000,,,,3602000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-473000.000,-496000.000,-452000.000,-350000.000,-285000.000,-269000.000,-138000.000,123000.000,187000.000,183000.000,,186000.000,167000.000,164000.000,170000.000,222000.000,187000.000,81000.000,115000.000
AdditionalPaidInCapital,24722000.000,24789000.000,24832000.000,24873000.000,24370000.000,23829000.000,23123000.000,23169000.000,23218000.000,23552000.000,,22515000.000,22643000.000,23002000.000,23110000.000,23247000.000,23520000.000,23979000.000,24134000.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,542000.000,331000.000,585000.000,277000.000,562000.000,362000.000,728000.000,374000.000,778000.000,474000.000,,481000.000,895000.000,569000.000,1091000.000,505000.000,1032000.000,638000.000,1166000.000
AdvancesFromFederalHomeLoanBanks,,,,,,,,,,1578000.000,,26256000.000,24096000.000,40435000.000,31374000.000,35613000.000,37453000.000,54792000.000,25631000.000
Assets,366498000.000,381044000.000,390656000.000,409565000.000,431728000.000,442611000.000,445585000.000,468940000.000,478705000.000,495187000.000,,503447000.000,502021000.000,540760000.000,543538000.000,541759000.000,566206000.000,588383000.000,575376000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,13895000.000,12661000.000,11247000.000,,7677000.000,6914000.000,6449000.000,6029000.000,7056000.000,6713000.000,6482000.000,6205000.000
AvailableForSaleSecurities,20891000.000,22900000.000,19713000.000,16965000.000,16639000.000,15421000.000,14730000.000,14082000.000,12944000.000,11524000.000,,7901000.000,7140000.000,6696000.000,6286000.000,7393000.000,6996000.000,6604000.000,6359000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,330000.000,387000.000,365000.000,,273000.000,263000.000,286000.000,298000.000,355000.000,315000.000,176000.000,191000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,143000.000,104000.000,88000.000,,49000.000,37000.000,39000.000,41000.000,18000.000,32000.000,54000.000,37000.000
AvailableForSaleSecuritiesAmortizedCost,21608000.000,23651000.000,20397000.000,17496000.000,17070000.000,15828000.000,14940000.000,13895000.000,12661000.000,11247000.000,,7677000.000,6914000.000,6449000.000,6029000.000,7056000.000,6713000.000,6482000.000,6205000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,99000.000,82000.000,,49000.000,37000.000,39000.000,41000.000,18000.000,17000.000,18000.000,16000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,104000.000,88000.000,,49000.000,37000.000,39000.000,41000.000,18000.000,32000.000,54000.000,37000.000
