,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AmortizationOfDeferredCharges,,,,,,,552000.000,100000.000,200000.000
AmortizationOfFinancingCosts,600000.000,500000.000,546000.000,600000.000,600000.000,457000.000,100000.000,500000.000,400000.000
AmortizationOfIntangibleAssets,2211000.000,2144000.000,1560000.000,1476000.000,1370000.000,1414000.000,1571000.000,,
CapitalExpendituresIncurredButNotYetPaid,,,242000.000,,,,301000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-24247000.000,,,,-10348000.000,,
CostOfGoodsSold,2294000.000,3459000.000,5059000.000,3886000.000,3207000.000,5446000.000,2444000.000,1906000.000,2979000.000
CostOfServices,20324000.000,25740000.000,32915000.000,29421000.000,27472000.000,24564000.000,28545000.000,26713000.000,28116000.000
CostsAndExpenses,33079000.000,40604000.000,48712000.000,45070000.000,41771000.000,42539000.000,43623000.000,40685000.000,42814000.000
Depreciation,2381000.000,2368000.000,3018000.000,3394000.000,3548000.000,3985000.000,4509000.000,4602000.000,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,0.000,0.000,0.000,0.000,0.000,0.000,,,
EffectiveIncomeTaxRateContinuingOperations,0.102,0.079,0.013,-0.013,0.013,0.001,0.024,0.020,-0.005
GainLossOnDispositionOfAssets1,-154000.000,-415000.000,-226000.000,-322000.000,-296000.000,-472000.000,-440000.000,-305000.000,-225000.000
GainsLossesOnExtinguishmentOfDebt,0.000,0.000,,,,,,,
GeneralAndAdministrativeExpense,5715000.000,6478000.000,5934000.000,6571000.000,5878000.000,6658000.000,6114000.000,6332000.000,5910000.000
GoodwillAcquiredDuringPeriod,,,0.000,,,,,,
GoodwillImpairmentLoss,,,0.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-11701000.000,-14351000.000,-16574000.000,-12765000.000,-10898000.000,-13306000.000,-10171000.000,-7684000.000,-6284000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-12901000.000,-15487000.000,-16792000.000,-12936000.000,-11034000.000,-12018000.000,-10416000.000,-7838000.000,-6254000.000
IncomeTaxExpenseBenefit,1200000.000,1136000.000,218000.000,171000.000,136000.000,-1288000.000,,,-30000.000
IncreaseDecreaseInAccountsPayable,,,-1005000.000,,,,-344000.000,,
IncreaseDecreaseInAccountsReceivable,,,2344000.000,,,,-6942000.000,,
IncreaseDecreaseInAccruedLiabilities,,,-4117000.000,,,,-6569000.000,,
IncreaseDecreaseInCustomerDeposits,,,-552000.000,,,,75000.000,,
IncreaseDecreaseInDeferredIncomeTaxes,,,-167000.000,,,,-198000.000,,
IncreaseDecreaseInDeferredRevenue,,,209000.000,,,,350000.000,,
IncreaseDecreaseInInventories,,,-7043000.000,,,,-2364000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,530000.000,,,,-454000.000,,
