,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-632000.000,,-610000.000,,,,-400000.000,,,,-354000.000,,,,-309000.000,,,,-312000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,105000.000,,103000.000,,,,133000.000,,,,49000.000,,,,73000.000,,,,54000.000
AdvertisingExpense,87000.000,93000.000,33000.000,44000.000,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,103000.000,,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesProvisionForLossNet,,,,25500000.000,450000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,704000.000,24000.000,,44000.000,2000.000,86000.000,0.000,1551000.000,281000.000,,,203000.000,,13000.000,,
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,,1000.000,,,,,40000.000,,54000.000,82000.000,,,,,29000.000,,
BankOwnedLifeInsuranceIncome,,,74000.000,,74000.000,,,,70000.000,,,,64000.000,,,,90000.000,,,,97000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-33355000.000,,21616000.000,,,,-4399000.000,,,,29591000.000,,,,-13029000.000,,,,-28531000.000
Communication,165000.000,176000.000,180000.000,175000.000,175000.000,179000.000,177000.000,180000.000,235000.000,165000.000,181000.000,171000.000,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,594000.000,-26207000.000,-117000.000,-7672000.000,-1365000.000,-790000.000,1346000.000,2032000.000,-696000.000,-10716000.000,458000.000,-4059000.000,184000.000,-1923000.000,2518000.000,1703000.000,2038000.000,-11016000.000,2718000.000
DepreciationAndAmortization,,,570000.000,,548000.000,,,,418000.000,,,,422000.000,,,,,,,,
DepreciationDepletionAndAmortization,,,,,,,,,,,,,,,,,386000.000,,,,374000.000
EarningsPerShareBasic,-3.330,-1.040,0.080,-2.290,-0.040,-0.140,-0.010,-0.100,-0.080,-0.060,-0.120,1.850,0.020,-0.080,-0.040,-0.020,0.050,0.030,0.040,-0.580,0.270
EarningsPerShareBasicAndDiluted,,,,,,,,,-0.080,-0.060,-0.120,1.850,0.020,-0.080,-0.040,-0.020,0.050,0.030,0.040,-0.580,0.270
EarningsPerShareDiluted,-3.330,-1.040,0.080,-2.290,-0.040,-0.140,-0.010,-0.100,-0.080,-0.060,-0.120,1.850,0.020,-0.080,-0.040,-0.020,0.050,0.030,0.040,-0.580,0.270
FederalDepositInsuranceCorporationPremiumExpense,855000.000,930000.000,873000.000,559000.000,639000.000,650000.000,578000.000,511000.000,540000.000,571000.000,571000.000,590000.000,570000.000,564000.000,539000.000,539000.000,523000.000,493000.000,442000.000,202000.000,342000.000
FederalHomeLoanBankAdvancesActivityForYearAverageInterestRateForYear,,,,,0.032,,,,0.030,,,,0.029,,,,0.026,,,,0.010
