,2016-09-30,2016-12-31,2017-03-31
AccruedLiabilitiesCurrent,,,117473.000
AdditionalPaidInCapitalCommonStock,5183595.000,5260901.000,5272445.000
Assets,251155557.000,251047116.000,251071057.000
AssetsCurrent,1155557.000,951163.000,764137.000
AssetsHeldInTrustNoncurrent,250000000.000,250095953.000,250306920.000
CashAndCashEquivalentsAtCarryingValue,1120387.000,787889.000,628052.000
CashFDICInsuredAmount,250000.000,250000.000,250000.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,7000000.000,7000000.000,
DeferredCompensationLiabilityClassifiedNoncurrent,8750000.000,8750000.000,8750000.000
DueToRelatedPartiesCurrent,7849.000,4849.000,4600.000
Liabilities,8859271.000,8836587.000,8872073.000
LiabilitiesAndStockholdersEquity,251155557.000,251047116.000,251071057.000
LiabilitiesCurrent,109271.000,86587.000,122073.000
OtherAccruedLiabilitiesCurrent,74317.000,81738.000,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000
PrepaidExpenseCurrent,35170.000,163274.000,136085.000
RetainedEarningsAccumulatedDeficit,-184341.000,-261653.000,-273197.000
StockholdersEquity,5000006.000,5000001.000,5000001.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,242296286.000,242210529.000,242198984.000
TemporaryEquityCarryingAmountAttributableToParent,237296280.000,237210528.000,237198983.000
TemporaryEquityRedemptionPricePerShare,10.000,10.000,10.000
TemporaryEquitySharesIssued,23729628.000,23721053.000,23719898.000
