,2017-03-31
AdjustmentsToAdditionalPaidInCapitalStockIssuedOwnshareLendingArrangementIssuanceCosts,-16824469.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,7750000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1008519.000
EarningsPerShareBasicAndDiluted,-0.000
GeneralAndAdministrativeExpense,99910.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,94350.000
IncreaseDecreaseInPrepaidExpense,115832.000
InvestmentIncomeInterest,74631.000
NetCashProvidedByUsedInFinancingActivities,326129911.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,326129911.000
NetCashProvidedByUsedInInvestingActivities,-325074631.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-325074631.000
NetCashProvidedByUsedInOperatingActivities,-46761.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-46761.000
NetIncomeLoss,-25279.000
OperatingIncomeLoss,-99910.000
PaymentsOfStockIssuanceCosts,6420089.000
ProceedsFromIssuanceOfCommonStock,325000000.000
ProceedsFromIssuanceOfWarrants,7750000.000
ProceedsFromNotesPayable,75000.000
RepaymentsOfNotesPayable,275000.000
StockIssuedDuringPeriodValueNewIssues,325000000.000
StockRedeemedOrCalledDuringPeriodValue,-310920250.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,8796089.000
