,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
CashAndCashEquivalentsPeriodIncreaseDecrease,443.000,,,,-1571.000,,
CostOfGoodsSold,0.000,0.000,9000.000,11299.000,0.000,0.000,0.000
DepreciationAndAmortization,,,,,2638.000,,
EarningsPerShareBasic,0.000,0.000,0.000,0.000,0.000,0.000,0.000
GeneralAndAdministrativeExpense,24683.000,14736.000,16624.000,34678.000,15909.000,26029.000,72398.000
GrossProfit,0.000,0.000,13500.000,3653.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,2126.000,,,,31700.000,,
IncreaseDecreaseInAccountsReceivable,0.000,,,,-7000.000,,
IncreaseDecreaseInAccruedSalaries,3000.000,,,,3000.000,,
IncreaseDecreaseInDepositOtherAssets,0.000,,,,,,
IncreaseDecreaseInInterestPayableNet,311.000,,,,5961.000,,
InterestExpense,311.000,1368.000,5060.000,5810.000,5961.000,5144.000,7614.000
NetCashProvidedByUsedInFinancingActivities,20000.000,,,,0.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,20000.000,,,,0.000,,
NetCashProvidedByUsedInOperatingActivities,-19557.000,,,,-1571.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-19557.000,,,,-1571.000,,
NetIncomeLoss,-24994.000,-16104.000,-8184.000,-36835.000,-51870.000,-31173.000,-80012.000
OperatingIncomeLoss,-24683.000,-14736.000,-3124.000,-31025.000,-45909.000,-26029.000,-72398.000
ProceedsFromNotesPayable,20000.000,,,,0.000,,
RepaymentsOfNotesPayable,0.000,,,,,,
ResearchAndDevelopmentExpense,,,,,30000.000,0.000,0.000
Revenues,0.000,0.000,22500.000,14952.000,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,22500.000,14952.000,0.000,0.000,0.000
WeightedAverageNumberOfSharesOutstandingBasic,114750000.000,114750000.000,114750000.000,-229500000.000,114750000.000,114840574.000,114839600.000
