,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,2394000.000,2363000.000,3025000.000,7217000.000,8522000.000,5742000.000,4889000.000,3965000.000,14111000.000,5341000.000,6580000.000,7202000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-14000.000,-24000.000,-21000.000,-52000.000,-73000.000,0.000,11000.000,22000.000,32000.000,10000.000,16000.000
AdditionalPaidInCapital,65887000.000,305858000.000,454131000.000,552608000.000,643007000.000,666101000.000,670279000.000,675802000.000,670540000.000,675517000.000,680476000.000,679708000.000
Assets,69023000.000,311941000.000,458565000.000,656474000.000,735468000.000,741268000.000,729239000.000,717246000.000,804766000.000,785208000.000,773604000.000,799436000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,0.000,0.000,0.000,0.000,0.000,0.000,11000.000,22000.000,32000.000,10000.000,16000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,14000.000,24000.000,21000.000,52000.000,73000.000,0.000,0.000,0.000,0.000,0.000,0.000
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,500000.000,514000.000,521000.000,521000.000,529000.000,472000.000,476000.000,476000.000,476000.000,467000.000,467000.000
AvailableForSaleSecurities,,486000.000,490000.000,500000.000,469000.000,456000.000,472000.000,,498000.000,508000.000,477000.000,483000.000
AvailableForSaleSecuritiesEquitySecurities,,,,,,,,,,,477000.000,
BelowMarketLeaseAccumulatedAmortization,,,270000.000,,,,2860000.000,3625000.000,4250000.000,5188000.000,5943000.000,6859000.000
BelowMarketLeaseGross,,,15637000.000,,,,29504000.000,29504000.000,34660000.000,34659000.000,34471000.000,34471000.000
BelowMarketLeaseNet,942000.000,7874000.000,15367000.000,29293000.000,28504000.000,27409000.000,26644000.000,25879000.000,30410000.000,29471000.000,28528000.000,27612000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,20019000.000,20019000.000,20019000.000,20019000.000,,29868000.000,29868000.000,29868000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilities,,,,,,,,,353000.000,353000.000,353000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,,,,,,,,,0.000,0.000,0.000,
Cash,51161000.000,207682000.000,,109902000.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,184341000.000,109902000.000,189299000.000,192947000.000,182700000.000,153141000.000,73261000.000,53150000.000,47671000.000,49550000.000
CashUninsuredAmount,,,184100000.000,,,,181700000.000,,,,46100000.000,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,9430000.000,3933000.000,2003000.000,1886000.000,141000.000,0.000,0.000,,,,,
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,3008784.000,13852656.000,20569012.000,25096168.000,29210219.000,30240174.000,30410467.000,30644271.000,30419708.000,30632079.000,30856841.000,30805839.000
CommonStockSharesOutstanding,3008784.000,13852656.000,20569012.000,25096168.000,29210219.000,30240174.000,30410467.000,30644271.000,,,,
CommonStockValue,30000.000,139000.000,206000.000,251000.000,292000.000,302000.000,304000.000,306000.000,304000.000,306000.000,309000.000,308000.000
CommonStockValueOutstanding,75100000.000,346100000.000,,,,,,,,,,
DebtInstrumentCollateralAmount,,,,,267600000.000,269800000.000,273400000.000,264100000.000,443100000.000,445100000.000,442700000.000,443600000.000
DeferredCostsCurrentAndNoncurrent,0.000,3000.000,0.000,5097000.000,6509000.000,5965000.000,6108000.000,3264000.000,3343000.000,3475000.000,3233000.000,3375000.000
DeferredRevenueLeasesGross,,204000.000,225000.000,628000.000,702000.000,816000.000,1651000.000,2984000.000,2872000.000,3383000.000,3024000.000,4434000.000
DividendsPayableCurrentAndNoncurrent,186000.000,1515000.000,2542000.000,3106000.000,3593000.000,3766000.000,3916000.000,3928000.000,3829000.000,3800000.000,3953000.000,3956000.000
DueFromAffiliates,,,,,750000.000,700000.000,,775000.000,775000.000,95000.000,,646000.000
DueFromRelatedParties,,,,,,,819000.000,,,,24000.000,
DueToAffiliateCurrentAndNoncurrent,,461000.000,0.000,93000.000,160000.000,255000.000,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,1109000.000,2177000.000,679000.000,386000.000,184000.000,370000.000,208000.000,2000.000,167000.000,272000.000
FiniteLivedIntangibleAssetAcquiredInPlaceLeases,1020000.000,6241000.000,47278000.000,81384000.000,80926000.000,80407000.000,80407000.000,80407000.000,114874000.000,113994000.000,109498000.000,108933000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,1127000.000,,,,10081000.000,12718000.000,14520000.000,17568000.000,18291000.000,21184000.000
FiniteLivedIntangibleAssetsGross,,,47278000.000,,,,80407000.000,80407000.000,114874000.000,113994000.000,109498000.000,108933000.000
FiniteLivedIntangibleAssetsNet,,,,,,,,67689000.000,100354000.000,96426000.000,91207000.000,87749000.000
IntangibleAssetsNetExcludingGoodwill,,,46151000.000,,,,70326000.000,,,,,
