,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-30,2014-06-29,2014-09-28
AccountsAndNotesReceivableNet,,,,,553423.000,610210.000,699207.000,1355429.000,5863235.000,2863492.000,13377447.000,4708977.000,4091023.000,1566910.000
AccountsPayableAndAccruedLiabilitiesFairValueDisclosure,,,,,,,,,,,353887.000,,,
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,,,,,,,36986.000,,,
AccountsPayableCurrent,,,,5000.000,632960.000,553917.000,640736.000,1549038.000,23467703.000,15240652.000,26007807.000,19037360.000,16085125.000,12585258.000
AccountsPayableRelatedParties,50120.000,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,49346.000,,,19141.000,,,,,,
AccountsReceivableGross,,,,,,,,,,3893179.000,3893179.000,,,
AccountsReceivableNet,,,,,,,,,,,725254.000,,,
AccountsReceivableRelatedParties,,,,,,,,,,,14000.000,,14000.000,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,148939.000,,,
AccruedLiabilitiesCurrent,6505.000,,,,15054.000,7554.000,16164.000,1498.000,,44202.000,,,,
AccruedSalariesCurrent,,,,,,,,,,,,1037728.000,1353364.000,626370.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-19682.000,,,-191299.000,-5944980.000,-365255.000,-662425.000,-871378.000,-1117237.000,-1332362.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,,,,,,,,,,,256864.000
AcquiredFiniteLivedIntangibleAssetResidualValue,,,,,,,,,,,8016216.000,,,
AdditionalPaidInCapital,73827.000,187462.000,193951.000,198101.000,839911.000,3756883.000,4296682.000,4813100.000,32315213.000,32936818.000,185345544.000,185892461.000,186083018.000,186077988.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,-942405.000,-1654016.000,-1770208.000,-1877732.000,-889609.000,-872086.000
Assets,28.000,,,0.000,2394385.000,5398315.000,5357048.000,5525030.000,75087728.000,68455317.000,87412976.000,70945600.000,77649925.000,22189538.000
AssetsCurrent,28.000,,,0.000,986827.000,1077984.000,1141570.000,1437756.000,23130302.000,20210420.000,52386145.000,35902401.000,43106004.000,6249184.000
BuildingsAndImprovementsGross,,,,,,,,,4946924.000,3971880.000,3971878.000,3971878.000,3971878.000,3971878.000
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,,,,,,227618670.000,,,,
