,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-4386.000,-1302.000,-10236.000,,,,,,,,,-2630.000,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,,-123765.000,-86317.000,,
CostsAndExpenses,8246.000,5707.000,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,-0.000,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,55226.000,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,,0.340,,
EquityMethodInvestmentUnrealizedIntercompanyProfitLossNotEliminatedAmount,,,,,,,,,,,,0.000,,
FeesAndCommissions,,,,,,,,,,,,70000.000,,
GainLossOnInvestments,,,,,,,,,,,-7454.000,,,
GeneralAndAdministrativeExpense,711.000,102.000,121.000,847.000,51.000,-72.000,,,,,9187.000,2631.000,10447.000,1124.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.010,0.000,0.000,,
IncomeTaxesPaid,,,0.000,,,,0.000,,,,,,,
IncreaseDecreaseDueFromOtherRelatedParties,,,,,,,,,,,,-6558.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,3860.000,4405.000,-660.000,,,,8125.000,,,,,28461.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,94890.000,,,,,,,
InterestPaid,,,0.000,,,,0.000,,,,,,,
LegalFees,,,,,,,,,,,,,17121.000,1618.000
ManagementFeeExpense,,,,,,,,,,,,,106934.000,57839.000
NetCashProvidedByUsedInOperatingActivities,-4386.000,-1302.000,-10236.000,,,,,,,,,-57856.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-4386.000,-1302.000,-10236.000,,,,,,,,,-57856.000,,
NetIncomeLoss,-8246.000,-5707.000,-9576.000,-13395.000,-7986.000,-23961.000,-103015.000,-67720.000,-101177.000,-194517.000,-131219.000,-86317.000,-143927.000,-64581.000
OperatingExpenses,,,,,,,,,,,123765.000,86317.000,143927.000,68871.000
OperatingIncomeLoss,,,,,,,,,,,,,-143927.000,-68871.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,,,,,,,-7454.000,,,
OtherCostAndExpenseOperating,,,,,,,,,,,75.000,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,,,,,,,48668.000,,
ProfessionalFees,6035.000,4105.000,4555.000,5010.000,3755.000,1939.000,6125.000,1500.000,3559.000,,,,,
ProfitLoss,-8246.000,-5707.000,-9576.000,,,,-103015.000,,,,,,,
ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,4290.000
RelatedPartyTransactionAmountsOfTransaction,,,,,,,4525.000,,,,,,,
ServiceManagementCosts,,,,,,,94890.000,60918.000,90391.000,,,,,
StockIssuedDuringPeriodValueOther,,,,,,,,,,,1564575.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,,,31800000.000,39300000.000,39300000.000,39300000.000
