,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,1718000.000,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,315000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,6730475.000,6673746.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,59057000.000,,,,-4351000.000,,
CommonStockDividendsPerShareDeclared,0.050,0.050,0.080,,0.160,,0.080,,0.160
ComprehensiveIncomeNetOfTax,,,14916000.000,26555000.000,25441000.000,26235000.000,17402000.000,22679000.000,19866000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,98000.000,-203000.000,,-5000.000,5000.000,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,26457000.000,25238000.000,,17397000.000,22684000.000,19866000.000
CostsAndExpenses,121489000.000,116981000.000,116210000.000,120533000.000,120325000.000,-356582361.000,120137000.000,124521000.000,123828000.000
DeferredIncomeTaxExpenseBenefit,,,3193000.000,,,,3242000.000,,
DefinedBenefitPlanAmortizationOfNetGainsLosses,,,,960000.000,960000.000,,1123000.000,,
DefinedBenefitPlanContributionsByEmployer,,,3751000.000,,,,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,3393000.000,3393000.000,,3834000.000,3958000.000,3895000.000
DefinedBenefitPlanFutureAmortizationOfGainLoss,,,,,,,,-1250000.000,-1186000.000
DefinedBenefitPlanInterestCost,,,,3115000.000,3115000.000,,2959000.000,3012000.000,2985000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,682000.000,682000.000,,248000.000,304000.000,276000.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,0.000,,,,,
Depreciation,7707000.000,7614000.000,7462000.000,7472000.000,7528000.000,-22431897.000,6976000.000,7127000.000,7129000.000
DividendsCommonStock,,,,,,,8363000.000,,
EarningsPerShareBasic,0.170,0.130,0.140,0.240,0.240,0.340,0.160,0.210,0.180
EarningsPerShareDiluted,0.170,0.130,0.140,0.240,0.240,0.330,0.160,0.210,0.180
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,44000.000,,,,315000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,27489000.000,18233000.000,22527000.000,40750000.000,38762000.000,-101882341.000,26270000.000,34469000.000,28815000.000
IncomeLossFromEquityMethodInvestments,,,360000.000,,,,706000.000,,
IncomeTaxExpenseBenefit,9402000.000,4520000.000,8235000.000,14917000.000,14148000.000,-37243071.000,9603000.000,12597000.000,9720000.000
IncreaseDecreaseInAccountsPayable,,,-2606000.000,,,,-3693000.000,,
IncreaseDecreaseInAccountsReceivable,,,-15499000.000,,,,-4474000.000,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,-7013000.000,,,,-1378000.000,,
IncreaseDecreaseInAccruedLiabilities,,,-3674000.000,,,,-9002000.000,,
IncreaseDecreaseInIncomeTaxesReceivable,,,-31615000.000,,,,,,
IncreaseDecreaseInInterestPayableNet,,,7722000.000,,,,5023000.000,,
IncreaseDecreaseInOtherOperatingAssets,,,-3356000.000,,,,-544000.000,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,-45000.000,,,,16000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,294000.000,300000.000,,607000.000,761000.000,880000.000
InterestAndDebtExpense,18050000.000,17771000.000,17662000.000,17714000.000,17683000.000,16646000.000,14613000.000,14564000.000,14538000.000
LaborAndRelatedExpense,54525000.000,52467000.000,55699000.000,56437000.000,54776000.000,57436000.000,55634000.000,56444000.000,55084000.000
NetCashProvidedByUsedInFinancingActivities,,,-5117000.000,,,,-20607000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-5117000.000,,,,-20607000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-3932000.000,,,,-4672000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-3932000.000,,,,-4672000.000,,
NetCashProvidedByUsedInOperatingActivities,,,68106000.000,,,,20928000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,68106000.000,,,,20928000.000,,
NetIncomeLoss,18087000.000,13713000.000,14292000.000,25931000.000,24817000.000,35130000.000,16672000.000,21867000.000,19095000.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,98000.000,-203000.000,,-5000.000,5000.000,
NetIncomeLossAvailableToCommonStockholdersBasic,,,,25408000.000,24469000.000,,,,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,,16512000.000,21603000.000,18955000.000
NonoperatingIncomeExpense,-17401000.000,-16785000.000,-17161000.000,-16336000.000,-17186000.000,50610579.000,-13931000.000,-14517000.000,-13549000.000
OperatingIncomeLoss,44890000.000,35018000.000,39688000.000,57086000.000,55948000.000,76358000.000,40201000.000,48986000.000,42364000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,730000.000,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax,,,,,,,,-1250000.000,-1186000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,,,,,,,,-812000.000,-771000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax,,,,,,,,-438000.000,-415000.000
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostNetOfTax,,,,624000.000,624000.000,,730000.000,,
OtherCostAndExpenseOperating,52565000.000,51788000.000,45317000.000,48074000.000,50520000.000,-143713205.000,48647000.000,48273000.000,50695000.000
OtherGeneralAndAdministrativeExpense,6692000.000,5112000.000,7732000.000,8550000.000,7501000.000,9610000.000,8880000.000,12677000.000,10920000.000
OtherNoncashIncomeExpense,,,-869000.000,,,,-578000.000,,
OtherNonoperatingIncomeExpense,649000.000,986000.000,501000.000,1378000.000,497000.000,-2378716.000,682000.000,47000.000,989000.000
ParticipatingSecuritiesDistributedAndUndistributedEarnings,,,,523000.000,348000.000,,160000.000,264000.000,140000.000
PaymentsOfDividendsCommonStock,,,5201000.000,,,,8362000.000,,
PaymentsToAcquireProductiveAssets,,,3932000.000,,,,4672000.000,,
PensionAndOtherPostretirementBenefitExpense,,,666000.000,,,,241000.000,,
PensionContributions,,,,,,,4300000.000,,
ProceedsFromLongTermLinesOfCredit,,,,,,,18500000.000,,
ProceedsFromStockOptionsExercised,,,40000.000,,,,640000.000,,
ProfitLoss,,,,25833000.000,24614000.000,,16667000.000,21872000.000,19095000.000
RepaymentsOfLongTermLinesOfCredit,,,,,,,31700000.000,,
Revenues,166379000.000,151999000.000,155898000.000,177619000.000,176273000.000,204929000.000,160338000.000,173507000.000,166192000.000
SalesRevenueNet,166379000.000,151999000.000,155898000.000,177619000.000,176273000.000,204929000.000,160338000.000,173507000.000,166192000.000
ShareBasedCompensation,,,791000.000,,,,2278000.000,,
StockIssuedDuringPeriodValueStockOptionsExercised,,,,,,,640000.000,,
SubsidiaryOfLimitedLiabilityCompanyOrLimitedPartnershipOwnershipInterest,,,,,,,1.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,104022000.000,104039000.000,104257000.000,104068000.000,103420000.000,-207733000.000,104174000.000,104583000.000,104899000.000
WeightedAverageNumberOfSharesOutstandingBasic,103626000.000,103681000.000,103934000.000,103774000.000,103120000.000,-207321000.000,103567000.000,103822000.000,104019000.000
