,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,146000.000,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,4470000.000,4729000.000,6302000.000,7723000.000,7620000.000
AccountsPayableCurrent,,1939201.000,2052763.000,1994522.000,2605264.000,2741421.000,2617006.000,972993.000,1744000.000,2006000.000,2276000.000,3353000.000,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,438000.000,390000.000,414000.000,2550000.000,0.000,0.000,,,
AccruedLiabilitiesCurrent,,,,,,,,,223000.000,257000.000,302000.000,149000.000,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,57179.000,77208.000,110301.000,153481.000,151703.000,228862.000,176986.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,0.000,,,,35000.000,,,,,
AdditionalPaidInCapital,,1016806.000,3295549.000,4824354.000,5566563.000,9367041.000,10728916.000,13760385.000,33428000.000,34877000.000,38816000.000,45050000.000,57984000.000,62637000.000,69557000.000,74767000.000,78985000.000
Assets,,132782.000,354757.000,766642.000,725033.000,1198760.000,1127181.000,2149031.000,5871000.000,3412000.000,2757000.000,2258000.000,11257000.000,11383000.000,15383000.000,11771000.000,11865000.000
AssetsCurrent,,99409.000,336368.000,313514.000,304390.000,552617.000,481038.000,1502888.000,4525000.000,1801000.000,1101000.000,412000.000,611000.000,784000.000,1035000.000,828000.000,942000.000
AssetsNoncurrent,,,,,,,,,,,,,,,,10943000.000,10923000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,,,8867000.000,8867000.000,8867000.000,,
CapitalizedComputerSoftwareGross,,,,,,,,0.000,,,,,,,,,
Cash,,,870.000,148.000,580.000,240313.000,67071.000,1015121.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,870.000,148.000,580.000,240313.000,67071.000,1015121.000,3765000.000,1402000.000,680000.000,214000.000,109000.000,315000.000,278000.000,176000.000,100000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,2.000,0.400,
CommitmentsAndContingencies,,,,,,,,,,0.000,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,90000000.000,90000000.000,250000000.000,250000000.000,250000000.000,1000000000.000,1000000000.000,,1000000000.000,1000000000.000,2000000000.000,2000000000.000,2000000000.000,13333333.000,35000000.000,35000000.000,150000000.000
CommonStockSharesIssued,67000000.000,67737357.000,80936592.000,95188519.000,141156196.000,385166912.000,441627659.000,530403308.000,729680790.000,746569263.000,786924849.000,842190750.000,1012107678.000,7084970.000,113000.000,21177353.000,57640958.000
CommonStockSharesOutstanding,,,,,,,,,729680790.000,746569263.000,786924849.000,842190750.000,1012107678.000,7084970.000,113000.000,21177353.000,57640958.000
CommonStockValue,,203854.000,80937.000,95189.000,141157.000,385167.000,441628.000,530404.000,730000.000,747000.000,787000.000,842000.000,1010000.000,7000.000,9000.000,21000.000,58000.000
ConvertibleDebt,,,,,,,,,,,,,,,,1398000.000,2389000.000
ConvertibleDebtCurrent,,,,,,,,,178000.000,124000.000,0.000,0.000,,,,,
ConvertibleNotesPayable,,108840.000,63600.000,67792.000,,,,,,,,,,,,,
