,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableAndAccruedLiabilities,363035.000,387029.000,402769.000,395903.000,363062.000,369515.000,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,375979.000
AdditionalPaidInCapital,996853.000,996853.000,996853.000,1315077.000,1368977.000,1368977.000,1368977.000
Assets,2329.000,1663.000,990.000,,409.000,502.000,1487.000
CashAndCashEquivalentsAtCarryingValue,2329.000,1663.000,990.000,,409.000,502.000,1487.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,5246.000,5246.000,5246.000,,,,
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,8947000.000,8947000.000,8947000.000,15441356.000,16541356.000,16541356.000,16541356.000
CommonStockSharesOutstanding,8947000.000,8947000.000,8947000.000,15441356.000,16541356.000,16541356.000,16541356.000
CommonStockSharesSubscriptions,4100.000,4100.000,4100.000,4100.000,4100.000,4100.000,4100.000
CommonStockValue,8947.000,8947.000,8947.000,15441.000,16541.000,16541.000,16541.000
CumulativeEarningsDeficit,,,,,483334.000,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,1414734.000,1440319.000,1457657.000,1792886.000,1817952.000,1858076.000,1886648.000
DueToOfficersOrStockholders,,,,,,210422.000,
DueToRelatedParties,22778.000,22778.000,22778.000,24365.000,25451.000,20096.000,
DueToRelatedPartiesCurrent,,,,,,,19655.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,199701.000,,
Liabilities,,,,458268.000,428743.000,,498517.000
LiabilitiesAndStockholdersEquity,2329.000,1663.000,990.000,,409.000,502.000,1487.000
LiabilitiesCurrent,412409.000,437328.000,453993.000,,,468960.000,
LoansPayableToBankCurrent,,,,466.000,,,
NotesPayable,26596.000,27521.000,28446.000,37534.000,40230.000,79349.000,
NotesPayableCurrent,,,,,,,102883.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000
StockholdersEquity,-410080.000,-435665.000,-453003.000,-458268.000,-428334.000,-468458.000,-497030.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,-428334.000,,-497030.000
