,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableCurrent,6141000.000,8673000.000,10972000.000,6754000.000,7242000.000,18955000.000,9431000.000,16254000.000
AccountsReceivableNetCurrent,81256000.000,80303000.000,91093000.000,85211000.000,97464000.000,126150000.000,115130000.000,132942000.000
AccruedLiabilitiesCurrent,37361000.000,47936000.000,38578000.000,42875000.000,52698000.000,154012000.000,58121000.000,58106000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,268503000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-27727000.000,-27607000.000,-38777000.000,-38516000.000,-37993000.000,-35384000.000,-35125000.000,-34866000.000
AdditionalPaidInCapitalCommonStock,1118436000.000,1120102000.000,1121589000.000,1123310000.000,1128043000.000,1129691000.000,1132110000.000,1136784000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2843000.000,2860000.000,2310000.000,2539000.000,2879000.000,3599000.000,3243000.000,3858000.000
Assets,797532000.000,815770000.000,1077695000.000,804735000.000,864418000.000,1241414000.000,1201379000.000,1221834000.000
AssetsCurrent,102524000.000,125473000.000,373652000.000,112615000.000,144249000.000,180156000.000,149944000.000,160485000.000
AssetsHeldForSaleCurrent,,,3253000.000,1523000.000,,,,
AssetsHeldForSaleLongLived,,,12505000.000,3735000.000,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,,,,202998000.000
CashAndCashEquivalentsAtCarryingValue,13633000.000,37574000.000,18057000.000,12652000.000,32806000.000,46307000.000,23500000.000,19799000.000
ContractualObligation,,,,,132708000.000,154492000.000,191737000.000,204490000.000
ContractualObligationDueAfterFifthYear,,,,,7627000.000,10550000.000,10643000.000,10723000.000
ContractualObligationDueInFifthYear,,,,,6856000.000,11089000.000,11995000.000,14179000.000
ContractualObligationDueInFourthYear,,,,,10882000.000,13176000.000,15399000.000,19088000.000
ContractualObligationDueInNextTwelveMonths,,,,,45651000.000,57409000.000,65964000.000,66594000.000
ContractualObligationDueInSecondYear,,,,,37210000.000,41750000.000,54036000.000,56160000.000
ContractualObligationDueInThirdYear,,,,,24482000.000,20518000.000,33700000.000,37746000.000
DebtCurrent,,,,,7547000.000,10756000.000,11279000.000,14028000.000
DeferredFinanceCostsNoncurrentNet,6542000.000,6131000.000,12472000.000,11166000.000,10837000.000,19135000.000,18896000.000,18064000.000
DeferredIncomeTaxLiabilities,,,,,,334966000.000,,
DeferredTaxAssetsEquityMethodInvestments,,,,,,1554000.000,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,7375000.000,,4468000.000,389000.000
DeferredTaxAssetsLiabilitiesNetNoncurrent,-196465000.000,-198640000.000,-163122000.000,-171635000.000,,,,
DeferredTaxAssetsNet,,,,,,126191000.000,,
DeferredTaxAssetsNetCurrent,,,,6563000.000,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,110169000.000,,
DeferredTaxAssetsOther,,,,,,32625000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,18157000.000,,
DeferredTaxLiabilities,,,,,,208775000.000,,
DeferredTaxLiabilitiesCurrent,,,,,,168219000.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,36761000.000,,
DeferredTaxLiabilitiesInvestmentInNoncontrolledAffiliates,,,,,,549000.000,,
DeferredTaxLiabilitiesNoncurrent,,,,,199623000.000,40556000.000,49380000.000,51750000.000
DeferredTaxLiabilitiesOther,,,,,,7476000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,12822000.000,,
DefinedBenefitPlanAccumulatedBenefitObligation,,,,,,134969000.000,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeLossAfterTax,,,,,,35384000.000,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesAfterTax,,,,,,-29624000.000,,
DefinedBenefitPlanBenefitObligation,,,,,,134969000.000,,
DefinedBenefitPlanEstimatedFutureEmployerContributionsInNextFiscalYear,,,,,,5400000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,,,,,,36961000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,,,,,,5551000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,,,,,,6001000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,,,,,,5991000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,,,,,,5849000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,,,,,,5630000.000,,
DefinedBenefitPlanFairValueOfPlanAssets,,,,,,96412000.000,,
DefinedBenefitPlanFundedStatusOfPlan,,,,,,-38557000.000,,
DefinedBenefitPlanWeightedAverageAssetAllocations,,,,,,1.000,,
EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,,,,,0.000,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,11275000.000,,
EquityMethodInvestments,,272000.000,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,16072000.000,21520000.000,28579000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,13357000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,21627000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,2205000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,3873000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,4283000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,14341000.000,,
FiniteLivedIntangibleAssetsGross,,,,,,,76003000.000,85950000.000
FiniteLivedIntangibleAssetsNet,,,,,,59686000.000,54483000.000,57371000.000
Goodwill,117421000.000,117655000.000,122069000.000,122312000.000,122158000.000,189138000.000,189138000.000,202998000.000
GoodwillGross,,,,,,741464000.000,,
GoodwillImpairedAccumulatedImpairmentLoss,,,,,,552326000.000,,
IndefiniteLivedLicenseAgreements,,,,,,536515000.000,,
IntangibleAssetsNetExcludingGoodwill,406700000.000,406449000.000,400081000.000,399194000.000,398795000.000,596201000.000,536515000.000,536515000.000
IntangibleAssetsNetIncludingGoodwill,,,,,,785339000.000,,
InterestPayableCurrent,,,,,,7841000.000,,
Liabilities,917460000.000,930800000.000,1158593000.000,880396000.000,899396000.000,1329736000.000,1288020000.000,1285319000.000
LiabilitiesAndStockholdersEquity,797532000.000,815770000.000,1077695000.000,804735000.000,864418000.000,1241414000.000,1201379000.000,1221834000.000
LiabilitiesCurrent,55131000.000,68882000.000,317017000.000,65241000.000,77023000.000,362712000.000,251652000.000,257661000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,3719000.000,1516000.000,,,,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,1308000.000,75000.000,,,,
LongTermDebtAndCapitalLeaseObligations,,,,,573383000.000,879471000.000,941214000.000,930910000.000
LongTermDebtCurrent,184000.000,184000.000,253856000.000,4437000.000,,,,
LongTermDebtNoncurrent,615109000.000,615431000.000,614861000.000,587692000.000,,,,
MinorityInterest,0.000,153000.000,231000.000,,,,,
OtherAccruedLiabilitiesCurrent,,,,,,31783000.000,,
OtherAssetsCurrent,7635000.000,7596000.000,6090000.000,6666000.000,6604000.000,7699000.000,6846000.000,7355000.000
OtherAssetsNoncurrent,14866000.000,13417000.000,11487000.000,10923000.000,44826000.000,13189000.000,13364000.000,14197000.000
OtherLiabilitiesNoncurrent,43385000.000,41574000.000,58411000.000,52925000.000,47374000.000,42716000.000,41753000.000,40925000.000
PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,,,,,,373000.000,,
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesCurrentAndNoncurrent,,,,,,38557000.000,,
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,,,,,,38184000.000,,
ProgramRightsObligationsCurrent,,,,,9536000.000,10770000.000,9679000.000,8989000.000
ProgramRightsObligationsNoncurrent,,,,,1993000.000,4281000.000,4021000.000,4073000.000
PropertyPlantAndEquipmentGross,,,,,,512098000.000,,
PropertyPlantAndEquipmentNet,149479000.000,146373000.000,145429000.000,144790000.000,143553000.000,243595000.000,239039000.000,232204000.000
RedeemableNoncontrollingInterestEquityCarryingAmount,,,3503000.000,3352000.000,3303000.000,3242000.000,3099000.000,13846000.000
RestrictedCashAndInvestmentsCurrent,,,255159000.000,,,,,
RetainedEarningsAccumulatedDeficit,-1203310000.000,-1200352000.000,-1157390000.000,-1153124000.000,-1106347000.000,-1164435000.000,-1165291000.000,-1157816000.000
StockholdersEquity,-119928000.000,-115183000.000,-84632000.000,-79013000.000,-38281000.000,-91564000.000,-89740000.000,-77331000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-119928000.000,-115030000.000,-84401000.000,-79013000.000,-38281000.000,-91564000.000,-89740000.000,-77331000.000
TaxesPayableCurrent,,,,,,,163142000.000,160284000.000
TreasuryStockShares,,,,,4947659.000,4947659.000,4947659.000,4947659.000
TreasuryStockValue,7869000.000,7869000.000,10598000.000,11227000.000,21984000.000,21984000.000,21984000.000,21984000.000
UnrecognizedTaxBenefits,,,,,,26559000.000,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,,,800000.000,,
VariableInterestEntityConsolidatedCarryingAmountAssets,9989000.000,11335000.000,10688000.000,10375000.000,10071000.000,60380000.000,61108000.000,61614000.000
