,2011-02-28,2012-02-29,2013-02-28,2014-02-28,2015-02-28,2016-02-29,2017-02-28
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,-9314000.000,-12169000.000,-12623000.000
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,1505000.000,,,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,49984000.000,37402000.000,43462000.000,66907000.000,66529000.000
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,,,19868000.000,,
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,,,,,96890000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,98698000.000,113774000.000,135232000.000,166234000.000,192530000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedOwnshareLendingArrangementIssuanceCosts,,,,,-1833000.000,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,46600000.000,37854000.000,33625000.000,10073000.000,6436000.000,19772000.000,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,79776000.000,,
AdvertisingExpense,25500000.000,29200000.000,42700000.000,53400000.000,62600000.000,88900000.000,95700000.000
AllocatedShareBasedCompensationExpense,60597000.000,79267000.000,98698000.000,113774000.000,,,
AmortizationOfDebtDiscountPremium,,,6889000.000,8697000.000,,,
AmortizationOfFinancingCosts,0.000,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,8227000.000,21003000.000,21691000.000
AmortizationOfIntangibleAssets,,,23523000.000,29236000.000,28262000.000,27179000.000,31232000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,649000.000,311000.000,77000.000,360000.000,121000.000,21000.000,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,1924000.000,,,,,
AvailableForSaleSecuritiesGrossUnrealizedGains,3313000.000,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,1180000.000,,,,,,
BusinessAcquisitionEquityInterestIssuedOrIssuableNumberOfSharesIssued,10129.000,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,0.730,0.710,,0.940,1.060,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,0.720,0.700,,0.920,1.040,
BusinessAcquisitionsProFormaNetIncomeLoss,,141451000.000,136459000.000,,174991000.000,193099000.000,
