,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,251400000.000,233000000.000,289600000.000,259000000.000,287200000.000,275600000.000,325200000.000,287600000.000,307900000.000,309500000.000,340400000.000,288600000.000,306300000.000,357300000.000,397100000.000,342100000.000,364400000.000,358100000.000,236900000.000,210900000.000,235200000.000,203200000.000,196500000.000,181600000.000,231600000.000
AccountsReceivableNetCurrent,843900000.000,972700000.000,893600000.000,954900000.000,687600000.000,688300000.000,676700000.000,684800000.000,624900000.000,572900000.000,480600000.000,463400000.000,457700000.000,508200000.000,495000000.000,456000000.000,448900000.000,507100000.000,279800000.000,240000000.000,291500000.000,308700000.000,260700000.000,228400000.000,311000000.000
AccountsReceivableRelatedParties,,,,,,,,,,,,,,,,,33800000.000,,,,,,,,
AccrualForEnvironmentalLossContingencies,,,7100000.000,,,,19900000.000,,,,19300000.000,,,,16900000.000,,,,,,,,,,
AccruedAdvertisingCurrent,,350700000.000,316000000.000,354000000.000,183000000.000,193400000.000,70100000.000,87300000.000,84000000.000,106800000.000,100300000.000,110600000.000,94400000.000,118000000.000,106000000.000,98900000.000,88500000.000,135900000.000,74500000.000,60800000.000,66000000.000,64500000.000,46800000.000,44300000.000,50000000.000
AccruedEnvironmentalLossContingenciesCurrent,,,1600000.000,,,,4500000.000,,,,4700000.000,,,,3200000.000,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,,,,25200000.000,23200000.000,3100000.000,0.000,0.000,,,,42500000.000,50500000.000,42200000.000,56500000.000,25300000.000,5200000.000,27900000.000,23000000.000,19700000.000,11900000.000,23500000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,1300600000.000,1242900000.000,1243600000.000,1273900000.000,1292700000.000,1320000000.000,1368200000.000,1386100000.000,1417200000.000,1430300000.000,1440200000.000,1442300000.000,1441500000.000,1445200000.000,1457000000.000,1456100000.000,1461000000.000,585400000.000,595800000.000,619300000.000,633200000.000,676000000.000,682100000.000,700900000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-119100000.000,-83400000.000,-180700000.000,-204600000.000,-168000000.000,-211500000.000,-217800000.000,-195800000.000,-214900000.000,-234900000.000,-172900000.000,-168500000.000,-166400000.000,-163800000.000,-271100000.000,-324500000.000,-390900000.000,-369500000.000,-171500000.000,-183400000.000,-176400000.000,-181300000.000,-197200000.000,-224100000.000,-216900000.000
AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,,,1642500000.000,,
