,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4700000.000,,,,9300000.000,,,,10400000.000,,,,11100000.000,,,,18200000.000,,,,16300000.000,,,,18700000.000,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,700000.000,,,,1800000.000,,,,1500000.000,,,,4500000.000,,,,14000000.000,,,,10900000.000,,,,,
AmortizationOfIntangibleAssets,,,,,,22200000.000,22100000.000,,30200000.000,26300000.000,33900000.000,28000000.000,32700000.000,32600000.000,33000000.000,31600000.000,31300000.000,31200000.000,30500000.000,29300000.000,35700000.000,47100000.000,47500000.000,46200000.000,45000000.000,41800000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,100000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,,,,,,,,,,,,,,0.850,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,,,,,,,,,,,,,0.840,,,,,
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,,,,,,,,,,,,,,,,,,179900000.000,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,,,,,,,,,,101500000.000,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,,,,,,,,,,765000000.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-32500000.000,,,,5000000.000,,,,-39200000.000,,,,-134500000.000,,,,-33300000.000,,,,3500000.000,,,,-6100000.000,
CommonStockDividendsPerShareCashPaid,0.160,0.160,0.160,0.160,0.180,0.180,0.180,0.180,0.220,0.220,0.220,0.220,0.250,0.250,0.250,0.250,0.290,0.290,0.290,0.290,0.330,0.330,0.330,0.330,0.390,0.390
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,72700000.000,72600000.000,43500000.000,5600000.000,92200000.000,60900000.000,,,96100000.000,83600000.000,90300000.000,136400000.000,81800000.000,111500000.000,58700000.000,-3600000.000,53600000.000,133200000.000,88700000.000,102800000.000,202900000.000,68200000.000,219400000.000,-42500000.000,271300000.000,177200000.000
CostOfServices,194300000.000,190900000.000,189100000.000,194200000.000,201200000.000,203600000.000,208500000.000,215800000.000,195100000.000,198200000.000,196800000.000,197200000.000,206800000.000,212300000.000,211000000.000,214600000.000,215100000.000,220800000.000,226500000.000,225000000.000,253300000.000,285800000.000,288000000.000,286300000.000,300800000.000,293700000.000
CostsAndExpenses,363500000.000,372500000.000,368800000.000,384000000.000,393700000.000,403100000.000,411800000.000,462900000.000,417500000.000,428800000.000,422000000.000,424400000.000,432600000.000,446500000.000,459700000.000,459400000.000,497600000.000,489600000.000,493100000.000,489400000.000,552100000.000,585600000.000,592000000.000,597300000.000,615400000.000,592600000.000
DeferredIncomeTaxesAndTaxCredits,-100000.000,,,,400000.000,,,,-3600000.000,,,,500000.000,,,,3600000.000,,,,1100000.000,,,,-2600000.000,
DepreciationAndAmortization,42700000.000,41100000.000,40500000.000,41200000.000,41400000.000,41200000.000,40500000.000,40600000.000,47900000.000,44100000.000,51800000.000,45800000.000,50400000.000,50700000.000,50900000.000,49800000.000,49600000.000,50100000.000,49400000.000,48900000.000,55700000.000,68200000.000,70600000.000,70900000.000,71300000.000,70500000.000
DepreciationDepletionAndAmortization,42700000.000,,,,41300000.000,,,,48100000.000,,,,50500000.000,,,,50300000.000,,,,56800000.000,,,,72100000.000,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,18400000.000,,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,1500000.000,0.000,,,,,,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,18100000.000,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,9300000.000,0.000,0.000,0.000,,,,,,,,,,,,,,
DividendsCommonStockCash,19900000.000,,,,21600000.000,,,,26600000.000,,,,30800000.000,,,,34800000.000,,,,39400000.000,,,,47100000.000,
EarningsPerShareBasic,0.470,0.280,0.550,0.610,0.600,0.640,0.650,0.380,0.840,0.750,0.690,0.620,0.690,0.760,0.770,0.810,0.740,0.940,1.000,0.930,0.860,1.100,1.110,1.030,1.280,1.370
EarningsPerShareDiluted,0.460,0.280,0.540,0.600,0.580,0.620,0.640,0.380,0.820,0.730,0.670,0.620,0.670,0.750,0.750,0.800,0.730,0.920,0.980,0.920,0.850,1.080,1.090,1.020,1.260,1.360
EffectOfExchangeRateOnCashAndCashEquivalents,2400000.000,,,,7600000.000,,,,-2100000.000,,,,-6500000.000,,,,-6500000.000,,,,27800000.000,,,,2500000.000,
EffectiveIncomeTaxRateContinuingOperations,,0.594,0.362,,0.368,0.350,0.335,-0.691,0.360,,0.353,,0.349,0.372,0.325,-0.697,0.349,0.290,0.308,-0.630,0.335,0.340,0.291,-0.646,0.206,0.309
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,0.232,,,,,,,,,,,,,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,500000.000,,,,500000.000,,,,600000.000,,,,4400000.000,,,,14000000.000,,,,10900000.000,,,,0.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,500000.000,,,,500000.000,,,,600000.000,,,,4400000.000,,,,14000000.000,,,,10900000.000,,,,0.000,
FiniteLivedIntangibleAssetsAmortizationExpense,,22500000.000,21900000.000,,22400000.000,,,,,,,,,,,,,,,,,,,,,
GainsLossesOnSalesOfAssets,,,,,,,,,18400000.000,,,,0.000,,,,,,,,,,,,,
GoodwillAcquiredDuringPeriod,,,,,,,,,,,,,240200000.000,,,,0.000,,,,1403400000.000,,,,,
GoodwillAllocationAdjustment,,,,,200000.000,,,,1000000.000,,,,,,,,,,,,,,,,,
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,,,,,47900000.000,,,,82300000.000,
GoodwillImpairmentLoss,,,,,,,,,,,,,,,,,,,,,0.000,,,,,
GoodwillPeriodIncreaseDecrease,,,,,,,,,,,85500000.000,,,,,,,,,,,,,,,
GoodwillPurchaseAccountingAdjustments,,,,,,,,,,,,,200000.000,,,,0.000,,,,,,,,900000.000,
GoodwillTranslationAdjustments,,,,,7900000.000,,,,7000000.000,,,,400000.000,,,,-19400000.000,,,,,,,,,
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,,,,,,,,,28800000.000,,,,,,,,,,,,,,,,,
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,,,,,,,,,,,,,,,0.000,,,,,,,
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,,,,,,,,,,,,,0.000,,,,,,,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,0.000,,,,,
IncomeLossFromContinuingOperations,57300000.000,34500000.000,66700000.000,72900000.000,,,,,82100000.000,90500000.000,84100000.000,76700000.000,83900000.000,92800000.000,92700000.000,98000000.000,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,91300000.000,108500000.000,,116600000.000,121200000.000,120400000.000,82000000.000,131400000.000,144000000.000,133100000.000,121900000.000,132500000.000,150500000.000,139800000.000,151400000.000,137600000.000,158400000.000,172900000.000,167700000.000,154000000.000,201300000.000,190200000.000,182700000.000,195700000.000,242600000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,59300000.000,37100000.000,69300000.000,74500000.000,,,,,84200000.000,92300000.000,86100000.000,78900000.000,86300000.000,94500000.000,94400000.000,98800000.000,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,0.470,0.280,0.550,0.600,,,,,0.680,0.750,0.690,0.630,0.690,0.760,0.770,0.810,,,,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,0.460,0.280,0.540,0.590,,,,,0.670,0.730,0.670,0.620,0.670,0.750,0.750,0.800,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,19000000.000,0.000,-600000.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,,0.160,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,
IncomeTaxExpenseBenefit,36300000.000,54200000.000,39200000.000,38300000.000,42900000.000,42400000.000,40300000.000,33800000.000,47200000.000,51700000.000,47000000.000,43000000.000,46200000.000,56000000.000,45400000.000,52600000.000,48000000.000,45900000.000,53200000.000,54700000.000,51600000.000,68300000.000,55300000.000,57900000.000,40300000.000,75000000.000
IncreaseDecreaseInAccountsReceivable,17000000.000,,,,11000000.000,,,,4100000.000,,,,20400000.000,,,,30600000.000,,,,45400000.000,,,,22700000.000,
IncreaseDecreaseInOtherOperatingAssets,-100000.000,,,,1200000.000,,,,-4300000.000,,,,6800000.000,,,,-4900000.000,,,,500000.000,,,,29200000.000,
IncreaseDecreaseInOtherOperatingLiabilities,-8700000.000,,,,100000.000,,,,1700000.000,,,,-100000.000,,,,0.000,,,,-900000.000,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,9400000.000,,,,3600000.000,,,,-200000.000,,,,-20500000.000,,,,-14000000.000,,,,-17500000.000,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,1800000.000,1500000.000,,2400000.000,2500000.000,2500000.000,-4800000.000,2600000.000,2600000.000,2300000.000,-5000000.000,2400000.000,2300000.000,2400000.000,-4800000.000,2300000.000,2300000.000,2200000.000,-4600000.000,2000000.000,1900000.000,1800000.000,-3900000.000,1900000.000,1600000.000
IndefiniteLivedIntangibleAssetsPeriodIncreaseDecrease,,,,,,,,,,,-158800000.000,,,,,,,,,,,,,,,
InterestExpense,13800000.000,13700000.000,13700000.000,13900000.000,13800000.000,13700000.000,13600000.000,14300000.000,17700000.000,17600000.000,17500000.000,17400000.000,17300000.000,17400000.000,17100000.000,16800000.000,16100000.000,16200000.000,15800000.000,15700000.000,20100000.000,23600000.000,24300000.000,24100000.000,24200000.000,24600000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,,,,,,,1100000.000,,,,1900000.000,,,,1600000.000,,,,1700000.000,,,,1900000.000,
NetCashProvidedByUsedInFinancingActivities,1600000.000,,,,-30700000.000,,,,-128400000.000,,,,154900000.000,,,,-103600000.000,,,,1664200000.000,,,,-63300000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1600000.000,,,,-30700000.000,,,,-128400000.000,,,,154900000.000,,,,-103600000.000,,,,1664200000.000,,,,-63300000.000,
NetCashProvidedByUsedInInvestingActivities,-59600000.000,,,,-20200000.000,,,,25000000.000,,,,-347900000.000,,,,-26100000.000,,,,-1778800000.000,,,,-49000000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-59600000.000,,,,-20200000.000,,,,25000000.000,,,,-347900000.000,,,,-26100000.000,,,,-1778800000.000,,,,-49000000.000,
NetCashProvidedByUsedInOperatingActivities,23100000.000,,,,48300000.000,,,,66300000.000,,,,65000000.000,,,,102900000.000,,,,90300000.000,,,,103700000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,23100000.000,,,,48300000.000,,,,66300000.000,,,,65000000.000,,,,102900000.000,,,,90300000.000,,,,103700000.000,
NetIncomeLoss,57300000.000,34500000.000,66700000.000,74400000.000,71500000.000,76400000.000,77900000.000,46300000.000,101100000.000,90500000.000,83500000.000,76700000.000,83900000.000,92800000.000,92700000.000,98000000.000,88300000.000,111000000.000,117900000.000,111900000.000,102100000.000,130900000.000,132800000.000,123000000.000,153300000.000,165400000.000
NetIncomeLossAttributableToNoncontrollingInterest,2000000.000,2600000.000,2600000.000,1600000.000,2200000.000,2400000.000,2200000.000,1900000.000,2100000.000,1800000.000,2000000.000,2200000.000,2400000.000,1700000.000,1700000.000,800000.000,1300000.000,1500000.000,1800000.000,1100000.000,300000.000,2100000.000,2100000.000,1800000.000,2100000.000,2200000.000
NoncontrollingInterestIncreaseFromBusinessCombination,,,,,,,,,,,,,,,,,,,,,6700000.000,,,,,
OperatingIncomeLoss,109100000.000,114600000.000,121600000.000,125700000.000,129000000.000,132700000.000,132100000.000,95200000.000,149000000.000,158100000.000,150000000.000,154100000.000,151900000.000,167400000.000,153700000.000,165200000.000,154200000.000,188500000.000,174300000.000,176900000.000,176200000.000,225700000.000,212100000.000,203900000.000,216800000.000,264100000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,2200000.000,2200000.000,2200000.000,-65600000.000,3400000.000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,100000.000,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,11100000.000,33300000.000,-28000000.000,-4900000.000,15100000.000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,,,,,,,,-6000000.000,,,,-36900000.000,,,,98500000.000,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,100000.000,100000.000,,,0.000,0.000,,,100000.000,0.000,,200000.000,0.000,0.000,0.000,200000.000,400000.000,0.000,0.000,-400000.000,0.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,-20800000.000,14800000.000,,-10100000.000,-11000000.000,1700000.000,-8400000.000,-6600000.000,14800000.000,-37900000.000,-34900000.000,-38700000.000,18100000.000,-33600000.000,-20000000.000,98100000.000,-67500000.000,82200000.000,-140400000.000,113800000.000,7000000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,98100000.000,,-7100000.000,,,,-4500000.000,,,,-36000000.000,,,,100500000.000,,,,115900000.000,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,13400000.000,,,,18500000.000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,-2800000.000,3100000.000,,3000000.000,2300000.000,3100000.000,-82600000.000,2100000.000,2100000.000,2200000.000,54700000.000,-2500000.000,-2600000.000,-2600000.000,-9800000.000,-2200000.000,-2300000.000,-2300000.000,26900000.000,-2500000.000,-2600000.000
OtherNonoperatingIncomeExpense,300000.000,-9600000.000,600000.000,1000000.000,1400000.000,2200000.000,1900000.000,1100000.000,100000.000,3500000.000,600000.000,-14800000.000,-2100000.000,500000.000,3200000.000,3000000.000,-500000.000,-13900000.000,14400000.000,6500000.000,-2100000.000,-800000.000,2400000.000,2900000.000,3100000.000,3100000.000
PaymentsForHedgeInvestingActivities,,,,,,,,,,,,,,,,,,,,,10800000.000,,,,0.000,
PaymentsForProceedsFromBusinessesAndInterestInAffiliates,2700000.000,,,,,,,,,,,,-4300000.000,,,,100000.000,,,,0.000,,,,,
PaymentsForRepurchaseOfCommonStock,,,,,,,,,,,,,24400000.000,,,,89900000.000,,,,0.000,,,,,
PaymentsForRestructuring,,,,,,,,,,,,,,,,,4100000.000,7000000.000,1900000.000,,,,,,,
PaymentsOfDividendsCommonStock,19600000.000,,,,21200000.000,,,,26500000.000,,,,30700000.000,,,,34700000.000,,,,39200000.000,,,,46900000.000,
PaymentsOfDividendsMinorityInterest,,,,,,,,,1100000.000,,,,1900000.000,,,,1600000.000,,,,1700000.000,,,,1900000.000,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,,,20300000.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,30700000.000,,,,,,,,,,,,333700000.000,,,,4400000.000,,,,1727800000.000,,,,7300000.000,
PaymentsToAcquireProductiveAssets,26200000.000,,,,20200000.000,,,,18700000.000,,,,18500000.000,,,,21600000.000,,,,40200000.000,,,,50300000.000,
ProceedsFromDivestitureOfBusinesses,,,,,,,,,43700000.000,,,,0.000,,,,,,,,,,,,,
ProceedsFromIssuanceOfLongTermDebt,,,,,,,,,,,,,,,,,,,,,800000000.000,,,,0.000,
ProceedsFromPaymentsForOtherFinancingActivities,-2500000.000,,,,-400000.000,,,,-700000.000,,,,200000.000,,,,0.000,,,,,,,,,
ProceedsFromPaymentsToMinorityShareholders,,,,,,,,,,,,,,,,,-1600000.000,,,,,,,,,
ProceedsFromRepaymentsOfShortTermDebt,19800000.000,,,,-30200000.000,,,,,,,,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,,,,,,,,,,,,,,,,,,,,,900100000.000,,,,46400000.000,
ProceedsFromSaleOfProductiveAssets,,,,,,,,,,,,,,,,,,,,,,,,,8600000.000,
ProceedsFromStockOptionsExercised,5100000.000,,,,20600000.000,,,,5900000.000,,,,13900000.000,,,,11400000.000,,,,4100000.000,,,,9400000.000,
ProfitLoss,59300000.000,37100000.000,69300000.000,76000000.000,73700000.000,78800000.000,80100000.000,48200000.000,103200000.000,92300000.000,85500000.000,78900000.000,86300000.000,94500000.000,94400000.000,98800000.000,89600000.000,112500000.000,119700000.000,113000000.000,102400000.000,133000000.000,134900000.000,124800000.000,155400000.000,167600000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,,,,,,,,,,,2000000.000,,,,2500000.000,,,,-2300000.000,,,,,
RedemptionPremium,,,,,,,,,,,,,,,,,,,,,0.000,,,,0.000,
RepaymentsOfLongTermDebt,1700000.000,,,,,,,,,,,,,,,,,,,,10000000.000,,,,50000000.000,
RepaymentsOfShortTermDebt,,,,,,,,,106600000.000,,,,-193400000.000,,,,2800000.000,,,,,,,,,
SalesRevenueServicesNet,472600000.000,487100000.000,490400000.000,509700000.000,522700000.000,535800000.000,543900000.000,558100000.000,566500000.000,586900000.000,572000000.000,578500000.000,584500000.000,613900000.000,613400000.000,624600000.000,651800000.000,678100000.000,667400000.000,666300000.000,728300000.000,811300000.000,804100000.000,801200000.000,832200000.000,856700000.000
SellingGeneralAndAdministrativeExpense,126500000.000,140500000.000,139200000.000,148600000.000,151100000.000,158300000.000,162800000.000,206500000.000,174500000.000,186500000.000,173400000.000,181400000.000,175400000.000,183500000.000,197800000.000,195000000.000,232900000.000,218700000.000,217200000.000,215500000.000,243100000.000,231600000.000,233400000.000,240100000.000,243300000.000,228400000.000
ShareBasedCompensation,4700000.000,,,,9300000.000,,,,10400000.000,,,,11100000.000,,,,18200000.000,,,,16300000.000,,,,18700000.000,
StockRepurchaseProgramAuthorizedAmount,,,,,112100000.000,261000000.000,0.000,-146000000.000,227100000.000,,,,190700000.000,,,,,,,,,,,,,
StockholdersEquityOther,,,,,,,,,-500000.000,,,,,,,,-11500000.000,,,,,,,,,
TreasuryStockAcquiredAverageCostPerShare,,,,,,,,,,,,,69.740,,,,91.300,98.770,95.340,,,,,,,
TreasuryStockSharesAcquired,,,,,,,,,,,,,,,,,1000000.000,900000.000,150000.000,,,,,,,
TreasuryStockValueAcquiredCostMethod,,,,,,,,,,,,,24400000.000,,,,101400000.000,,,,0.000,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,124700000.000,124600000.000,123300000.000,-248900000.000,122400000.000,122800000.000,122200000.000,-244900000.000,123100000.000,123600000.000,123900000.000,-246900000.000,124400000.000,124300000.000,123500000.000,-248700000.000,121700000.000,120900000.000,120600000.000,-242300000.000,120800000.000,121100000.000,121300000.000,-242100000.000,121900000.000,121900000.000
WeightedAverageNumberOfSharesOutstandingBasic,122800000.000,122800000.000,121800000.000,-245500000.000,120000000.000,120300000.000,119700000.000,-240100000.000,120500000.000,121000000.000,121600000.000,-241900000.000,122000000.000,122000000.000,121100000.000,-243900000.000,119400000.000,118600000.000,118400000.000,-237700000.000,118800000.000,119200000.000,119500000.000,-238200000.000,120000000.000,120300000.000
