,2012-04-30,2013-04-30,2014-04-30,2015-04-30
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,897000.000,3696000.000,3042000.000,2626000.000
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,3310000.000,1561000.000,2803000.000,4307000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,27324000.000,33511000.000,35043000.000,34144000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1222000.000,2957000.000,2510000.000,661000.000
ComprehensiveIncomeNetOfTax,,43884000.000,93423000.000,131081000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,67400000.000,,,
CostOfGoodsSold,649719000.000,1163815000.000,1178207000.000,1075326000.000
CurrentFederalTaxExpenseBenefit,3068000.000,7746000.000,5802000.000,5891000.000
CurrentForeignTaxExpenseBenefit,808000.000,3863000.000,-4315000.000,-10824000.000
CurrentIncomeTaxExpenseBenefit,3892000.000,11625000.000,1504000.000,-4919000.000
CurrentStateAndLocalTaxExpenseBenefit,16000.000,16000.000,17000.000,14000.000
DeferredFederalIncomeTaxExpenseBenefit,3356000.000,-2261000.000,6066000.000,-3910000.000
DeferredForeignIncomeTaxExpenseBenefit,,-1265000.000,530000.000,-2686000.000
DeferredIncomeTaxExpenseBenefit,2907000.000,-4363000.000,8428000.000,-6574000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-449000.000,-837000.000,1832000.000,22000.000
DepreciationDepletionAndAmortization,29771000.000,32524000.000,32726000.000,34686000.000
EarningsPerShareBasic,1.160,0.800,1.710,1.620
EarningsPerShareDiluted,1.130,0.800,1.700,1.570
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-5000.000,8000.000,31000.000,-17000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350
EquityMethodInvestmentRealizedGainLossOnDisposal,,,23802000.000,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,475000.000,2696000.000,2538000.000,2010000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,475000.000,2696000.000,2538000.000,2010000.000
FiniteLivedIntangibleAssetsFutureAmortizationExpense,69028000.000,,,
ForeignCurrencyTransactionGainBeforeTax,117000.000,,,
ForeignCurrencyTransactionLossBeforeTax,,405000.000,1500000.000,333000.000
FutureAmortizationExpenseAfterYearFive,10913000.000,,,
FutureAmortizationExpenseYearFive,11193000.000,,,
FutureAmortizationExpenseYearFour,11221000.000,,,
FutureAmortizationExpenseYearOne,12788000.000,,,
FutureAmortizationExpenseYearThree,11262000.000,,,
FutureAmortizationExpenseYearTwo,11651000.000,,,
GainLossOnInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,-880000.000,625000.000,,
GainLossOnSaleOfEquityInvestments,,,,576000.000
GainLossOnSaleOfPropertyPlantEquipment,36000.000,-152000.000,154000.000,15000.000
GoodwillAcquiredDuringPeriod,9105000.000,,,
GoodwillPeriodIncreaseDecrease,,,0.000,0.000
GrossProfit,248011000.000,244114000.000,275722000.000,303449000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,2280000.000,-20996000.000,-16581000.000,-16332000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,72648000.000,50164000.000,104929000.000,81897000.000
