,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-47000.000,-198000.000,-228000.000,-476000.000
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,16945000.000,121000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,866000.000,1173000.000,2466000.000,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,5356000.000,3034000.000,2028000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,3006000.000,3602000.000,4627000.000
AssetImpairmentCharges,0.000,0.000,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,16675000.000,-12815000.000,-3880000.000,2789000.000
ComprehensiveIncomeNetOfTax,-10071000.000,-31933000.000,-15536000.000,-26651000.000
ContractsRevenue,0.000,,,
ConversionOfStockAmountConverted1,,121000.000,,
ConversionOfStockAmountIssued1,323155000.000,,,
DepreciationDepletionAndAmortization,55000.000,18000.000,22000.000,29000.000
DilutiveSecurities,-254067000.000,,-94000.000,
EarningsPerShareBasic,103.520,-2.650,-0.820,-1.140
EarningsPerShareDiluted,-3.540,-2.650,-0.830,-1.140
FairValueAdjustmentOfWarrants,494000.000,7236000.000,-11121000.000,-75000.000
GainLossOnSaleOfPropertyPlantEquipment,632000.000,-2000.000,,
GeneralAndAdministrativeExpense,4871000.000,8185000.000,8871000.000,9645000.000
IncomeTaxExpenseBenefit,,0.000,0.000,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,-1757000.000,11189000.000,9815000.000,9775000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-3424000.000,-10851000.000,-5280000.000,9068000.000
IncomeTaxReconciliationOtherReconcilingItems,-2000.000,-1000.000,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,583000.000,-783000.000,-618000.000,-458000.000
IncomeTaxReconciliationTaxCreditsResearch,396000.000,446000.000,375000.000,445000.000
IncreaseDecreaseInAccountsPayable,40000.000,1388000.000,-1077000.000,-109000.000
IncreaseDecreaseInAccruedInterestReceivableNet,59000.000,68000.000,50000.000,
IncreaseDecreaseInAccruedLiabilities,499000.000,1889000.000,-52000.000,1015000.000
IncreaseDecreaseInContractReceivablesNet,2000.000,101000.000,-211000.000,
IncreaseDecreaseInInterestPayableNet,692000.000,107000.000,143000.000,-7000.000
IncreaseDecreaseInOtherCurrentAssets,,,,-165000.000
IncreaseDecreaseInOtherOperatingAssets,216000.000,-3000.000,-34000.000,13000.000
IncreaseDecreaseInOtherOperatingLiabilities,-36000.000,13000.000,6000.000,
IncreaseDecreaseInPrepaidExpense,217000.000,1627000.000,-863000.000,761000.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,16740.000,
InterestExpense,822000.000,755000.000,913000.000,1337000.000
InterestExpenseDebt,600000.000,,,
InterestPaid,74000.000,435000.000,535000.000,866000.000
InvestmentIncomeInterest,10000.000,74000.000,160000.000,176000.000
IssuanceOfStockAndWarrantsForServicesOrClaims,17000.000,8000.000,21000.000,
NetCashProvidedByUsedInFinancingActivities,31364000.000,25237000.000,30527000.000,-986000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,31364000.000,25237000.000,30527000.000,-986000.000
NetCashProvidedByUsedInInvestingActivities,-6231000.000,-16938000.000,-11083000.000,27128000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-6231000.000,-16938000.000,-11083000.000,27128000.000
NetCashProvidedByUsedInOperatingActivities,-8458000.000,-21114000.000,-23324000.000,-23353000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-8458000.000,-21114000.000,-23324000.000,-23353000.000
NetIncomeLoss,-10073000.000,-31917000.000,-15529000.000,-26671000.000
NetIncomeLossAvailableToCommonStockholdersBasic,243994000.000,-31917000.000,-15529000.000,-26671000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,-10073000.000,-31917000.000,-15623000.000,-26671000.000
OperatingExpenses,9396000.000,24008000.000,25897000.000,25586000.000
OperatingIncomeLoss,-9396000.000,-24008000.000,-25897000.000,-25586000.000
OperatingLeasesRentExpenseNet,500000.000,400000.000,300000.000,300000.000
OtherAmortizationOfDeferredCharges,10000.000,,,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,2000.000,-16000.000,-7000.000,20000.000
OtherComprehensiveIncomeLossNetOfTax,2000.000,-16000.000,-7000.000,20000.000
OtherNonoperatingIncomeExpense,135000.000,-7228000.000,11121000.000,76000.000
ParticipatingSecuritiesDistributedAndUndistributedEarnings,50577000.000,,,
PaymentsForRepurchaseOfPreferredStockAndPreferenceStock,3000.000,,,
PaymentsForRoyalties,0.000,0.000,0.000,
PaymentsToAcquireMarketableSecurities,6933000.000,27334000.000,42788000.000,22906000.000
PaymentsToAcquirePropertyPlantAndEquipment,,103000.000,,42000.000
PreferredStockAccretionOfRedemptionDiscount,9289000.000,,,
PreferredStockRedemptionDiscount,313933000.000,,,
ProceedsFromIssuanceOfCommonStock,,,4300000.000,
ProceedsFromIssuanceOrSaleOfEquity,26514000.000,25430000.000,25375000.000,
ProceedsFromLongTermLinesOfCredit,4853000.000,,9482000.000,
ProceedsFromSaleAndMaturityOfMarketableSecurities,44000.000,10499000.000,31705000.000,50076000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,658000.000,,,
ProceedsFromStockOptionsExercised,,5000.000,,
ProceedsFromWarrantExercises,,46000.000,426000.000,
RepaymentsOfLongTermLinesOfCredit,,244000.000,4756000.000,986000.000
ResearchAndDevelopmentExpense,4525000.000,15823000.000,17026000.000,15941000.000
SalesRevenueGoodsNet,0.000,,,
ShareBasedCompensation,875000.000,1284000.000,2466000.000,2473000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.000,0.000,0.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,0.920,0.900,0.780,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,0.018,0.020,0.017,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,0.000,,,
