,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,307300000.000,319300000.000,245100000.000,329600000.000,282500000.000,319300000.000,296000000.000,220800000.000,226900000.000,243600000.000,247700000.000,206300000.000,265900000.000,281300000.000,265000000.000,230400000.000,337000000.000
AccountsPayableFairValueDisclosure,,,,,,,,,,243600000.000,247700000.000,206300000.000,265900000.000,281300000.000,265000000.000,230400000.000,337000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,122100000.000,125400000.000,,140000000.000,148000000.000,213800000.000,218500000.000,228700000.000,236600000.000,245200000.000,246300000.000,254200000.000,263300000.000,267800000.000,274000000.000,280500000.000,289900000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-133400000.000,-151400000.000,-214700000.000,-206900000.000,-213000000.000,-191800000.000,-199200000.000,-291400000.000,-297700000.000,-293100000.000,-304300000.000,-307000000.000,-298600000.000,-298200000.000,-299600000.000,-307800000.000,-306800000.000
AdditionalPaidInCapitalCommonStock,224900000.000,224900000.000,224900000.000,224900000.000,224900000.000,189700000.000,302000000.000,302000000.000,302000000.000,302000000.000,302500000.000,302600000.000,302800000.000,303300000.000,375100000.000,375400000.000,375700000.000
AllowanceForDoubtfulAccountsReceivableCurrent,9500000.000,9300000.000,7700000.000,7400000.000,7600000.000,6500000.000,6500000.000,5300000.000,6600000.000,6500000.000,5300000.000,5200000.000,5900000.000,5100000.000,5200000.000,4600000.000,5900000.000
Assets,2239900000.000,2154400000.000,2058400000.000,2155800000.000,2121600000.000,2001100000.000,2006200000.000,1976900000.000,1903200000.000,1855400000.000,1793900000.000,1556200000.000,1582800000.000,1630000000.000,1643300000.000,1558700000.000,1738900000.000
AssetsCurrent,1587800000.000,1519400000.000,1354300000.000,1447800000.000,1419200000.000,1308200000.000,1322600000.000,1241400000.000,1182100000.000,1153600000.000,1106800000.000,958700000.000,1014800000.000,1069100000.000,1086900000.000,997800000.000,1137500000.000
AssetsHeldForSaleCurrent,,,,,3700000.000,3700000.000,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,5400000.000,2500000.000,2900000.000,2800000.000,,4200000.000,,,,3600000.000,1600000.000
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,,,,,,,,,,,,,400000.000,
BankOverdrafts,,,,,,,,69100000.000,,,,65700000.000,,,,69200000.000,
BuildingsAndImprovementsGross,,,,,,,,195900000.000,,,,190800000.000,,,,191200000.000,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,0.500,,,,,,,,,
CapitalLeasedAssetsGross,,,,,,,,,,,,,,,,23500000.000,
CashAndCashEquivalentsAtCarryingValue,46800000.000,38500000.000,61700000.000,42300000.000,33900000.000,82900000.000,80500000.000,60000000.000,70800000.000,66000000.000,48300000.000,63200000.000,70500000.000,74500000.000,73200000.000,80700000.000,72100000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,,,,,66000000.000,48300000.000,63200000.000,70500000.000,74500000.000,73200000.000,80700000.000,72100000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,42500000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,21250000.000,32250000.000,32250000.000,32250000.000,32250000.000,32311200.000,32312200.000,32312200.000,32312200.000,37344519.000,37345117.000,37345117.000
CommonStockValue,,,,,,200000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,400000.000,400000.000,400000.000
ConstructionInProgressGross,,,,,,,,4400000.000,,,,5400000.000,,,,3700000.000,
DebtInstrumentFairValue,,,,,,,,,,1145200000.000,1017200000.000,866300000.000,848900000.000,1052000000.000,1045300000.000,1034200000.000,1074500000.000
DebtInstrumentInterestRateStatedPercentage,,,,,0.120,,,,,,,,,,,,
DebtLongtermAndShorttermCombinedAmount,,,,,1500400000.000,1254800000.000,1227800000.000,1259100000.000,1202400000.000,1145000000.000,1094200000.000,1034500000.000,976600000.000,1028400000.000,977900000.000,963500000.000,992500000.000
DeferredCosts,,,,,,,,,,,,16000000.000,5200000.000,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,27000000.000,,,,22000000.000,,,,21000000.000,
DeferredTaxAssetsNet,,,,,,,,269000000.000,,,,245000000.000,,,,244000000.000,
DeferredTaxAssetsNetNoncurrent,45500000.000,42700000.000,37200000.000,38600000.000,36900000.000,93200000.000,98400000.000,134100000.000,130700000.000,119000000.000,114700000.000,31800000.000,17100000.000,14700000.000,12500000.000,24400000.000,12600000.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,76000000.000,,,,67000000.000,,,,76000000.000,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,,,10000000.000,,,,12000000.000,,,,8000000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,,11000000.000,,,,10000000.000,,,,12000000.000,
DeferredTaxAssetsOther,,,,,,,,21000000.000,,,,23000000.000,,,,25000000.000,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,,30000000.000,,,,30000000.000,,,,30000000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,,,,,106000000.000,,,,95000000.000,,,,85000000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,,,,,,37000000.000,,,,30000000.000,,,,28000000.000,
DeferredTaxAssetsValuationAllowance,,,,,,23100000.000,23100000.000,22000000.000,22500000.000,22500000.000,22500000.000,22000000.000,24300000.000,23600000.000,23600000.000,20000000.000,19600000.000
DeferredTaxLiabilities,,,,,,,,242000000.000,,,,223000000.000,,,,223000000.000,
DeferredTaxLiabilitiesCurrent,137700000.000,133800000.000,132500000.000,133300000.000,131800000.000,120200000.000,118900000.000,106700000.000,104200000.000,105600000.000,103600000.000,,,,,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,,,,,,,,130000000.000,,,,121000000.000,,,,129000000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,,15000000.000,,,,14000000.000,,,,13000000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,97000000.000,,,,88000000.000,,,,81000000.000,
DefinedBenefitPlanEffectOfPlanAmendmentOnAccumulatedBenefitObligation,,,,,,,-5100000.000,,,,,,,,,,
DefinedBenefitPlanEffectOfPlanAmendmentOnNetPeriodicBenefitCost,,,,,,,,,,,,,,,,-8400000.000,
DefinedBenefitPlanEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,,,30000000.000,,,,,,,,,,,,
DefinedBenefitPlanFairValueOfPlanAssets,,,,,,,,680500000.000,,,,608000000.000,,,,587000000.000,
DefinedBenefitPlanWeightedAverageAssetAllocations,,,,,,,,1.000,,,,1.000,,,,1.000,
EmployeeRelatedLiabilitiesCurrent,41800000.000,39500000.000,40200000.000,32800000.000,37200000.000,38700000.000,42600000.000,45100000.000,31800000.000,33000000.000,29400000.000,26300000.000,30900000.000,39000000.000,35500000.000,36800000.000,32600000.000
ExcessOfReplacementOrCurrentCostsOverStatedLIFOValue,,,,,12000000.000,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,25000000.000,,,,31300000.000,,,,35300000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,,25200000.000,,,,21700000.000,,,,18200000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,6000000.000,,,,5400000.000,,,,5100000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,4600000.000,,,,4400000.000,,,,3500000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,4800000.000,,,,4700000.000,,,,4400000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,5000000.000,,,,4900000.000,,,,4700000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,5300000.000,,,,5100000.000,,,,4900000.000,
