,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccountsPayableCurrent,1813278.000,1258690.000,1356256.000,1320305.000,2008357.000
AccountsPayableRelatedPartiesCurrent,29699.000,167223.000,149689.000,60763.000,68876.000
AccountsReceivableNetCurrent,405658.000,261065.000,460107.000,386668.000,209766.000
AccruedLiabilitiesCurrent,157538.000,131437.000,297060.000,204582.000,218072.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,1851977.000
AdditionalPaidInCapital,8129804.000,8257834.000,8384390.000,8398943.000,8411476.000
AssetRetirementObligationCurrent,113686.000,30482.000,,,
Assets,13849503.000,13697024.000,16960274.000,17596131.000,19172755.000
AssetsCurrent,651367.000,470085.000,878236.000,1075563.000,1006902.000
CashAndCashEquivalentsAtCarryingValue,58257.000,35275.000,239917.000,190334.000,332944.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,55606774.000,55614274.000,56471186.000,56476186.000,56476186.000
CommonStockSharesOutstanding,55606774.000,55614274.000,56471186.000,56476186.000,56476186.000
CommonStockValue,55607.000,55614.000,56471.000,56476.000,56476.000
ConvertibleDebt,,,,,4076033.000
ConvertibleDebtNoncurrent,202956.000,225876.000,264367.000,330365.000,468681.000
DebtInstrumentUnamortizedDiscount,3873077.000,3850157.000,3811666.000,3745668.000,3607352.000
DeferredFinanceCostsCurrentNet,,,,,140191.000
DeferredRevenueCurrent,85179.000,154400.000,220234.000,114334.000,
DerivativeLiabilitiesCurrent,4097516.000,3386951.000,2519246.000,3520496.000,4522468.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,675000.000
DueToRelatedPartiesNoncurrent,33610.000,37406.000,43780.000,54709.000,77614.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,155555.000
IntangibleAssetsCurrent,,,,210214.000,
IntangibleAssetsNetExcludingGoodwill,,,328851.000,46894.000,45174.000
Liabilities,10348520.000,8914057.000,9776580.000,10548286.000,12563146.000
LiabilitiesAndStockholdersEquity,13849503.000,13697024.000,16960274.000,17596131.000,19172755.000
LiabilitiesCurrent,7470760.000,6303047.000,5974171.000,6772344.000,8720962.000
LiabilitiesNoncurrent,2877760.000,2611010.000,3802409.000,3775942.000,3842184.000
LoansPayableToBankCurrent,1173864.000,1173864.000,1431686.000,1551864.000,1903189.000
LongTermDebt,,,,,9950111.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,0.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,320000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,320000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,886025.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,6520897.000
LongTermLoansFromBank,2641194.000,2347728.000,3494262.000,3390868.000,3295889.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,1903189.000
OtherReceivablesNetCurrent,,,,50567.000,47556.000
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,0.000
PrepaidExpenseAndOtherAssetsCurrent,187452.000,173745.000,178212.000,237780.000,276445.000
PropertyPlantAndEquipmentGross,,,,,19972656.000
PropertyPlantAndEquipmentNet,13198136.000,13226939.000,15753187.000,16473674.000,18120679.000
RetainedEarningsAccumulatedDeficit,-4684428.000,-3530481.000,-1257167.000,-1407574.000,-1858343.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,825882.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,0.240
SharePrice,,,,,0.610
StockholdersEquity,3500983.000,4782967.000,7183694.000,7047845.000,6609609.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3500983.000,4782967.000,7183694.000,7047845.000,6609609.000
UnamortizedLoanCommitmentAndOriginationFeesAndUnamortizedDiscountsOrPremiumsOther,641390.000,637594.000,631220.000,620291.000,597386.000
