,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayable,208929.000,374429.000,453628.000,471301.000,232187.000,160050.000,,,,,,,,,,,,,,,
AccountsPayableCurrent,,,,,,,363346.000,389220.000,548975.000,272509.000,144684.000,144689.000,286402.000,221397.000,483522.000,475650.000,,924089.000,1444825.000,1646592.000,1876760.000
AccountsReceivableGross,,,,,,,,,,,10165.000,,,,,,,,,,
AccountsReceivableNet,,,,,,,,,,,,9900.000,9450.000,22662.000,22610.000,71206.000,,18118.000,24976.000,8495.000,41369.000
AccruedLiabilitiesCurrent,,,,,,,,,,585800.000,695800.000,805800.000,905800.000,1043300.000,1070800.000,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,1450489.000,1692202.000,1764697.000,2054383.000,975711.000,,1424089.000,1944825.000,2146592.000,2376760.000
AccruedPayrollTaxes,56.000,21.000,2231.000,63.000,63.000,84.000,,,,,,,,,,,,,,,
AccruedPayrollTaxesCurrent,,,,63.000,63.000,84.000,476.000,42.000,42.000,,,,,,61.000,61.000,,,,,
AccruedPayrollTaxesCurrentAndNoncurrent,,,2231.000,,,,476.000,,,,,,,,,,,,,,
AccruedSalaries,,,28333.000,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-438.000,-506.000,-575.000,-645.000,-714.000,-843.000,-1426.000,-2007.000,-2590.000,2303.000,-3075.000,-3846.000,-4617.000,-5467.000,-6397.000,-7692.000,,-9582.000,-10809.000,12036.000,13263.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,,,,,,,,,,,,-6397.000,,,,,,
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,,,,,13133804.000,,,,,,,,
AdditionalPaidInCapital,3178583.000,3565403.000,3565403.000,3765203.000,4214703.000,5113703.000,5718223.000,6085015.000,6984015.000,9056279.000,10045178.000,11034079.000,11933079.000,12879982.000,13498047.000,15921578.000,,17028580.000,17043485.000,17087950.000,17194878.000
Assets,115170.000,101193.000,44489.000,63443.000,94987.000,578830.000,833718.000,357404.000,588024.000,1727647.000,1443329.000,987365.000,549983.000,188971.000,209190.000,591109.000,,453416.000,446111.000,86379.000,159874.000
AssetsCurrent,113178.000,99269.000,42634.000,61658.000,93271.000,523879.000,775799.000,300066.000,531269.000,1662522.000,1378976.000,897684.000,457723.000,151478.000,165825.000,477595.000,,354598.000,352659.000,65803.000,145718.000
AssetsNet,,,,,,,,,,,,,,,,,,,16061.000,14834.000,13607.000
BusinessAcquisitionPurchasePriceAllocationEquipment,-2625.000,-2625.000,-2625.000,-2625.000,-2625.000,-5989.000,-9540.000,,,,,,,,,,,,,,
Cash,111194.000,98221.000,41586.000,60610.000,92223.000,517831.000,774751.000,299018.000,530221.000,1626521.000,1087618.000,623257.000,207471.000,104030.000,80480.000,208527.000,,21781.000,10106.000,5942.000,30182.000
CashAndCashEquivalentsAtCarryingValue,,,,,,,,299018.000,530221.000,1626521.000,1087618.000,623257.000,207471.000,104030.000,80480.000,208527.000,,,10106.000,5942.000,30182.000
CashEquivalentsAtCarryingValue,111194.000,98221.000,41586.000,60610.000,92223.000,517831.000,774751.000,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,48818.000,49249.000,49249.000,49449.000,49949.000,50949.000,51598.000,52006.000,,55306.000,56406.000,57506.000,58506.000,59506.000,60156.000,62417.000,,63592.000,63687.000,63722.000,63794.000
CommonStockSharesAuthorized,,,,,,,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,,,,,,,,52006286.000,,0.000,56406286.000,57506286.000,58506286.000,0.000,60156286.000,62417086.000,,63592086.000,63687086.000,63722086.000,63794586.000
CommonStockSharesOutstanding,,,,,,,,,53006286.000,55306286.000,,,,,,,,,,,
ConvertibleNotesPayable,150000.000,150000.000,150000.000,150000.000,150000.000,150000.000,150000.000,,,,,,,,,,,,,,
CumulativeEarningsDeficit,,,,,,,,,,,,,,,,,,-18062845.000,-18605886.000,-19211885.000,-19515558.000
DebtConversionConvertedInstrumentAmount,150000.000,150000.000,150000.000,150000.000,150000.000,150000.000,150000.000,,,,,,,,,,,,,,
DeferredIncomeTaxesAndOtherAssetsCurrent,,,,,,,,,,,,,5502973.000,,,,,,,,
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,,,42376.000,,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,955821.000,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,6898349.000,,,,13030322.000,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,,,,2937173.000,,,,,,,,,,,,
Deposits,1048.000,1048.000,1048.000,1048.000,1048.000,51048.000,51048.000,51048.000,51048.000,51048.000,51048.000,77147.000,80497.000,25007.000,28869.000,97404.000,,81530.000,77391.000,5742.000,549.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-3321160.000,-3887909.000,-4054355.000,-4222573.000,-4401915.000,-4745956.000,-5299925.000,-6168879.000,-6998014.000,-8242247.000,-9998739.000,-11554709.000,-13133804.000,-14515214.000,,,,,,,
DueToEmployees,-8972.000,,,,,,,,,,,,,,,,,,,,
InventoryGross,,,,,,,,,,26903.000,280145.000,263479.000,239754.000,23738.000,61687.000,196814.000,,303044.000,311411.000,47159.000,71898.000
