,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableRelatedPartiesCurrent,2000.000,,,,
AccountsPayableTradeCurrent,2338000.000,459000.000,2180000.000,9861000.000,220000.000
AccountsReceivableNetCurrent,45851000.000,48238000.000,63434000.000,81463000.000,97162000.000
AdditionalPaidInCapital,588583000.000,593943000.000,597900000.000,1173053000.000,1182006000.000
AssetRetirementObligation,6499000.000,6855000.000,7846000.000,10505000.000,12337000.000
AssetRetirementObligationCurrent,60000.000,60000.000,51000.000,9000.000,9000.000
AssetRetirementObligationsNoncurrent,6439000.000,6795000.000,7795000.000,10496000.000,12328000.000
Assets,1321417000.000,1355451000.000,1475620000.000,2756809000.000,3087117000.000
AssetsCurrent,244916000.000,163737000.000,72337000.000,329121000.000,123265000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,680532000.000,892027000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,,,,396000.000,1055000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,,,,1258000.000,1390000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,1638000.000,2734000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,678894000.000,889293000.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,135689000.000,160779000.000,188798000.000,227195000.000,277347000.000
CapitalizedCostsOilAndGasProducingActivitiesNet,1059287000.000,,,,
CapitalizedCostsProvedProperties,1084881000.000,,,,
CapitalizedCostsUncompletedWellsEquipmentAndFacilities,38244000.000,46589000.000,48507000.000,47138000.000,54122000.000
CapitalizedCostsUnprovedProperties,110095000.000,,,,
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,634980000.000,748900000.000,887884000.000,1111196000.000,1314766000.000
CashAndCashEquivalentsAtCarryingValue,196888000.000,113025000.000,5514000.000,243302000.000,4997000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,82189089.000,82129089.000,82129089.000,96935339.000,97134446.000
CommonStockSharesOutstanding,82189089.000,82129089.000,82129089.000,96935339.000,97134446.000
CommonStockValue,821000.000,821000.000,821000.000,969000.000,971000.000
DebtInstrumentFaceAmount,,,,1150000000.000,
DeferredTaxAssetsDerivativeInstruments,,2080000.000,,,
DeferredTaxAssetsGrossCurrent,,480000.000,,,
DeferredTaxAssetsGrossNoncurrent,,53495000.000,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,380000.000,739000.000,2670000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,43164000.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,1135000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,1406000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations,,519000.000,,,
DeferredTaxLiabilitiesCurrent,14529000.000,,,,4450000.000
DeferredTaxLiabilitiesGrossCurrent,,100000.000,,,
DeferredTaxLiabilitiesGrossNoncurrent,,145892000.000,,,
DeferredTaxLiabilitiesNoncurrent,67878000.000,92397000.000,102094000.000,109748000.000,141070000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,145892000.000,,,
DepositsAssetsNoncurrent,,,4400000.000,,
DerivativeAssetsCurrent,,,,,16948000.000
DerivativeAssetsNoncurrent,1211000.000,2330000.000,1505000.000,318000.000,9327000.000
DerivativeLiabilitiesCurrent,10185000.000,8354000.000,14013000.000,33542000.000,
DerivativeLiabilitiesNoncurrent,992000.000,,,3320000.000,
InterestPayableCurrent,16802000.000,7790000.000,17049000.000,14293000.000,33337000.000
InventoryCrudeOilProductsAndMerchandise,,499000.000,,,
InventoryNet,972000.000,928000.000,853000.000,1176000.000,1910000.000
InventoryRawMaterialsAndSuppliesNetOfReserves,,429000.000,,,
Liabilities,711690000.000,717616000.000,814391000.000,1512106000.000,1758561000.000
LiabilitiesAndStockholdersEquity,1321417000.000,1355451000.000,1475620000.000,2756809000.000,3087117000.000
LiabilitiesCurrent,136272000.000,118323000.000,155403000.000,238402000.000,219011000.000
LongTermDebt,,500000000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,500000000.000,,,
LongTermDebtNoncurrent,500000000.000,500000000.000,549000000.000,1150000000.000,1386000000.000
MinorityInterest,10045000.000,10788000.000,11450000.000,11730000.000,13935000.000
MinorityInterestOwnershipPercentageByNoncontrollingOwners,,,,0.019,0.019
OilAndGasPropertyFullCostMethodNet,,1173258000.000,1381904000.000,2399365000.000,2927031000.000
OperatingLeasesFutureMinimumPaymentsDue,,1316000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,467000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,378000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,471000.000,,,
OtherAssetsCurrent,1205000.000,1166000.000,1797000.000,510000.000,2248000.000
OtherAssetsNoncurrent,1400000.000,1447000.000,1364000.000,2097000.000,2393000.000
