,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,800000.000,,,,,,,,,,
AccountsPayableCurrent,2332374.000,2216295.000,2117240.000,1894043.000,1572580.000,1533117.000,1347573.000,1300310.000,1291450.000,828913.000,159419.000,155723.000,279201.000,283617.000,230134.000,187605.000,178827.000,138037.000,145249.000,176577.000
AccountsReceivableNetCurrent,1500010.000,2053233.000,1414111.000,1070293.000,1220964.000,1095164.000,635022.000,634594.000,780960.000,72707.000,163788.000,83368.000,33847.000,71092.000,42101.000,66400.000,33692.000,20839.000,1265.000,3376.000
AccruedLiabilitiesCurrent,636055.000,769013.000,590303.000,708874.000,772305.000,704013.000,735357.000,867350.000,879087.000,372177.000,343805.000,361816.000,311595.000,325776.000,329103.000,302729.000,339143.000,309834.000,338936.000,341815.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,1247819.000,,,,,,,409443.000,,,,256762.000,
AdditionalPaidInCapital,10044231.000,10081102.000,10118548.000,10164724.000,10206233.000,11702890.000,11744398.000,11783945.000,11791080.000,11798714.000,11802479.000,11798865.000,11800865.000,11803865.000,11806865.000,11808236.000,11809607.000,11810978.000,11812349.000,7774006.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,61349.000,,,,,,,80790.000,30318.000,35473.000,39241.000,3741.000,3741.000
AllowanceForDoubtfulAccountsReceivableCurrent,70908.000,94516.000,139528.000,,172777.000,212782.000,188725.000,,41138.000,51425.000,38860.000,,,,,,,,,
Assets,11856724.000,11924681.000,10946975.000,10384652.000,9564069.000,9808963.000,9192121.000,7966033.000,7890466.000,1650940.000,1059242.000,854340.000,582267.000,332054.000,180663.000,143227.000,129261.000,62901.000,44057.000,18219.000
AssetsCurrent,2136505.000,2727352.000,2247898.000,2092744.000,1683612.000,2339548.000,2131933.000,1877409.000,2209361.000,1596539.000,1015126.000,815629.000,546235.000,298696.000,177979.000,143226.000,129261.000,62897.000,44057.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,19721.000,,,31555.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,19721.000,,,31555.000,
CapitalLeaseObligationsCurrent,,,,10704.000,10704.000,10704.000,10704.000,10704.000,10704.000,10704.000,10704.000,10514.000,7919.000,5302.000,2662.000,,,,,
CapitalLeaseObligationsNoncurrent,,,,18988.000,16557.000,14105.000,11633.000,9139.000,6623.000,4086.000,1528.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,444986.000,580347.000,727327.000,890415.000,356882.000,1119797.000,1379303.000,1150880.000,1340888.000,587057.000,732623.000,640454.000,434667.000,166762.000,70746.000,38764.000,88097.000,38542.000,1268.000,4074.000
CashFDICInsuredAmount,,,,,,,,250000.000,,,,,,,250000.000,,,,250000.000,
CashUninsuredAmount,,,,,,,,853432.000,,,,,,,0.000,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,146972901.000,147547607.000,147547607.000,147547607.000,147547607.000,157313704.000,157313704.000,157313704.000,157313704.000,156813704.000,156813704.000,162937110.000,162937110.000,162937110.000,162937110.000,162937110.000,162937110.000,162937110.000,4655338.000,4655338.000
CommonStockSharesOutstanding,146972901.000,147547607.000,147547607.000,147547607.000,147547607.000,157313704.000,157313704.000,157313704.000,157313704.000,157313704.000,156813704.000,162937110.000,162937110.000,162937110.000,162937110.000,162937110.000,162937110.000,162937110.000,4655338.000,4655338.000
CommonStockValue,146972.000,147547.000,147547.000,147547.000,147547.000,157313.000,157313.000,157313.000,157313.000,156813.000,156813.000,162937.000,162937.000,162937.000,162937.000,162937.000,162937.000,162937.000,162937.000,162937.000
DeferredFinanceCostsNet,,,,,,,,537313.000,449393.000,,,,,,,,,,,
DeferredRevenueCurrent,329934.000,700589.000,516498.000,385146.000,302585.000,632836.000,483101.000,327545.000,239247.000,44124.000,70072.000,34494.000,72227.000,58627.000,75687.000,,,300.000,499.000,1563.000
DeferredTaxAssetsGross,,,,,,,,4670825.000,,,,,,,4988429.000,,,,4711090.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,864042.000,,,,,,,2145327.000,,,,2175071.000,
DeferredTaxAssetsOther,,,,,,,,305144.000,,,,,,,155735.000,,,,133513.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,1947009.000,,,,,,,1956714.000,,,,1956714.000,
DeferredTaxAssetsTaxDeferredExpenseOther,,,,,,,,1113051.000,,,,,,,741298.000,,,,458137.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,4670825.000,,,,,,,4988429.000,,,,4711090.000,
DeferredTaxLiabilitiesOther,,,,,,,,23497.000,,,,,,,10645.000,,,,12345.000,
DerivativeLiabilitiesCurrent,,,,,,,,873861.000,906621.000,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,,,,,,,,9378.000,
DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,13234.000,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,267259.000,225750.000,165117.000,86642.000,41425.000,33237.000,,,,,26835.000,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,,,,,23753.000,17625.000,33656.000,30622.000,,11781.000,10363.000,8967.000,7866.000,6825.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,6322579.000,6712036.000,7101493.000,7490950.000,6880407.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,1557828.000,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,1298186.000,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,1557828.000,,,,,,,,,,,,
FiniteLivedIntangibleAssetsGross,,,,,11904792.000,11904792.000,11904792.000,11904792.000,10904792.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsNet,,,,,,,,4413842.000,4024385.000,,,,,,,,,,,
Goodwill,2136836.000,2136836.000,2136836.000,2136836.000,2136836.000,2136836.000,2136836.000,1581850.000,1581850.000,,,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,27770.000,,,,5582213.000,5192756.000,4803299.000,,,,,,,,,,,,,
Liabilities,13079908.000,13581827.000,13210181.000,13070155.000,12362762.000,11206280.000,10671338.000,10384783.000,10417526.000,1615278.000,924486.000,901505.000,1009900.000,1012280.000,985810.000,842526.000,856928.000,787129.000,833020.000,858913.000
LiabilitiesAndStockholdersEquity,11856724.000,11924681.000,10946975.000,10384652.000,9564069.000,9808963.000,9192121.000,7966033.000,7890466.000,1650940.000,1059242.000,854340.000,582267.000,332054.000,180663.000,143227.000,129261.000,62901.000,44057.000,18219.000
LiabilitiesCurrent,4918628.000,5346879.000,4802205.000,5822304.000,5377877.000,5364260.000,4451230.000,7412204.000,7827069.000,1349593.000,698714.000,702753.000,772910.000,800782.000,799804.000,707504.000,760144.000,728583.000,833020.000,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,,,13234.000,,,9378.000,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,13234.000,,,9378.000,
LongTermDebt,,,,,9797388.000,8258189.000,7878189.000,7533189.000,7533189.000,355274.000,338958.000,338958.000,338958.000,338958.000,338958.000,338958.000,338958.000,338958.000,338958.000,338958.000
LongTermDebtCurrent,,,,,2277146.000,2093225.000,2220784.000,4352979.000,4802733.000,93675.000,114714.000,140206.000,101968.000,127460.000,152952.000,203936.000,242174.000,-280412.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,4352979.000,,,,,,,152952.000,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,472996.000,,,,,,,33054.000,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,2707214.000,,,,,,,152952.000,,,,338958.000,
