,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccretionExpense,,,124901.000,,,,169751.000,,,,230707.000,,
AllocatedShareBasedCompensationExpense,,,,,,,,298581.000,99527.000,,,,
AmortizationOfDebtDiscountPremium,,,811468.000,,,,703295.000,,,,289348.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,11431.000,,,,-107875.000,,,,-77.000,,
CostOfGoodsAndServicesSold,14014.000,127046.000,115853.000,75532.000,30827.000,29505.000,136757.000,120000.000,120000.000,282459.000,120000.000,120000.000,120000.000
DepreciationDepletionAndAmortization,,,3523.000,,,,2717.000,,,,,,
DerivativeGainOnDerivative,,,,,,,,,,,15600.000,31745.000,-106666.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.090,-0.090,-0.090,-0.200,-0.100,-0.080,-0.060,0.520,0.030,0.010,-0.000
ForeignCurrencyTransactionGainLossBeforeTax,1099.000,2412.000,-4797.000,-630.000,13335.000,-11789.000,-21882.000,,,,,,76721.000
GainLossOnDispositionOfProperty,,,,,,,31087.000,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,2926717.000,,,,,,,,,,
GrossProfit,-13689.000,42691.000,88711.000,5384.000,-16595.000,-10574.000,-121714.000,-120000.000,-120000.000,-282459.000,-120000.000,-120000.000,-120000.000
IncreaseDecreaseInAccountsPayable,,,-5745.000,,,,100347.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,,,286866.000,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,91728.000,,,,410460.000,,,,,,
IncreaseDecreaseInInventories,,,-65990.000,,,,-5236.000,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-20533.000,,,,-4099.000,,,,,,
InterestExpense,1345329.000,1394671.000,1022019.000,1139969.000,1042795.000,1358153.000,967686.000,885253.000,858979.000,642948.000,626786.000,599194.000,665442.000
LossContingencyDamagesAwardedValue,,,,,,,,,,,426000.000,,
LossContingencyLossInPeriod,,,,,,,31087.000,11517.000,0.000,0.000,,,
NetCashProvidedByUsedInFinancingActivities,,,288305.000,,,,115377.000,,,,30000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,288305.000,,,,115377.000,,,,30000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-1792.000,,,,900.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1792.000,,,,900.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-275082.000,,,,-224152.000,,,,-30077.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-275082.000,,,,-224152.000,,,,-30077.000,,
NetIncomeLoss,,,1536601.000,-1568448.000,-1493177.000,-3682972.000,-1925372.000,-1518578.000,-1176602.000,-1038997.000,-851998.000,-904302.000,-936340.000
OperatingExpenses,396514.000,364333.000,452011.000,433233.000,447122.000,2302456.000,814090.000,513325.000,197623.000,54750.000,120812.000,216853.000,120953.000
OperatingIncomeLoss,-410203.000,-321642.000,-363300.000,-427849.000,-463717.000,-2313030.000,-935804.000,-633325.000,-317623.000,-337209.000,-240812.000,-336853.000,-240953.000
PaymentsToAcquirePropertyPlantAndEquipment,,,1792.000,,,,,,,,,,
ProceedsFromLinesOfCredit,,,,,,,15377.000,,,,,,
ProceedsFromNotesPayable,,,,,,,100000.000,,,,30000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,900.000,,,,,,
ProceedsFromShortTermDebt,,,1023.000,,,,,,,,,,
ProfitLoss,-1754433.000,-1713901.000,,,,,,,,,,,
ResearchAndDevelopmentExpense,78992.000,51261.000,50562.000,49626.000,57964.000,58580.000,53202.000,,,,,,
Revenues,325.000,169737.000,204564.000,80916.000,14232.000,18931.000,15043.000,,,,,,
SalesRevenueNet,325.000,169737.000,204564.000,80916.000,14232.000,18931.000,15043.000,,,,,,
SellingGeneralAndAdministrativeExpense,317522.000,313072.000,401449.000,383607.000,389158.000,1028874.000,760888.000,214744.000,98096.000,-243833.000,120812.000,216853.000,120953.000
ShareBasedCompensation,,,,,,,298582.000,,,,,,
StockIssued1,,,,,,,,,,,77401.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,17548057.000,17548057.000,17548057.000,-34631270.000,19986471.000,19986471.000,19986471.000,-39605025.000,30624478.000,123358142.000,377826733.000
