,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableCurrent,111000.000,60000.000,147000.000,196000.000,415000.000,7577000.000,6604000.000,6099000.000,11655000.000,15558000.000,7072000.000,7139000.000
AccountsReceivableNet,,,,,,,,,,,8178000.000,
AccountsReceivableNetCurrent,872000.000,1272000.000,1985000.000,2645000.000,3075000.000,7519000.000,11745000.000,15114000.000,3162000.000,15598000.000,8178000.000,6422000.000
AccruedLiabilitiesCurrent,14269000.000,16242000.000,10422000.000,7075000.000,20946000.000,12354000.000,10230000.000,12007000.000,7049000.000,6033000.000,5302000.000,4550000.000
AccruedProfessionalFeesCurrent,,,,,,,101000.000,,,,89000.000,
AccruedSalariesCurrent,,,,,,,,,,,1315000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,225000.000,,,,282000.000,
AdditionalPaidInCapitalCommonStock,155900000.000,156610000.000,158438000.000,160095000.000,161976000.000,163223000.000,164577000.000,168203000.000,170073000.000,172718000.000,175094000.000,180405000.000
Assets,106103000.000,105738000.000,95124000.000,83746000.000,78969000.000,105482000.000,94755000.000,108687000.000,87768000.000,101684000.000,88442000.000,80117000.000
AssetsCurrent,56838000.000,56492000.000,45827000.000,34460000.000,29704000.000,55950000.000,37783000.000,51773000.000,30887000.000,50834000.000,37746000.000,29575000.000
CapitalizedComputerSoftwareGross,,,,,,,245000.000,,,,271000.000,
CashAndCashEquivalentsAtCarryingValue,55687000.000,44809000.000,33628000.000,31604000.000,26521000.000,40342000.000,25718000.000,36421000.000,27646000.000,34668000.000,29153000.000,22902000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000
CommonStockSharesIssued,9881340.000,9881340.000,9949422.000,9949422.000,10015297.000,10015297.000,10015297.000,10114029.000,10273224.000,10371155.000,10459233.000,10805611.000
CommonStockSharesOutstanding,9881340.000,9881340.000,9949422.000,9949422.000,10015297.000,10015297.000,10015297.000,10114029.000,10273224.000,10371155.000,10459233.000,10805611.000
CommonStockValue,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,11000.000
DebtInstrumentInterestRateStatedPercentage,,,,,0.100,,,,,,,
DeferredFinanceCostsNoncurrentNet,,,,,,275000.000,238000.000,200000.000,163000.000,1640000.000,1493000.000,1347000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,42688000.000,,,,51470000.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,117600000.000,,,,149200000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,33500000.000,,,,43100000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,2283000.000,,,,2259000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,2567000.000,,,,4261000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,360000.000,,,,382000.000,
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,360000.000,,,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,47758000.000,,,,,
DeferredTaxLiabilities,,,,,,,,,,,242000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,204000.000,220000.000,,,200000.000,200000.000,200000.000,,,,,
DeferredTaxLiabilitiesNoncurrent,,,,,,,-220000.000,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,,500000.000,1000000.000
DueToRelatedPartiesNoncurrent,,,,,,,,,,15000000.000,14500000.000,14000000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,4600000.000,,,,1900000.000,
FurnitureAndFixturesGross,,,,,,,98000.000,,,,98000.000,
Goodwill,49116000.000,49116000.000,49116000.000,49116000.000,49116000.000,49116000.000,49116000.000,49116000.000,49116000.000,49116000.000,49116000.000,49116000.000
GoodwillImpairedAccumulatedImpairmentLoss,,,,,,,,,,,0.000,0.000
InterestPayableCurrent,,,,,,,344000.000,,,,634000.000,
Liabilities,14584000.000,26522000.000,20801000.000,17524000.000,31635000.000,60187000.000,57158000.000,58498000.000,59164000.000,79119000.000,70001000.000,69415000.000
LiabilitiesAndStockholdersEquity,106103000.000,105738000.000,95124000.000,83746000.000,78969000.000,105482000.000,94755000.000,108687000.000,87768000.000,101684000.000,88442000.000,80117000.000
LiabilitiesCurrent,14380000.000,16843000.000,11920000.000,9433000.000,24334000.000,22093000.000,22239000.000,26755000.000,30596000.000,27471000.000,22954000.000,26969000.000
LoansPayableToBankCurrent,,541000.000,1351000.000,2162000.000,2973000.000,,,,,,,
LongTermDebt,,,,,,40000000.000,40000000.000,,,,,
LongTermDebtCurrent,,,,,,2162000.000,5405000.000,8649000.000,11892000.000,5880000.000,10080000.000,14280000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,5405000.000,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,8649000.000,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,12973000.000,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,12973000.000,,,,,
LongTermDebtNoncurrent,,,,,,37838000.000,34595000.000,31351000.000,28108000.000,36120000.000,31920000.000,27720000.000
LongTermDebtPercentageBearingFixedInterestRate,,,,,0.102,0.100,0.100,,,,,
LongTermLoansFromBank,,9459000.000,8649000.000,7838000.000,7027000.000,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,90000.000,,,,80000.000,
OtherAccruedLiabilitiesCurrent,,,,,,,11000.000,,,,,
OtherEmployeeRelatedLiabilitiesCurrent,,,,,,,1181000.000,,,,,
OtherLiabilitiesNoncurrent,,,232000.000,253000.000,274000.000,256000.000,324000.000,392000.000,460000.000,528000.000,627000.000,726000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,,,,,,,0.000
PrepaidExpenseCurrent,279000.000,411000.000,214000.000,211000.000,108000.000,589000.000,320000.000,238000.000,79000.000,568000.000,415000.000,251000.000
PropertyPlantAndEquipmentGross,,,,,,,343000.000,,,,369000.000,
PropertyPlantAndEquipmentNet,149000.000,130000.000,181000.000,170000.000,149000.000,141000.000,118000.000,98000.000,102000.000,94000.000,87000.000,79000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,10000000.000,10000000.000,,0.000,7500000.000,,,,,,
RestrictedCashAndInvestmentsNoncurrent,,,,,,,7500000.000,7500000.000,7500000.000,,,
RetainedEarningsAccumulatedDeficit,-64391000.000,-77404000.000,-84125000.000,-93883000.000,-114652000.000,-117938000.000,-126990000.000,-118024000.000,-141479000.000,-150163000.000,-156663000.000,-169714000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,1778641.000,1778641.000,1778641.000,1778641.000,2178641.000,2178641.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,842000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,11.440,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,,11396000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,1643000.000,1643000.000,1644000.000,1545000.000,1520000.000,1422000.000,,1060000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,12.330,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,,,,,,11134000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,,,,1596000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,,,,,,12.290,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,,6581000.000,,,,,
StockholdersEquity,91519000.000,79216000.000,74323000.000,66222000.000,47334000.000,45295000.000,37597000.000,50189000.000,28604000.000,22565000.000,18441000.000,10702000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,91519000.000,79216000.000,74323000.000,66222000.000,47334000.000,45295000.000,37597000.000,50189000.000,28604000.000,22565000.000,18441000.000,10702000.000
