,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,129127000.000,155096000.000,168374000.000,172100000.000,157300000.000,151600000.000,142300000.000,116500000.000,79500000.000,74800000.000,73200000.000,71800000.000,72400000.000
AccountsReceivableNetCurrent,188504000.000,207287000.000,216893000.000,236300000.000,207400000.000,199600000.000,220500000.000,192400000.000,127000000.000,123200000.000,150900000.000,145100000.000,131700000.000
AccruedIncomeTaxesCurrent,12155000.000,18446000.000,13173000.000,14000000.000,15100000.000,14300000.000,3000000.000,1500000.000,400000.000,1900000.000,5400000.000,6800000.000,7800000.000
AccruedMarketingCostsCurrent,,,,,,,,,,,,3200000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,430958000.000,433872000.000,476480000.000,466400000.000,478600000.000,505000000.000,508100000.000,511500000.000,407400000.000,410300000.000,422400000.000,400100000.000,418100000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,27221000.000,18122000.000,-16120000.000,-53300000.000,-105300000.000,-96900000.000,-115300000.000,-126200000.000,-110700000.000,-116600000.000,-89500000.000,-132100000.000,-115400000.000
AdditionalPaidInCapital,1365656000.000,1367987000.000,1369515000.000,1372600000.000,1375200000.000,1378800000.000,1445500000.000,1449900000.000,1454500000.000,1490100000.000,1494700000.000,1499800000.000,1505300000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1035000.000,838000.000,760000.000,800000.000,800000.000,800000.000,700000.000,1800000.000,1500000.000,2200000.000,2200000.000,1700000.000,1600000.000
Assets,2082340000.000,2072988000.000,2011530000.000,1998500000.000,1894300000.000,1893900000.000,1980800000.000,1697700000.000,1636800000.000,1627700000.000,1581800000.000,1515100000.000,1530300000.000
AssetsCurrent,422242000.000,431735000.000,435158000.000,474000000.000,438100000.000,434000000.000,471600000.000,419300000.000,313900000.000,324000000.000,348900000.000,330100000.000,324300000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,57300000.000,66400000.000,2400000.000,900000.000,800000.000
CapitalLeaseObligations,,,,7000000.000,,13600000.000,,,,,,,
CapitalLeaseObligationsNoncurrent,,,,5800000.000,,,,15400000.000,,,,13200000.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,8900000.000,,,,23100000.000,,,,18600000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,1200000.000,,,,3100000.000,,,,2300000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,900000.000,,,,2500000.000,,,,2300000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,900000.000,,,,2500000.000,,,,2300000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,800000.000,,,,2500000.000,,,,2300000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,1100000.000,,,,2500000.000,,,,2300000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,4000000.000,,,,10000000.000,,,,7100000.000,
CashAndCashEquivalentsAtCarryingValue,51379000.000,44610000.000,34295000.000,55200000.000,38600000.000,37000000.000,57900000.000,63300000.000,44200000.000,47200000.000,60000000.000,66200000.000,63300000.000
CommitmentsAndContingencies,,,,,,,0.000,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000
CommonStockSharesIssued,85027624.000,85038904.000,85040539.000,85061449.000,85111493.000,85118752.000,88437011.000,88451564.000,88583740.000,88648055.000,88723645.000,88737284.000,89233039.000
CommonStockValue,850000.000,850000.000,850000.000,900000.000,900000.000,900000.000,900000.000,900000.000,900000.000,900000.000,900000.000,900000.000,900000.000
DebtCurrent,3750000.000,7500000.000,11250000.000,15000000.000,18800000.000,22500000.000,26300000.000,30000000.000,29500000.000,2600000.000,6100000.000,9700000.000,13200000.000
DebtInstrumentCarryingAmount,,,,,,,,430000000.000,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,,18.425,18.425,18.425,18.425
DeferredCompensationLiabilityClassifiedNoncurrent,,,,24300000.000,,,,18600000.000,,,,18700000.000,
DeferredIncomeTaxLiabilities,,,,81300000.000,,,,31800000.000,,,,45600000.000,
DeferredTaxAssetsGross,,,,132400000.000,,,,212500000.000,,,,200200000.000,
DeferredTaxAssetsHedgingTransactions,,,,,,,,,,,,14600000.000,
DeferredTaxAssetsInventory,,,,6900000.000,,,,7500000.000,,,,7500000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,9800000.000,,,,0.000,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,10000000.000,,,,16300000.000,,,,15000000.000,
DeferredTaxAssetsNet,,,,51700000.000,,,,29700000.000,,,,38900000.000,
DeferredTaxAssetsNetCurrent,12597000.000,8040000.000,6619000.000,,11300000.000,10300000.000,6500000.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,101300000.000,,,,151600000.000,,,,148200000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,6300000.000,,,,20100000.000,,,,4400000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,1700000.000,,,,1500000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,,11300000.000,,,,14500000.000,,,,19000000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,4800000.000,,,,17100000.000,,,,6500000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,100000.000,,,,200000.000,,,,,
DeferredTaxAssetsValuationAllowance,,,,80700000.000,,,,182800000.000,,,,161300000.000,
DeferredTaxLiabilities,,,,29600000.000,,,,2100000.000,,,,6700000.000,
DeferredTaxLiabilitiesCurrent,,,,200000.000,,,,0.000,,,,,
DeferredTaxLiabilitiesDeferredExpenseDeferredFinancingCosts,,,,,,,,,,,,11600000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,79400000.000,,,,30200000.000,,,,27300000.000,
