,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-9540000.000,-7308000.000,-6084000.000,-4180000.000,-3054000.000
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,154000.000,67000.000,25000.000,51000.000,-48000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,713000.000,667000.000,637000.000,625000.000,809000.000
AllocatedShareBasedCompensationExpense,,700000.000,600000.000,600000.000,800000.000
AmortizationOfIntangibleAssets,,300000.000,300000.000,300000.000,100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,214468.000,100000.000,97870.000,97870.000
AssumedPremiumsEarned,,,10129000.000,11786000.000,17349000.000
AssumedPremiumsEarnedPropertyAndCasualty,,8825000.000,,,
AssumedPremiumsWritten,,,10461000.000,12182000.000,18629000.000
AssumedPremiumsWrittenPropertyAndCasualty,,8869000.000,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,1107000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,9375000.000,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,10500000.000,,
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,6600000.000,5200000.000,5400000.000,6200000.000
BenefitsLossesAndExpenses,417734000.000,454644000.000,547234000.000,591176000.000,598241000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-3380000.000,18307000.000,-6297000.000,17899000.000,18361000.000
CashDividendsPaidToParentCompany,,60000000.000,10000000.000,10000000.000,0.000
CededPremiumsEarned,,,-89092000.000,-104283000.000,115529000.000
CededPremiumsEarnedPropertyAndCasualty,,81909000.000,,,
CededPremiumsWritten,,,-94389000.000,-113429000.000,119693000.000
CededPremiumsWrittenPropertyAndCasualty,,81255000.000,,,
CommonStockDividendsPerShareCashPaid,0.360,2.400,0.440,0.480,0.520
ComprehensiveIncomeNetOfTax,46938000.000,48367000.000,5220000.000,16228000.000,4469000.000
CurrentFederalTaxExpenseBenefit,,14477000.000,3350000.000,1014000.000,8142000.000
CurrentStateAndLocalTaxExpenseBenefit,,84000.000,232000.000,265000.000,360000.000
DeferredFederalIncomeTaxExpenseBenefit,,-1026000.000,537000.000,-540000.000,-1865000.000
DeferredIncomeTaxExpenseBenefit,-4087000.000,-1219000.000,708000.000,-125000.000,-1865000.000
DeferredPolicyAcquisitionCostAmortizationExpense,,79351000.000,82240000.000,84954000.000,84975000.000
DefinedContributionPlanCostRecognized,,,,,600000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,900000.000,1000000.000,1000000.000,100000.000
Depreciation,,4800000.000,5100000.000,5200000.000,5000000.000
DepreciationAndAmortization,3971000.000,4813000.000,3878000.000,5512000.000,5133000.000
DirectPremiumsEarned,,,604673000.000,649764000.000,683967000.000
DirectPremiumsEarnedPropertyAndCasualty,,531133000.000,,,
DirectPremiumsWritten,,,621532000.000,676821000.000,708490000.000
DirectPremiumsWrittenPropertyAndCasualty,,564601000.000,,,
DividendsCommonStockCash,7007000.000,47079000.000,8673000.000,9513000.000,10362000.000
EarningsPerShareBasic,1.840,1.760,0.890,0.560,1.050
EarningsPerShareDiluted,1.830,1.750,0.890,0.560,1.050
