,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,-17000.000,,,,-2000.000,,,,,,,,-47000.000
AccretionExpense,91000.000,68000.000,55000.000,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,40000.000,0.000,,585000.000,,227000.000,227000.000,183000.000,139000.000,90000.000,95000.000,81000.000,159000.000,402000.000
AmortizationOfDebtDiscountPremium,,,,32000.000,,34000.000,35000.000,35000.000,33000.000,32000.000,30000.000,,,
AmortizationOfFinancingCosts,25000.000,17000.000,21000.000,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,1000.000,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,,,,,-13000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,3793000.000,,,,3871000.000,,,,-735000.000,,,,-3906000.000
ComprehensiveIncomeNetOfTax,-3106000.000,-8457000.000,-8749000.000,-8225000.000,-5280000.000,-4303000.000,-3739000.000,-3655000.000,-2500000.000,-2242000.000,-4091000.000,-4284000.000,-547000.000,-2632000.000
DebtInstrumentPeriodicPaymentPrincipal,,1661000.000,,,,,,,,,,,,
Depreciation,21000.000,21000.000,,,,5000.000,,,,5000.000,,,,2000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,-1619000.000,-350000.000,,-86000.000
EarningsPerShareBasicAndDiluted,-0.310,-0.520,-0.530,-0.490,-0.310,-0.260,-0.220,-0.220,-0.140,-0.130,-0.210,-0.170,0.020,-0.090
EffectOfExchangeRateOnCashAndCashEquivalents,,-10000.000,,,,-7000.000,,,,1000.000,,,,
FairValueAdjustmentOfWarrants,200000.000,-29000.000,-20000.000,,,,,,,,,,,86000.000
FairValueLiabilitiesMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,-195000.000,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases,,834000.000,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,-16000.000,,,,-15000.000,,,,,,,,
GainLossOnDispositionOfAssets1,,-2000.000,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,,,,,,,,,,,,-180000.000,,
GeneralAndAdministrativeExpense,883000.000,1451000.000,1495000.000,1370000.000,1016000.000,1048000.000,997000.000,921000.000,660000.000,1164000.000,1357000.000,3043000.000,1204000.000,1369000.000
ImpairmentOfInvestments,,,,,,0.000,,,,0.000,,,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-2952000.000,-8460000.000,-8750000.000,-8224000.000,-5278000.000,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,2947000.000,,,,-1094000.000,,,,-514000.000,,,,-100000.000
IncreaseDecreaseInAccruedLiabilities,,-1036000.000,,,,-849000.000,,,,53000.000,,,,-997000.000
IncreaseDecreaseInOtherReceivables,,5000.000,,,,,,,,-8000.000,,,,-42000.000
IncreaseDecreaseInPrepaidExpense,,301000.000,,,,-319000.000,,,,-37000.000,,,,113000.000
InterestExpense,313000.000,208000.000,168000.000,175000.000,175000.000,176000.000,177000.000,174000.000,163000.000,150000.000,137000.000,86000.000,0.000,
InterestIncomeOperating,,17000.000,12000.000,10000.000,12000.000,8000.000,6000.000,4000.000,4000.000,5000.000,3000.000,3000.000,26000.000,51000.000
NetCashProvidedByUsedInFinancingActivities,,-1714000.000,,,,,,,,-455000.000,,,,2000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-1714000.000,,,,,,,,-455000.000,,,,2000.000
NetCashProvidedByUsedInInvestingActivities,,11651000.000,,,,9522000.000,,,,2250000.000,,,,-658000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,11651000.000,,,,9522000.000,,,,2250000.000,,,,-658000.000
NetCashProvidedByUsedInOperatingActivities,,-6134000.000,,,,-5644000.000,,,,-2531000.000,,,,-3250000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-6134000.000,,,,-5644000.000,,,,-2531000.000,,,,-3250000.000
NetIncomeLoss,-2952000.000,-8460000.000,-8750000.000,-8224000.000,-5278000.000,-4304000.000,-3738000.000,-3655000.000,-2500000.000,-2242000.000,-4091000.000,-4284000.000,-547000.000,-2619000.000
NonoperatingIncomeExpense,48000.000,-179000.000,-167000.000,-144000.000,-182000.000,-175000.000,-184000.000,-179000.000,-171000.000,-149000.000,-1756000.000,-617000.000,1664000.000,-42000.000
OperatingExpenses,3000000.000,8281000.000,8583000.000,8080000.000,5096000.000,4129000.000,3554000.000,3476000.000,2329000.000,2093000.000,2335000.000,3667000.000,2211000.000,2577000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-154000.000,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,3000.000,1000.000,-1000.000,-2000.000,1000.000,-1000.000,,,,,,,-13000.000
OtherNoncashIncomeExpense,,,,,,1000.000,,,,,,,,
OtherNonoperatingIncomeExpense,361000.000,-17000.000,-31000.000,21000.000,-19000.000,-7000.000,-13000.000,-9000.000,-12000.000,-4000.000,-3000.000,-4000.000,-1000.000,-7000.000
