,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,23000000.000,,,,10000000.000,,,,1000000.000,,,,0.000,,,,4000000.000,,,,12000000.000
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,1000000.000,,,,13000000.000,,,,3000000.000,,,,19000000.000,,,,9000000.000,,,,14000000.000
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,62000000.000,,,,-59000000.000,,,,155000000.000,,,,-139000000.000,,,,268000000.000,,,,22000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,668000.000,622000.000,693000.000,-1253000.000,335000.000,114000.000,110000.000,-448000.000,110000.000,180000.000,180000.000,-300000.000,182000.000,238000.000,106000.000,-420000.000,180000.000,178000.000,175000.000,-431000.000,148000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,,,135000000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,,,,268000000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,,,133000000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,28000000.000,-14000000.000,4000000.000,13000000.000,46000000.000,-14000000.000,37000000.000,-12000000.000,10000000.000,0.000,-49000000.000,-28000000.000,-36000000.000,16000000.000,46000000.000,24000000.000,36000000.000
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,,,,2781000000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,,268000000.000,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,50000000.000,63000000.000,45000000.000,72000000.000,37000000.000,46000000.000,2000000.000,21000000.000,40000000.000,48000000.000,-9000000.000,47000000.000,48000000.000,22000000.000,31000000.000,7000000.000,29000000.000,-13000000.000,31000000.000,64000000.000,49000000.000,38000000.000
BenefitsLossesAndExpenses,2019000000.000,2051000000.000,2037000000.000,2016000000.000,2152000000.000,2470000000.000,2140000000.000,2217000000.000,2129000000.000,2314000000.000,2165000000.000,2076000000.000,2118000000.000,2126000000.000,2039000000.000,2163000000.000,1920000000.000,2430000000.000,2138000000.000,2060000000.000,1958000000.000,2073000000.000,1987000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-16000000.000,,,,-33000000.000,,,,11000000.000,,,,11000000.000,,,,-145000000.000,,,,28000000.000
CommonStockDividendsPerShareCashPaid,,,0.150,0.150,0.150,0.150,0.200,0.200,0.200,0.200,1.250,0.250,0.250,0.250,2.250,0.250,,,,,,,
