,2011-09-30,2012-03-31,2013-03-31,2013-06-30,2013-09-30
AdjustmentForAmortization,,,-79899.000,,
AmortizationOfDebtDiscountPremium,,3983.000,17203.000,,
AssetRetirementObligationAccretionExpense,864.000,1176.000,1433.000,948.000,1002.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,11225.000,-1585.000,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,11765.000,45045.000,-5482.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-3900453.000,-3659221.000,27321.000
DebtInstrumentDecreaseForgiveness,,971505.000,,,
Depreciation,,,64971.000,,
DepreciationDepletionAndAmortization,21617.000,78265.000,116464.000,56436.000,67546.000
DerivativeGainLossOnDerivativeNet,,,,-2942956.000,1752370.000
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.000,-0.000,-0.000
ExplorationAndProductionRevenue,17500.000,,,,
ExplorationCosts,17394.000,73672.000,124190.000,47784.000,
GainLossOnDispositionOfAssets,,,113841.000,130576.000,61000.000
GainLossOnDispositionOfProperty,570798.000,-7354.000,,,
GainLossOnSaleOfOilAndGasProperty,,,-113841.000,,
GainsLossesOnExtinguishmentOfDebt,-234154.000,0.000,-9513.000,-16094.000,-1794.000
GeneralAndAdministrativeExpense,1014607.000,551816.000,3462083.000,495969.000,435173.000
ImpairmentOfOilAndGasProperties,,,38000.000,,
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,-11765.000,-45045.000,-5482.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-3886074.000,-3612014.000,31887.000
IncomeTaxesPaid,,0.000,,,
IncreaseDecreaseDueFromOfficersAndStockholders,,3000.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-6515.000,91976.000,,
IncreaseDecreaseInAccountsReceivable,,7038.000,-8686.000,,
IncreaseDecreaseInOtherDeferredLiability,,74200.000,,,
IncreaseDecreaseInPrepaidExpense,,0.000,825.000,,
InterestExpense,13052.000,43190.000,191404.000,134331.000,86870.000
InterestPaid,,17508.000,166257.000,,
LeaseOperatingExpense,150640.000,77491.000,240923.000,96687.000,325554.000
NetCashProvidedByUsedInFinancingActivities,,800426.000,1237177.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,800426.000,1237177.000,,
NetCashProvidedByUsedInInvestingActivities,,-135298.000,-2000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-135298.000,-2000.000,,
NetCashProvidedByUsedInOperatingActivities,,-653903.000,-1232362.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-653903.000,-1232362.000,,
NetIncomeLoss,-420925.000,-769302.000,-3897839.000,-3657059.000,26405.000
NetIncomeLossAttributableToNoncontrollingInterest,,-30387.000,,,
OilAndGasRevenue,87377.000,57016.000,125017.000,4045.000,79322.000
OperatingExpenses,1261137.000,849351.000,3949380.000,698299.000,1452851.000
OperatingIncomeLoss,-1156260.000,-792335.000,-3810763.000,-694254.000,-1373529.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,,-2614.000,-2162.000,916.000
PaymentsToAcquireEquipmentOnLease,,8000.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,,127298.000,2000.000,,
ProceedsFromIssuanceOfCommonStock,,0.000,381654.000,,
ProceedsFromNotesPayable,,150000.000,486008.000,,
ProceedsFromRelatedPartyDebt,,831505.000,369763.000,,
ProceedsFromRepaymentsOfBankOverdrafts,,-1982.000,1246.000,,
ProductionTaxExpense,4026.000,3741.000,4287.000,475.000,8064.000
ProfitLoss,,-799689.000,,,
RepaymentsOfNotesPayable,,179097.000,1494.000,,
RevenueOilAndGasServices,,,,0.000,
Revenues,104877.000,57016.000,138617.000,4045.000,79322.000
RoyaltyExpense,38684.000,,,,
SalesRevenueNet,104877.000,57016.000,138617.000,4045.000,79322.000
ShareBasedCompensation,,0.000,2329402.000,,
ShippingHandlingAndTransportationCosts,253.000,,,,
StockIssuedDuringPeriodSharesIssuedForServices,,,,2300000.000,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,0.000,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,25400.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,1075092915.000,1248945855.000,1245911451.000
