,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,468000.000,,,,1049000.000,,,,1635000.000,
AdvertisingExpense,728000.000,946000.000,1196000.000,1070000.000,920000.000,1048000.000,1047000.000,1252000.000,975000.000,995000.000
AllocatedShareBasedCompensationExpense,500000.000,200000.000,300000.000,200000.000,1000000.000,700000.000,900000.000,900000.000,1600000.000,2000000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,1672000.000,1449000.000,1586000.000,1648000.000,767000.000,1428000.000,1105000.000,1353000.000,628000.000,988000.000
AllowanceForLoanAndLeaseLossesWriteOffs,689000.000,10522000.000,2492000.000,2011000.000,728000.000,3270000.000,4151000.000,6017000.000,5552000.000,9079000.000
AmortizationOfDeferredCharges,,,,,,,822000.000,,839000.000,550000.000
AmortizationOfIntangibleAssets,2300000.000,2300000.000,1800000.000,700000.000,700000.000,708000.000,700000.000,1156000.000,800000.000,600000.000
AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesDiscountRate,,,,,,,,,0.119,
AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesPrepaymentSpeed,,,,,,,,,0.127,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,5024000.000,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,600000.000,0.000,0.000,200000.000,0.000,0.000,100000.000,400000.000,0.000,0.000
AvailableForSaleSecuritiesGrossRealizedLosses,500000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,51000.000,,,,-354000.000,,,,0.000,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,12179000.000,,710000.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,171547000.000,,,,-25060000.000,,,,-254443000.000,
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAccretion,4787000.000,3222000.000,3240000.000,2396000.000,2329000.000,2261000.000,2529000.000,2852000.000,2938000.000,3040000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAdditions,,,,,,,3662000.000,,,
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldDisposalsOfLoans,80000.000,0.000,1038000.000,0.000,0.000,0.000,0.000,0.000,,
