,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,3709000.000,,,,21740000.000,,,,22684000.000,,,,587000.000,,,,1284000.000,,,,775000.000
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,39000.000,,,,0.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,,990000.000,990000.000,,940000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,202000.000,,,,23362000.000,,,,-6543000.000,,,,-44615000.000,,,,9379000.000,,,,-251000.000
CommonStockDividendsPerShareDeclared,0.160,0.160,0.160,0.160,0.160,0.160,0.160,,0.160,0.160,0.160,,0.160,0.160,0.160,,0.160,0.160,0.160,,0.080
ComprehensiveIncomeNetOfTax,34434000.000,9445000.000,21064000.000,-62474000.000,344000.000,260000.000,1314000.000,738000.000,81000.000,699000.000,428000.000,8109000.000,3309000.000,3503000.000,3542000.000,2860000.000,2418000.000,2605000.000,2258000.000,1993000.000,1897000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,16048000.000,18337000.000,21479000.000,18420000.000,17564000.000,17036000.000,19392000.000,60427000.000,32801000.000,26705000.000,22784000.000,21445000.000,19769000.000,19096000.000,17728000.000,16531000.000,14611000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,16392000.000,18597000.000,22793000.000,19158000.000,17645000.000,17735000.000,19820000.000,68536000.000,36110000.000,30208000.000,26326000.000,24305000.000,22187000.000,21701000.000,19986000.000,18524000.000,16508000.000
DeferredIncomeTaxExpenseBenefit,532000.000,,,,393000.000,,,,3478000.000,,,,720000.000,,,,893000.000,,,,1050000.000
Depreciation,397000.000,,,,486000.000,,,,477000.000,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,,,,,,,,,,,642000.000,,,,508000.000,,,,439000.000
DividendsCommonStockCash,2173000.000,,,,2173000.000,,,,2184000.000,,,,2194000.000,,,,2349000.000,,,,1199000.000
EarningsPerShareBasic,0.210,-0.140,0.120,-0.010,0.030,0.020,0.100,0.050,0.010,0.050,0.030,0.590,0.240,0.240,0.240,0.190,0.160,0.170,0.150,0.150,0.130
EarningsPerShareBasicAndDiluted,,-0.140,0.120,,0.030,,,,,,,,,,,,,,,,
EarningsPerShareDiluted,0.210,-0.140,0.120,-0.010,0.030,0.020,0.100,0.040,0.010,0.050,0.030,0.580,0.240,0.230,0.210,0.220,0.160,0.170,0.150,0.140,0.130
EffectiveIncomeTaxRateContinuingOperations,,0.253,0.055,,0.109,0.122,0.089,,0.223,0.117,0.131,,0.064,0.064,-0.065,,0.070,0.066,0.073,,0.075
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.350,0.350,0.350,,0.350,0.350,0.350,,0.350,0.350,0.350,,0.350,0.350,0.350,-0.710,0.340
FeesAndCommissions,,,,,,,,,,,,,,,,,,,,,3300000.000
GainLossOnInvestments,380000.000,-616000.000,572000.000,12000.000,250000.000,-298000.000,500000.000,614000.000,116000.000,717000.000,-1279000.000,-380000.000,613000.000,-1576000.000,-3221000.000,-239000.000,1066000.000,206000.000,-80000.000,-965000.000,972000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,36414000.000,12655000.000,22284000.000,13226000.000,18389000.000,21177000.000,25015000.000,21488000.000,22720000.000,20095000.000,22796000.000,70784000.000,38590000.000,32289000.000,24726000.000,25986000.000,23858000.000,23243000.000,21550000.000,22131000.000,17857000.000
IncomeTaxExpenseBenefit,1990000.000,3199000.000,1220000.000,1751000.000,1997000.000,2580000.000,2222000.000,2329000.000,5076000.000,2360000.000,2976000.000,2248000.000,2479000.000,2081000.000,-1600000.000,1679000.000,1674000.000,1545000.000,1565000.000,3590000.000,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,4429000.000,7799000.000,,6436000.000,7412000.000,8755000.000,7521000.000,7952000.000,7033000.000,7979000.000,24774000.000,13507000.000,11301000.000,8654000.000,9095000.000,8350000.000,8135000.000,7543000.000,6838000.000,6071000.000
IncomeTaxReconciliationOtherAdjustments,,-1230000.000,-6579000.000,,-4439000.000,-4832000.000,-6533000.000,15662000.000,-2876000.000,-4673000.000,-5003000.000,12526000.000,-11028000.000,-9220000.000,-10254000.000,31407000.000,-6676000.000,-6590000.000,-5978000.000,18739000.000,-4728000.000
IncreaseDecreaseInAccountsPayable,1327000.000,,,,94000.000,,,,-173000.000,,,,-1245000.000,,,,-105000.000,,,,-32000.000
IncreaseDecreaseInAccountsReceivable,3189000.000,,,,856000.000,,,,222000.000,,,,-1815000.000,,,,-791000.000,,,,-1475000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,-4630000.000,,,,-8489000.000,,,,-13682000.000,,,,-16856000.000,,,,-14448000.000,,,,-12034000.000
IncreaseDecreaseInBrokerDealerRelatedReceivablesPayablesNet,,,,,,,,,,,,,,,,,-4019000.000,,,,0.000
IncreaseDecreaseInBrokerageReceivables,,,,,,,,,,,,,5000000.000,,,,-3795000.000,,,,0.000
IncreaseDecreaseInDeferredRevenue,1001000.000,,,,1712000.000,,,,1604000.000,,,,683000.000,,,,128000.000,,,,-88000.000
IncreaseDecreaseInDueFromAffiliatesCurrent,,,,,,,,,,,,,,,,,,,,,-227000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,,,,,449000.000,,,,-71000.000,,,,-108000.000,,,,-226000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,30000.000,,,,-169000.000,,,,-313000.000,,,,-1387000.000,,,,-350000.000,,,,-442000.000
InterestExpense,4000.000,8000.000,13000.000,13000.000,3000.000,3000.000,14000.000,3000.000,3000.000,4000.000,14000.000,6000.000,3000.000,81000.000,131000.000,108000.000,106000.000,106000.000,127000.000,467000.000,10000.000
InvestmentAdvisoryFees,,42000000.000,43600000.000,,46600000.000,48200000.000,50000000.000,,52100000.000,55900000.000,56500000.000,,45200000.000,42200000.000,35800000.000,32500000.000,28100000.000,28000000.000,24800000.000,31817000.000,24100000.000
InvestmentIncomeInterestAndDividend,19000.000,50000.000,36000.000,44000.000,63000.000,71000.000,100000.000,63000.000,214000.000,195000.000,144000.000,188000.000,163000.000,158000.000,138000.000,136000.000,136000.000,180000.000,141000.000,160000.000,180000.000
LaborAndRelatedExpense,27732000.000,46570000.000,40922000.000,50474000.000,48483000.000,47321000.000,44935000.000,51064000.000,51810000.000,56148000.000,51499000.000,-1274000.000,26818000.000,28309000.000,24500000.000,24365000.000,21967000.000,24379000.000,24627000.000,17649000.000,23381000.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,,,,,0.139,,,,0.143,,,,0.156,,,,0.167,,,,0.178
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,27071000.000,-27000000.000,27000000.000,80988000.000,26996000.000,,,,26972000.000,,,,26787000.000,,,,9798000.000,,,,9857000.000
MinorityInterestDecreaseFromRedemptions,,,,,7413000.000,,,,30328000.000,,,,37720000.000,,,,,,,,9803000.000
NetCashProvidedByUsedInFinancingActivities,-27693000.000,,,,-9622000.000,,,,-33660000.000,,,,-66519000.000,,,,-12219000.000,,,,-2446000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-27693000.000,,,,-9622000.000,,,,-33660000.000,,,,-66519000.000,,,,-12219000.000,,,,-2446000.000
NetCashProvidedByUsedInInvestingActivities,-4048000.000,,,,2402000.000,,,,-3269000.000,,,,1393000.000,,,,6218000.000,,,,-5375000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-4048000.000,,,,2402000.000,,,,-3269000.000,,,,1393000.000,,,,6218000.000,,,,-5375000.000
NetCashProvidedByUsedInOperatingActivities,31943000.000,,,,30582000.000,,,,30386000.000,,,,20511000.000,,,,15380000.000,,,,7570000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,31943000.000,,,,30582000.000,,,,30386000.000,,,,20511000.000,,,,15380000.000,,,,7570000.000
NetIncomeLoss,2903000.000,-1836000.000,1654000.000,-252000.000,344000.000,260000.000,1314000.000,738000.000,81000.000,699000.000,428000.000,8109000.000,3309000.000,3503000.000,3542000.000,2860000.000,2418000.000,2605000.000,2258000.000,1993000.000,1897000.000
NetIncomeLossAttributableToNoncontrollingInterest,31521000.000,11292000.000,19410000.000,11727000.000,16048000.000,18337000.000,21479000.000,18421000.000,17563000.000,17036000.000,19392000.000,60427000.000,32802000.000,26705000.000,22784000.000,21447000.000,19766000.000,19093000.000,17727000.000,16548000.000,14617000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,,,,,,3269000.000,3295000.000,,2256000.000,2433000.000,2100000.000,1941000.000,1778000.000
NoninterestExpenseDistributionAndServicingFees,,,,,,,,,,,,,,,,,,,8798000.000,,7411000.000
NonoperatingIncomeExpense,395000.000,-574000.000,595000.000,43000.000,310000.000,-230000.000,468000.000,682000.000,2437000.000,908000.000,-1214000.000,-229000.000,756000.000,-1499000.000,-6007000.000,-211000.000,1078000.000,280000.000,-142000.000,358000.000,1142000.000
OperatingExpenses,48995000.000,68300000.000,63693000.000,73947000.000,72177000.000,71566000.000,70100000.000,77386000.000,78187000.000,84677000.000,80785000.000,27323000.000,52592000.000,53185000.000,47195000.000,46294000.000,41758000.000,44578000.000,41613000.000,31780000.000,38770000.000
OperatingIncomeLoss,36019000.000,13229000.000,21689000.000,13183000.000,18079000.000,21407000.000,24547000.000,20806000.000,20283000.000,19187000.000,24010000.000,71013000.000,37834000.000,33788000.000,30733000.000,26197000.000,22780000.000,22963000.000,21692000.000,21773000.000,16715000.000
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,10000.000,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,1000.000,,,,-1000.000,,,,3000.000,,,,-6000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,,,,,,,,-1000.000,0.000,0.000,0.000,0.000,0.000,0.000,-2000.000,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,10000.000,-11000.000,,,0.000,0.000,0.000,-1000.000,,0.000,,,-1000.000,0.000,0.000,-4000.000,3000.000,3000.000,1000.000,-16000.000,-6000.000
OtherCostAndExpenseOperating,8589000.000,9259000.000,9941000.000,10242000.000,7779000.000,7750000.000,7706000.000,8503000.000,7937000.000,8565000.000,9365000.000,9757000.000,8942000.000,9036000.000,9075000.000,9208000.000,8453000.000,8213000.000,8188000.000,11785000.000,7978000.000
OtherThanTemporaryImpairmentLossesInvestmentsPortionRecognizedInEarningsNetAvailableforsaleSecurities,,,0.000,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000
PaymentsOfCapitalDistribution,27071000.000,,,,0.000,,,,,,,,26787000.000,,,,9798000.000,,,,0.000
PaymentsOfDividendsCommonStock,,,,,2173000.000,,,,3272000.000,,,,3291000.000,,,,2361000.000,,,,2397000.000
PaymentsOfStockIssuanceCosts,598000.000,,,,0.000,,,,,,,,,,,,,,,,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,64000.000,,,,0.000,,,,
PaymentsToAcquireInterestInSubsidiariesAndAffiliates,,,,,7413000.000,,,,30328000.000,,,,36326000.000,,,,0.000,,,,
PaymentsToAcquireInvestments,3541000.000,,,,2077000.000,,,,4082000.000,,,,1998000.000,,,,1222000.000,,,,12208000.000
PaymentsToAcquirePropertyPlantAndEquipment,1160000.000,,,,373000.000,,,,773000.000,,,,374000.000,,,,120000.000,,,,191000.000
PerformanceFees,,,,,,,,,,,,,100000.000,100000.000,,,,,,,
PreferredStockDividendsAndOtherAdjustments,,,,,,,,,,,,,,234000.000,247000.000,,162000.000,172000.000,158000.000,52000.000,119000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,,,,,,,,100000.000,,,,0.000,,,,,,,,3686000.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,653000.000,,,,4852000.000,,,,1486000.000,,,,3765000.000,,,,3541000.000,,,,3338000.000
