,2011-12-31,2012-12-31,2013-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,420000.000,420000.000
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,686593.000,903035.000,1215139.000
AmortizationOfDebtDiscountPremium,,1018432.000,1018432.000
AmortizationOfFinancingCosts,0.000,0.000,0.000
BusinessCombinationConsiderationTransferred1,,,433000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,5690.000,7825.000,34193.000
CostMethodInvestmentsRealizedGainLoss,,-150000.000,0.000
DebtConversionConvertedInstrumentAmount1,,75000.000,
DebtConversionConvertedInstrumentSharesIssued1,,1500000.000,
DebtConversionOriginalDebtAmount1,,60000.000,
DebtInstrumentConvertibleBeneficialConversionFeature,,505300.000,
DebtInstrumentConvertibleInterestExpense,0.000,0.000,
DebtInstrumentDecreaseForgiveness,,-132917.000,0.000
DeferredRevenueRevenueRecognized,,,105000.000
DepreciationAndAmortization,,2846.000,2169.000
DepreciationNonproduction,22729.000,2846.000,2169.000
EarningsPerShareBasic,,,-0.010
EarningsPerShareBasicAndDiluted,0.000,-0.000,-0.010
EarningsPerShareDiluted,,,-0.010
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,-0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.307,0.340
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.033,
EffectiveIncomeTaxRateReconciliationTaxSettlements,,0.000,0.000
EquityMethodInvestmentRealizedGainLossOnDisposal,,-150000.000,0.000
ExplorationExpense,3000.000,108038.000,755094.000
ExtinguishmentOfDebtAmount,,,196833.000
GainLossOnSaleOfPropertyPlantEquipment,1066.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-977052.000,-1422998.000,-3396161.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-3396161.000
IncomeLossFromEquityMethodInvestments,0.000,55275.000,-542911.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000
IncomeTaxesPaid,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,284511.000,425477.000,654460.000
IncreaseDecreaseInInterestPayableNet,43621.000,40950.000,34950.000
IncreaseDecreaseInPrepaidExpense,0.000,6386.000,156072.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,30457900.000,30457900.000
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,6990000.000,6990000.000
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,58350000.000,63100000.000
InterestAndDebtExpense,,40950.000,34950.000
InterestExpenseDebt,0.000,0.000,0.000
InterestIncomeExpenseNet,-81826.000,-43734.000,-75135.000
InterestPaid,0.000,0.000,0.000
IssuanceOfStockAndWarrantsForServicesOrClaims,197218.000,180447.000,407488.000
LaborAndRelatedExpense,182055.000,784200.000,824183.000
MinorityInterestPeriodIncreaseDecrease,,-184997.000,-890767.000
NetCashProvidedByUsedInFinancingActivities,302250.000,471703.000,1330025.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,302250.000,471703.000,1330025.000
NetCashProvidedByUsedInInvestingActivities,-6101.000,0.000,-5577.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-6101.000,0.000,-5577.000
NetCashProvidedByUsedInOperatingActivities,-290459.000,-463878.000,-1290255.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-290459.000,-463878.000,-1290255.000
NetIncomeLoss,-977052.000,,
NetIncomeLossAttributableToNoncontrollingInterest,,-56085.000,-890767.000
NetIncomeLossAvailableToCommonStockholdersBasic,-977052.000,-1366913.000,-2505394.000
NonoperatingIncomeExpense,-80236.000,7568.000,-618046.000
OperatingExpenses,896816.000,1430566.000,2778115.000
OperatingIncomeLoss,-896816.000,-1430566.000,-2778115.000
OtherGeneralAndAdministrativeExpense,168416.000,216742.000,227658.000
PaymentsOfDebtIssuanceCosts,,292190.000,
PaymentsToAcquireEquityMethodInvestments,0.000,0.000,0.000
PaymentsToAcquireProductiveAssets,6101.000,0.000,5577.000
ProceedsFromConvertibleDebt,0.000,0.000,0.000
ProceedsFromIssuanceOfPrivatePlacement,340000.000,547500.000,910500.000
ProceedsFromNotesPayable,80000.000,42786.000,420000.000
ProceedsFromRelatedPartyDebt,32250.000,-27000.000,13025.000
ProceedsFromRepaymentsOfBankOverdrafts,0.000,,
ProceedsFromWarrantExercises,0.000,0.000,0.000
RepaymentsOfNotesPayable,150000.000,91583.000,13500.000
ResearchAndDevelopmentExpense,0.000,0.000,0.000
Revenues,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,0.000
StockIssued1,0.000,0.000,97500.000
StockIssuedDuringPeriodValueAcquisitions,150000.000,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,45000.000,
StockIssuedDuringPeriodValueIssuedForCash,,165000.000,
StockIssuedDuringPeriodValueIssuedForServices,,23122.000,95000.000
StockIssuedDuringPeriodValueNewIssues,340000.000,95500.000,
WeightedAverageNumberOfDilutedSharesOutstanding,,462925517.000,484754356.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,367127617.000,384206456.000
WeightedAverageNumberOfSharesOutstandingBasic,,367127617.000,384206456.000
