,2011-09-30,2012-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,0.000
AmortizationOfDebtDiscountPremium,,0.000
AmortizationOfFinancingCosts,,0.000
DebtConversionConvertedInstrumentAmount1,,0.000
DebtInstrumentConvertibleBeneficialConversionFeature,,0.000
DebtInstrumentConvertibleInterestExpense,,0.000
EarningsPerShareBasicAndDiluted,,0.000
GainLossOnSaleOfPropertyPlantEquipment,,0.000
GainsLossesOnExtinguishmentOfDebt,,0.000
GeneralAndAdministrativeExpense,136029.000,86952.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-82590.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-160224.000,
IncomeTaxExpenseBenefit,,0.000
IncreaseDecreaseInAccountsPayable,,15937.000
IncreaseDecreaseInAccruedLiabilities,,18310.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,15522.000
InterestExpense,,0.000
InterestPaid,,0.000
InvestmentIncomeInterest,,0.000
NetCashProvidedByUsedInContinuingOperations,,-58457.000
NetCashProvidedByUsedInFinancingActivities,,0.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,0.000
NetCashProvidedByUsedInInvestingActivities,,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000
NetCashProvidedByUsedInOperatingActivities,,-58457.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-58457.000
NetIncomeLoss,,-82590.000
NetIncomeLossAvailableToCommonStockholdersBasic,-160224.000,
OperatingExpenses,244557.000,86952.000
OperatingIncomeLoss,-219557.000,-86952.000
OtherDepreciationAndAmortization,,0.000
OtherNonoperatingIncome,59333.000,4362.000
PaymentsForRepurchaseOfCommonStock,,0.000
PaymentsToAcquireMarketableSecurities,,0.000
PaymentsToAcquirePropertyPlantAndEquipment,,0.000
PreferredStockAccretionOfRedemptionDiscount,,0.000
ProceedsFromIssuanceOfLongTermDebt,,0.000
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,0.000
ProceedsFromNotesPayable,,0.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,,0.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,0.000
RepaymentsOfLongTermDebt,,0.000
ResearchAndDevelopmentExpense,108528.000,0.000
SalesRevenueServicesNet,25000.000,0.000
ShareBasedCompensation,,9770.000
WeightedAverageNumberOfDilutedSharesOutstanding,79914789.000,
WeightedAverageNumberOfSharesOutstandingBasic,79914789.000,
WriteOffOfDeferredDebtIssuanceCost,,0.000
