,2011-12-31,2012-12-31,2013-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationNonvestedSharesRequisiteServicePeriodRecognition,,10000000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,0.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,5000000.000,650000.000,,
AllocatedShareBasedCompensationExpense,,,,4265889.000,1616144.000
AmortizationOfDebtDiscountPremium,,,,15434.000,277439.000
CashAndCashEquivalentsPeriodIncreaseDecrease,5758.000,,,419702.000,
CashPeriodIncreaseDecrease,,-5874.000,107710.000,,
ConversionOfStockAmountIssued1,,,,,87106.000
ConversionOfStockSharesIssued1,,,,,24558228.000
CostOfRevenue,,,,1856401.000,
DebtConversionConvertedInstrumentAmount1,,,,,87106.000
DebtInstrumentDecreaseForgiveness,16355.000,20360.000,,,
DebtInstrumentIncreaseDecreaseOtherNet,,,,1018618.000,1018618.000
DeferredCompensationArrangementWithIndividualExercisePrice,,0.000,0.000,,
Depreciation,,,,1259.000,2000.000
DerivativeGainLossOnDerivativeNet,,,,2745.000,418844.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,,,,-1658314.000
DividendsPreferredStockStock,,,,41413.000,47503.000
EarningsPerShareBasicAndDiluted,-0.010,-0.250,-0.340,,-0.040
FairValueAssumptionsExpectedDividendRate,,,,0.000,0.000
FairValueAssumptionsExpectedVolatilityRate,,,,3.250,3.250
FairValueAssumptionsRiskFreeInterestRate,,,,0.006,0.006
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,-2745.000,-418844.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,,,,305325.000,265533.000
FinancingInterestExpense,,,,1801903.000,445926.000
GeneralAndAdministrativeExpense,106581.000,5113584.000,,14892236.000,1900962.000
GrossProfit,,,,1766730.000,2750.000
