,2011-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,434481.000
AccountsReceivableNet,693205.000
AccruedIncomeTaxesPayable,122536.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1177830.000
AdditionalPaidInCapital,8105257.000
Assets,41476316.000
AssetsCurrent,21847670.000
CapitalLeaseObligationsCurrent,124786.000
CapitalLeaseObligationsNoncurrent,202576.000
CashAndCashEquivalentsAtCarryingValue,1346494.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,75000000.000
CommonStockSharesIssued,125000.000
CommonStockSharesOutstanding,125000.000
CommonStockValue,125.000
CustomerAdvancesCurrent,133601.000
DeferredTaxAssetsNetNoncurrent,53764.000
Goodwill,64360.000
InventoryNet,907264.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,9680870.000
Liabilities,29132879.000
LiabilitiesAndStockholdersEquity,41476316.000
LiabilitiesCurrent,28930303.000
LoansPayableCurrent,17909204.000
MinorityInterest,12103.000
NotesPayableCurrent,5947000.000
OtherAssets,13407986.000
OtherAssetsCurrent,1386531.000
OtherAssetsNoncurrent,33796.000
OtherLiabilitiesCurrent,1007467.000
PropertyPlantAndEquipmentNet,6220660.000
RestrictedCashAndCashEquivalents,3601315.000
RetainedEarningsAccumulatedDeficit,2704690.000
ShortTermBankLoansAndNotesPayable,1565000.000
StockholdersEquity,12331334.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,12343437.000
