,2011-01-31,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-67848941.000,,,,29847929.000,,,,-21416731.000,,,,31555024.000,,,,67165991.000,,,,-39579360.000,,,,-62019389.000,
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockDividendsPerShareDeclared,0.010,,0.140,,0.040,,,,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,-87775.000,105922.000,407152.000,254938.000,-55926.000,-203437.000,-225857.000,-305927.000,-257531.000,-256757.000,-226418.000,-215209.000,-226246.000,-195343.000,-204101.000,-204193.000,-196376.000,-325836.000,-558145.000,-407228.000,-688323.000,-526995.000,-547209.000,-489039.000,-413323.000,-474374.000
CurrentFederalTaxExpenseBenefit,,,,,,,,,,,,,0.000,,,,0.000,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,-0.110,,-0.130,-0.130,-0.130,-0.130,-0.130,-0.130,-0.130,-0.130,-0.130,-0.150,-0.170,-0.170,-0.160,-0.200,-0.220,-0.200,-0.210,-0.200
EffectOfExchangeRateOnCashAndCashEquivalents,-7654081.000,,,,-16182200.000,,,,11306404.000,,,,-1867031.000,,,,-28124396.000,,,,-7292323.000,,,,-4622787.000,
ForeignCurrencyTransactionGainLossUnrealized,-1013.000,,,,-4148.000,,,,4410.000,,,,585.000,,,,7598.000,,,,3067.000,,,,2406.000,
IncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,,,,,0.000,,,,0.000,
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,,,,,,,-3739.000,,,,,,,,,,,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,108568.000,,,,66642.000,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,,,,,,,6538.000,,,,72026.000,,,,68059.000,
IncreaseInCarryingAmountOfRedeemablePreferredStock,,,,,,,,,-248127.000,,,,,,,,,,,,,,,,,
InterestExpense,,,,,,,,,,,,,,,,,17009.000,92070.000,189707.000,137315.000,231923.000,241325.000,278025.000,253168.000,206795.000,234179.000
InvestmentIncomeInterest,319717.000,477930.000,815037.000,593154.000,314773.000,58256.000,33329.000,0.000,,,,,5184.000,5817.000,10020.000,0.000,,,,,0.000,0.000,0.000,,0.000,0.000
LegalFees,,,,,100000.000,,,,100000.000,,,,,,,,,,,,,,,,,
