,2015-06-30,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,1433000.000,2421000.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,151000.000,430000.000
AmortizationOfFinancingCostsAndDiscounts,,77000.000,252000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,14261768.000,16574761.000
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,-14984000.000,9108000.000
ComprehensiveIncomeNetOfTax,,,-43930000.000
CostOfGoodsSold,,,660000.000
CurrentFederalTaxExpenseBenefit,22981.000,,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,0.000,0.000
Depreciation,,118174.000,155000.000
EarningsPerShareBasicAndDiluted,,-4.320,-0.490
EffectiveIncomeTaxRateContinuingOperations,,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.340,-0.404,-0.413
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,,-0.011,0.001
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.054,0.054
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,,0.020,0.018
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,0.000,0.000
FairValueAdjustmentOfWarrants,,-46000.000,430000.000
GeneralAndAdministrativeExpense,14804.000,9807000.000,13022000.000
GrossProfit,,,-328000.000
IncomeTaxExpenseBenefit,,0.000,0.000
IncreaseDecreaseInAccountsPayable,,,1817000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,3232000.000,
IncreaseDecreaseInAccountsReceivable,,,-250000.000
IncreaseDecreaseInAccruedLiabilities,15672.000,,
IncreaseDecreaseInDeferredLiabilities,,1000.000,25000.000
IncreaseDecreaseInInterestPayableNet,,,-54000.000
IncreaseDecreaseInInventories,,,477000.000
InterestExpense,,1100000.000,1602000.000
InterestPaid,,660000.000,893000.000
InvestmentIncomeInterestAndDividend,,9000.000,80000.000
NetCashProvidedByUsedInFinancingActivities,4729.000,10683000.000,54894000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,4729.000,10683000.000,54894000.000
NetCashProvidedByUsedInInvestingActivities,,-202000.000,-7770000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-202000.000,-7770000.000
NetCashProvidedByUsedInOperatingActivities,-10271.000,-25465000.000,-38016000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-10271.000,-25465000.000,-38016000.000
NetIncomeLoss,-67590.000,-29877000.000,-43930000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-30284000.000,-43930000.000
OperatingExpenses,67590.000,,
OperatingIncomeLoss,,-28812000.000,-42433000.000
OtherNonoperatingIncomeExpense,,26000.000,25000.000
PaymentsForRepurchaseOfRedeemableConvertiblePreferredStock,,12000.000,
PaymentsToAcquireAvailableForSaleSecuritiesDebt,,,7291000.000
PaymentsToAcquireProductiveAssets,,202000.000,479000.000
PreferredStockConversionsInducements,,407000.000,
ProceedsFromDebtNetOfIssuanceCosts,,,22500000.000
ProceedsFromIssuanceOfCommonStock,15000.000,,
ProceedsFromStockOptionsExercised,,62000.000,161000.000
ProfessionalFees,52786.000,,
PropertyPlantAndEquipmentDisposals,,143155.000,0.000
RepaymentsOfNotesPayable,,,12500000.000
ResearchAndDevelopmentExpense,,18251000.000,26347000.000
RevenueFromGrants,,38000.000,
Revenues,,,332000.000
SaleOfStockConsiderationReceivedOnTransaction,,,45737000.000
SalesRevenueNet,,,332000.000
SellingAndMarketingExpense,,792000.000,2736000.000
ShareBasedCompensation,,1433000.000,2421000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,123224.000,669997.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,1.020,1.760
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedOptionsForfeitedWeightedAverageGrantDateFairValue,,0.330,1.040
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,,800000.000,1500000.000
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedWeightedAverageGrantDateFairValue,,0.650,0.770
StockIssuedDuringPeriodSharesStockOptionsExercised,,121250.000,268670.000
StockIssuedDuringPeriodValueNewIssues,15000.000,10633000.000,44574000.000
StockIssuedDuringPeriodValueStockOptionsExercised,,63000.000,1325000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,149000.000,200000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,22981.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,10875000.000,7002317.000,89243853.000
